id,scenario,source,target,length
122,SYN_SYN_LARGE_S103,E2,N32,124
123,SYN_SYN_LARGE_S103,E3,N15,70
124,SYN_SYN_LARGE_S103,E4,N1,105
125,SYN_SYN_LARGE_S103,E5,N46,89
126,SYN_SYN_LARGE_S103,E6,N32,54
127,SYN_SYN_LARGE_S103,E7,N40,168
128,SYN_SYN_LARGE_S103,E8,N26,209
129,SYN_SYN_LARGE_S103,E9,N14,244
130,SYN_SYN_LARGE_S103,E10,N11,150
131,SYN_SYN_LARGE_S103,E11,N49,115
132,SYN_SYN_LARGE_S103,E12,N8,137
133,SYN_SYN_LARGE_S103,E13,N8,102
134,SYN_SYN_LARGE_S103,E14,N51,44
135,SYN_SYN_LARGE_S103,E15,N6,100
136,SYN_SYN_LARGE_S103,E16,N38,129
137,SYN_SYN_LARGE_S103,E17,N19,51
138,SYN_SYN_LARGE_S103,E18,N57,55
139,SYN_SYN_LARGE_S103,E19,N45,233
140,SYN_SYN_LARGE_S103,L0000A,E3,62
141,SYN_SYN_LARGE_S103,L0000B,E11,80
142,SYN_SYN_LARGE_S103,L0001A,E1,76
143,SYN_SYN_LARGE_S103,L0001B,E13,54
144,SYN_SYN_LARGE_S103,L0002A,E1,78
145,SYN_SYN_LARGE_S103,L0002B,E9,57
146,SYN_SYN_LARGE_S103,L0003A,E8,41
147,SYN_SYN_LARGE_S103,L0003B,E19,20
148,SYN_SYN_LARGE_S103,L0004A,E6,25
149,SYN_SYN_LARGE_S103,L0004B,E17,82
150,SYN_SYN_LARGE_S103,L0005A,E12,70
151,SYN_SYN_LARGE_S103,L0005B,E17,47
152,SYN_SYN_LARGE_S103,L0006A,E9,23
153,SYN_SYN_LARGE_S103,L0006B,E11,51
154,SYN_SYN_LARGE_S103,L0007A,E0,72
155,SYN_SYN_LARGE_S103,L0007B,E9,38
156,SYN_SYN_LARGE_S103,L0008A,E1,42
157,SYN_SYN_LARGE_S103,L0008B,E5,80
158,SYN_SYN_LARGE_S103,L0009A,E3,12
159,SYN_SYN_LARGE_S103,L0009B,E15,34
160,SYN_SYN_LARGE_S103,L0010A,E1,82
161,SYN_SYN_LARGE_S103,L0010B,E11,12
162,SYN_SYN_LARGE_S103,L0011A,E3,30
163,SYN_SYN_LARGE_S103,L0011B,E8,97
164,SYN_SYN_LARGE_S103,L0012A,E12,52
165,SYN_SYN_LARGE_S103,L0012B,E18,13
166,SYN_SYN_LARGE_S103,L0013A,E7,58
167,SYN_SYN_LARGE_S103,L0013B,E18,47
168,SYN_SYN_LARGE_S103,L0014A,E9,47
169,SYN_SYN_LARGE_S103,L0014B,E12,15
170,SYN_SYN_LARGE_S103,L0015A,E5,95
171,SYN_SYN_LARGE_S103,L0015B,E14,56
172,SYN_SYN_LARGE_S103,L0016A,E10,80
173,SYN_SYN_LARGE_S103,L0016B,E15,88
174,SYN_SYN_LARGE_S103,L0017A,E8,55
175,SYN_SYN_LARGE_S103,L0017B,E17,51
176,SYN_SYN_LARGE_S103,L0018A,E0,54
177,SYN_SYN_LARGE_S103,L0018B,E17,23
178,SYN_SYN_LARGE_S103,L0019A,E9,81
179,SYN_SYN_LARGE_S103,L0019B,E13,22
180,SYN_SYN_LARGE_S103,L0020A,E13,82
181,SYN_SYN_LARGE_S103,L0020B,E18,61
182,SYN_SYN_LARGE_S103,L0021A,E0,48
183,SYN_SYN_LARGE_S103,L0021B,E15,42
184,SYN_SYN_LARGE_S103,L0022A,E8,90
185,SYN_SYN_LARGE_S103,L0022B,E11,82
186,SYN_SYN_LARGE_S103,L0023A,E8,37
187,SYN_SYN_LARGE_S103,L0023B,E14,61
188,SYN_SYN_LARGE_S103,L0024A,E0,83
189,SYN_SYN_LARGE_S103,L0024B,E14,14
190,SYN_SYN_LARGE_S103,L0025A,E15,76
191,SYN_SYN_LARGE_S103,L0025B,E16,68
192,SYN_SYN_LARGE_S103,L0026A,E4,81
193,SYN_SYN_LARGE_S103,L0026B,E10,18
194,SYN_SYN_LARGE_S103,L0027A,E11,22
195,SYN_SYN_LARGE_S103,L0027B,E14,78
196,SYN_SYN_LARGE_S103,L0028A,E1,22
197,SYN_SYN_LARGE_S103,L0028B,E2,54
198,SYN_SYN_LARGE_S103,L0029A,E4,31
199,SYN_SYN_LARGE_S103,L0029B,E17,56
200,SYN_SYN_LARGE_S103,L0030A,E11,55
201,SYN_SYN_LARGE_S103,L0030B,E12,89
202,SYN_SYN_LARGE_S103,L0031A,E4,71
203,SYN_SYN_LARGE_S103,L0031B,E12,69
204,SYN_SYN_LARGE_S103,L0032A,E7,83
205,SYN_SYN_LARGE_S103,L0032B,E16,94
206,SYN_SYN_LARGE_S103,L0033A,E9,25
207,SYN_SYN_LARGE_S103,L0033B,E16,24
208,SYN_SYN_LARGE_S103,L0034A,E4,53
209,SYN_SYN_LARGE_S103,L0034B,E6,13
210,SYN_SYN_LARGE_S103,L0035A,E14,54
211,SYN_SYN_LARGE_S103,L0035B,E15,53
212,SYN_SYN_LARGE_S103,L0036A,E12,43
213,SYN_SYN_LARGE_S103,L0036B,E15,77
214,SYN_SYN_LARGE_S103,L0037A,E15,82
215,SYN_SYN_LARGE_S103,L0037B,E18,22
216,SYN_SYN_LARGE_S103,L0038A,E6,43
217,SYN_SYN_LARGE_S103,L0038B,E18,93
218,SYN_SYN_LARGE_S103,L0039A,E2,12
219,SYN_SYN_LARGE_S103,L0039B,E15,77
220,SYN_SYN_LARGE_S103,L0040A,E2,50
221,SYN_SYN_LARGE_S103,L0040B,E10,75
222,SYN_SYN_LARGE_S103,L0041A,E7,61
223,SYN_SYN_LARGE_S103,L0041B,E19,22
224,SYN_SYN_LARGE_S103,L0042A,E4,94
225,SYN_SYN_LARGE_S103,L0042B,E18,33
226,SYN_SYN_LARGE_S103,L0043A,E9,13
227,SYN_SYN_LARGE_S103,L0043B,E18,30
228,SYN_SYN_LARGE_S103,L0044A,E4,17
229,SYN_SYN_LARGE_S103,L0044B,E15,82
