id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,E546,,E665,,,,0.008,
,,,E660,,E672,,,,0.007,
,,,E439,,E847,,,,0.005,
,,,E453,,E597,,,,0.007,
,,,E429,,E597,,,,0.009,
,,,E527,,E563,,,,0.003,
,,,E403,,E762,,,,0.001,
,,,E232,,E617,,,,0.005,
,,,E357,,E393,,,,0.008,
,,,E313,,E529,,,,0.008,
,,,E276,,E790,,,,0.006,
,,,E724,,E803,,,,0.003,
,,,E342,,E657,,,,0.002,
,,,E400,,E868,,,,0.002,
,,,E218,,E664,,,,0.001,
,,,E653,,E664,,,,0.009,
,,,E529,,E764,,,,0.001,
,,,E312,,E719,,,,0.001,
,,,E250,,E616,,,,0.003,
,,,E351,,E612,,,,0.002,
,,,E287,,E591,,,,0.002,
,,,E290,,E659,,,,0.007,
,,,E670,,E843,,,,0.007,
,,,E355,,E416,,,,0.008,
,,,E283,,E733,,,,0.009,
,,,E643,,E672,,,,0.006,
,,,E552,,E847,,,,0.003,
,,,E258,,E501,,,,0.006,
,,,E347,,E631,,,,0.005,
,,,E317,,E857,,,,0.001,
,,,E245,,E538,,,,0.004,
,,,E413,,E865,,,,0.003,
,,,E444,,E507,,,,0.002,
,,,E615,,E703,,,,0.006,
,,,E493,,E672,,,,0.008,
,,,E256,,E383,,,,0.008,
,,,E574,,E763,,,,0.004,
,,,E256,,E858,,,,0.007,
,,,E229,,E516,,,,0.003,
,,,E577,,E769,,,,0.007,
,,,E310,,E852,,,,0.009,
,,,E289,,E674,,,,0.001,
,,,E256,,E268,,,,0.003,
,,,E469,,E784,,,,0.001,
,,,E599,,E677,,,,0.002,
,,,E359,,E491,,,,0.002,
,,,E376,,E457,,,,0.002,
,,,E406,,E683,,,,0.005,
,,,E379,,E429,,,,0.003,
,,,E579,,E685,,,,0.005,
,,,E355,,E709,,,,0.002,
,,,E458,,E843,,,,0.007,
,,,E521,,E551,,,,0.008,
,,,E406,,E696,,,,0.004,
,,,E284,,E487,,,,0.007,
,,,E253,,E701,,,,0.005,
,,,E361,,E699,,,,0.002,
,,,E403,,E575,,,,0.004,
,,,E361,,E470,,,,0.006,
,,,E238,,E454,,,,0.003,
,,,E717,,E743,,,,0.008,
,,,E504,,E800,,,,0.007,
,,,E563,,E678,,,,0.008,
,,,E413,,E866,,,,0.002,
,,,E314,,E361,,,,0.006,
,,,E402,,E565,,,,0.003,
,,,E488,,E515,,,,0.001,
,,,E254,,E713,,,,0.001,
,,,E257,,E663,,,,0.004,
,,,E263,,E346,,,,0.002,
,,,E352,,E545,,,,0.002,
,,,E256,,E737,,,,0.004,
,,,E615,,E657,,,,0.006,
,,,E510,,E834,,,,0.003,
,,,E332,,E537,,,,0.004,
,,,E679,,E824,,,,0.005,
,,,E232,,E664,,,,0.007,
,,,E666,,E749,,,,0.004,
,,,E375,,E388,,,,0.004,
,,,E491,,E792,,,,0.004,
,,,E592,,E637,,,,0.006,
,,,E486,,E835,,,,0.006,
,,,E542,,E601,,,,0.001,
,,,E298,,E582,,,,0.005,
,,,E634,,E692,,,,0.005,
,,,E238,,E437,,,,0.008,
,,,E675,,E872,,,,0.007,
,,,E722,,E748,,,,0.001,
,,,E418,,E615,,,,0.007,
,,,E669,,E687,,,,0.002,
,,,E517,,E680,,,,0.006,
,,,E768,,E846,,,,0.006,
,,,E322,,E650,,,,0.008,
,,,E492,,E785,,,,0.004,
,,,E426,,E545,,,,0.007,
,,,E365,,E815,,,,0.004,
,,,E503,,E607,,,,0.007,
,,,E542,,E587,,,,0.007,
,,,E538,,E680,,,,0.001,
,,,E467,,E804,,,,0.006,
,,,E305,,E693,,,,0.007,
,,,E303,,E321,,,,0.003,
,,,E834,,E836,,,,0.003,
,,,E350,,E420,,,,0.007,
,,,E312,,E515,,,,0.001,
,,,E305,,E635,,,,0.005,
