id,type,source,target,weight
,,M101,E443,400
,,M125,E444,70
,,M144,E445,390
,,M278,E446,440
,,M94,E447,110
,,M109,E448,150
,,M131,E449,120
,,M146,E450,230
,,M236,E451,180
,,M182,E452,420
,,M223,E453,440
,,M37,E454,290
,,M39,E455,330
,,M287,E456,240
,,M21,E457,380
,,M140,E458,260
,,M200,E459,410
,,M311,E460,20
,,M109,E461,190
,,M278,E462,460
,,M176,E463,150
,,M138,E464,350
,,M116,E465,120
,,M62,E466,440
,,M34,E467,100
,,M250,E468,430
,,M159,E469,340
,,M56,E470,170
,,M289,E471,470
,,M145,E472,290
,,M279,E473,40
,,M118,E474,340
,,M219,E475,150
,,M75,E476,150
,,M178,E477,500
,,M215,E478,160
,,M170,E479,120
,,M28,E480,110
,,M86,E481,380
,,M59,E482,270
,,M16,E483,170
,,M170,E484,210
,,M195,E485,190
,,M15,E486,170
,,M291,E487,220
,,M290,E488,220
,,M146,E489,120
,,M229,E490,480
,,M71,E491,380
,,M268,E492,190
,,M273,E493,430
,,M130,E494,230
,,M62,E495,440
,,M151,E496,90
,,M154,E497,330
,,M208,E498,450
,,M35,E499,330
,,M291,E500,20
,,M51,E501,140
,,M176,E502,150
,,M82,E503,190
,,M196,E504,390
,,M112,E505,280
,,M104,E506,130
,,M216,E507,10
,,M249,E508,440
,,M213,E509,390
,,M32,E510,430
,,M261,E511,400
,,M103,E512,410
,,M17,E513,190
,,M87,E514,340
,,M121,E515,450
,,M281,E516,130
,,M218,E517,150
,,M240,E518,450
,,M271,E519,10
,,M3,E520,300
,,M44,E521,500
,,M272,E522,120
,,M297,E523,190
,,M196,E524,140
,,M97,E525,140
,,M95,E526,430
,,M62,E527,130
,,M120,E528,80
,,M140,E529,200
,,M226,E530,80
,,M309,E531,350
,,M202,E532,240
,,M109,E533,80
,,M150,E534,390
,,M202,E535,270
,,M26,E536,260
,,M168,E537,390
,,M65,E538,10
,,M122,E539,210
,,M216,E540,290
,,M253,E541,20
,,M276,E542,290
,,M132,E543,410
,,M17,E544,100
,,M27,E545,130
,,M124,E546,370
,,M47,E547,370
,,M117,E548,250
,,M201,E549,80
,,M307,E550,360
,,M302,E551,50
,,M16,E552,30
,,M101,E553,240
,,M269,E554,460
,,M68,E555,410
,,M191,E556,500
,,M289,E557,280
,,M59,E558,390
,,M90,E559,240
,,M121,E560,350
,,M234,E561,490
,,M300,E562,420
,,M307,E563,60
,,M311,E564,370
,,M127,E565,390
,,M214,E566,170
,,M188,E567,280
,,M270,E568,90
,,M8,E569,50
,,M255,E570,470
,,M280,E571,450
,,M170,E572,220
,,M206,E573,270
,,M77,E574,150
,,M200,E575,440
,,M123,E576,60
,,M244,E577,490
,,M34,E578,490
,,M199,E579,200
,,M258,E580,50
,,M26,E581,310
,,M156,E582,150
,,M276,E583,40
,,M247,E584,20
,,M240,E585,10
,,M25,E586,430
,,M112,E587,360
,,M222,E588,190
,,M190,E589,460
,,M179,E590,20
,,M29,E591,30
,,M213,E592,210
,,M171,E593,280
,,M181,E594,490
,,M254,E595,320
,,M288,E596,500
,,M119,E597,90
,,M225,E598,10
,,M265,E599,410
,,M32,E600,350
,,M264,E601,190
,,M214,E602,360
,,M142,E603,310
,,M266,E604,190
,,M224,E605,260
,,M104,E606,190
,,M7,E607,390
,,M45,E608,140
,,M235,E609,160
,,M106,E610,240
,,M12,E611,420
,,M32,E612,220
,,M25,E613,350
,,M120,E614,320
,,M36,E615,50
,,M188,E616,330
,,M126,E617,120
,,M157,E618,380
,,M205,E619,370
,,M119,E620,410
,,M159,E621,490
,,M287,E622,260
,,M114,E623,500
,,M294,E624,180
,,M257,E625,490
,,M77,E626,270
,,M234,E627,50
,,M154,E628,380
,,M283,E629,60
,,M128,E630,340
,,M22,E631,250
,,M71,E632,380
,,M243,E633,460
,,M223,E634,250
,,M144,E635,290
,,M275,E636,210
,,M41,E637,280
,,M257,E638,400
,,M249,E639,160
,,M129,E640,410
,,M228,E641,490
,,M156,E642,250
,,M59,E643,420
,,M116,E644,490
,,M155,E645,430
,,M66,E646,290
,,M196,E647,250
,,M237,E648,400
,,M23,E649,500
,,M8,E650,350
,,M202,E651,340
,,M22,E652,320
,,M72,E653,340
,,M50,E654,470
,,M85,E655,250
,,M263,E656,250
,,M296,E657,330
,,M203,E658,350
,,M22,E659,200
,,M123,E660,80
,,M90,E661,440
,,M159,E662,370
,,M135,E663,430
,,M80,E664,50
,,M203,E665,100
,,M92,E666,490
,,M266,E667,300
,,M96,E668,300
,,M74,E669,370
,,M247,E670,260
,,M180,E671,140
,,M273,E672,370
,,M79,E673,230
,,M259,E674,330
,,M167,E675,400
,,M4,E676,90
,,M143,E677,250
,,M45,E678,410
,,M111,E679,440
,,M17,E680,390
,,M228,E681,180
,,M120,E682,170
,,M99,E683,190
,,M263,E684,30
,,M223,E685,110
,,M91,E686,310
,,M149,E687,10
,,M273,E688,210
,,M25,E689,180
,,M18,E690,50
,,M100,E691,480
,,M2,E692,80
,,M124,E693,210
,,M142,E694,410
,,M61,E695,370
,,M282,E696,440
,,M162,E697,50
,,M283,E698,200
,,M134,E699,450
,,M111,E700,120
,,M73,E701,300
,,M179,E702,200
,,M236,E703,200
,,M201,E704,40
,,M227,E705,50
,,M246,E706,420
,,M222,E707,60
,,M275,E708,480
,,M287,E709,90
,,M256,E710,280
,,M286,E711,430
,,M48,E712,110
,,M88,E713,290
,,M152,E714,290
,,M232,E715,430
,,M128,E716,320
,,M129,E717,290
,,M228,E718,190
,,M305,E719,20
,,M147,E720,80
,,M20,E721,120
,,M151,E722,410
,,M166,E723,220
,,M290,E724,100
,,M284,E725,340
,,M254,E726,260
,,M20,E727,310
,,M61,E728,260
,,M228,E729,230
,,M205,E730,280
,,M39,E731,320
,,M91,E732,250
,,M17,E733,30
,,M220,E734,470
,,M78,E735,350
,,M125,E736,430
,,M176,E737,190
,,M11,E738,320
,,M95,E739,360
,,M82,E740,20
,,M302,E741,20
,,M167,E742,250
,,M156,E743,160
,,M96,E744,480
,,M68,E745,180
,,M110,E746,310
,,M182,E747,290
,,M56,E748,140
,,M250,E749,370
,,M99,E750,40
,,M264,E751,330
,,M206,E752,490
,,M223,E753,130
,,M193,E754,190
,,M67,E755,300
,,M213,E756,260
,,M54,E757,180
,,M302,E758,420
,,M28,E759,230
,,M280,E760,110
,,M238,E761,360
,,M300,E762,260
,,M4,E763,20
,,M223,E764,30
,,M175,E765,100
,,M257,E766,170
,,M83,E767,340
,,M304,E768,360
,,M12,E769,250
,,M187,E770,120
,,M199,E771,130
,,M251,E772,20
,,M82,E773,290
,,M168,E774,60
,,M173,E775,370
,,M82,E776,410
,,M170,E777,300
,,M141,E778,270
,,M162,E779,380
,,M288,E780,190
,,M273,E781,330
,,M298,E782,280
,,M10,E783,80
,,M224,E784,270
,,M210,E785,320
,,M157,E786,330
,,M216,E787,310
,,M132,E788,400
,,M239,E789,60
,,M93,E790,130
,,M174,E791,280
,,M101,E792,260
,,M124,E793,470
,,M303,E794,50
,,M108,E795,160
,,M162,E796,50
,,M274,E797,120
,,M59,E798,140
,,M239,E799,200
,,M84,E800,50
,,M32,E801,30
,,M131,E802,180
,,M277,E803,140
,,M308,E804,330
,,M179,E805,100
,,M0,E806,150
,,M215,E807,130
,,M37,E808,170
,,M22,E809,190
,,M225,E810,10
,,M97,E811,330
,,M214,E812,40
,,M299,E813,500
,,M51,E814,30
,,M35,E815,470
,,M75,E816,400
,,M257,E817,460
,,M79,E818,110
,,M80,E819,20
,,M2,E820,400
,,M267,E821,10
,,M193,E822,360
,,M23,E823,100
,,M274,E824,100
,,M275,E825,30
,,M225,E826,80
,,M305,E827,450
,,M309,E828,250
,,M224,E829,450
,,M159,E830,450
,,M111,E831,200
,,M235,E832,110
,,M4,E833,20
,,M4,E834,390
,,M213,E835,360
,,M137,E836,450
,,M233,E837,70
,,M214,E838,230
,,M104,E839,110
,,M11,E840,260
,,M202,E841,20
,,M100,E842,260
,,M100,E843,50
,,M92,E844,260
,,M213,E845,460
,,M282,E846,250
,,M285,E847,70
,,M166,E848,480
,,M124,E849,150
,,M66,E850,60
,,M188,E851,130
,,M217,E852,40
,,M113,E853,430
,,M105,E854,260
,,M233,E855,200
,,M48,E856,350
,,M116,E857,190
,,M127,E858,70
,,M202,E859,130
,,M40,E860,490
,,M185,E861,110
,,M283,E862,40
,,M101,E863,300
,,M277,E864,260
,,M32,E865,270
,,M48,E866,470
,,M24,E867,130
,,M114,E868,380
,,M168,E869,30
,,M244,E870,170
,,M218,E871,280
,,M173,E872,10
,,M218,E873,330
,,M283,E874,230
,,M151,E875,350
,,M0,E876,400
,,M235,E877,290
,,M304,E878,200
,,M257,E879,120
,,M177,E880,260
,,M137,E881,440
,,M47,E882,260
,,M206,E883,340
,,M23,E884,300
,,M94,E885,160
,,M255,E886,400
,,M50,E887,370
,,M237,E888,500
,,M159,E889,440
,,M295,E890,40
,,M186,E891,360
,,M70,E892,240
,,M238,E893,150
,,M81,E894,100
,,M220,E895,470
,,M189,E896,470
,,M295,E897,340
,,M287,E898,370
,,M61,E899,10
,,M119,E900,130
,,M296,E901,310
,,M262,E902,490
,,M309,E903,130
,,M21,E904,230
,,M66,E905,480
,,M85,E906,280
,,M220,E907,280
,,M279,E908,400
,,M38,E909,480
,,M230,E910,390
,,M67,E911,250
,,M184,E912,200
,,M50,E913,340
,,M10,E914,160
,,M175,E915,500
,,M119,E916,150
,,M66,E917,440
,,M51,E918,60
,,M21,E919,270
,,M126,E920,30
,,M265,E921,140
,,M128,E922,310
,,M141,E923,260
,,M281,E924,370
,,M278,E925,250
,,M291,E926,260
,,M12,E927,80
,,M237,E928,20
,,M222,E929,30
,,M245,E930,250
,,M57,E931,30
,,M3,E932,310
,,M85,E933,280
,,M298,E934,340
,,M58,E935,460
,,M309,E936,370
,,M95,E937,480
,,M115,E938,50
,,M164,E939,140
,,M203,E940,10
,,M61,E941,70
,,M240,E942,210
,,M113,E943,440
,,M282,E944,340
,,M202,E945,500
,,M96,E946,70
,,M218,E947,340
,,M206,E948,70
,,M204,E949,170
,,M224,E950,420
,,M92,E951,390
,,M194,E952,250
,,M78,E953,420
,,M229,E954,500
,,M267,E955,190
,,M53,E956,120
,,M18,E957,220
,,M146,E958,470
,,M33,E959,260
,,M309,E960,200
,,M174,E961,260
,,M240,E962,390
,,M261,E963,340
,,M250,E964,120
,,M66,E965,310
,,M34,E966,30
,,M215,E967,170
,,M216,E968,480
,,M112,E969,140
,,M0,E970,210
,,M106,E971,400
,,M299,E972,120
,,M235,E973,260
,,M130,E974,210
,,M158,E975,120
,,M125,E976,100
,,M166,E977,470
,,M0,E978,130
,,M179,E979,230
,,M103,E980,220
,,M28,E981,330
,,M40,E982,280
,,M235,E983,140
,,M206,E984,450
,,M252,E985,380
,,M236,E986,70
,,M99,E987,470
,,M171,E988,260
,,M5,E989,30
,,M34,E990,30
,,M142,E991,40
,,M68,E992,320
,,M163,E993,390
,,M198,E994,380
,,M106,E995,110
,,M158,E996,210
,,M167,E997,410
,,M243,E998,330
,,M99,E999,110
,,M139,E1000,90
,,M154,E1001,200
,,M59,E1002,320
,,M130,E1003,30
,,M153,E1004,20
,,M14,E1005,370
,,M169,E1006,120
,,M41,E1007,160
,,M52,E1008,380
,,M297,E1009,440
,,M285,E1010,30
,,M14,E1011,430
,,M294,E1012,450
,,M9,E1013,50
,,M179,E1014,220
,,M262,E1015,500
,,M25,E1016,70
,,M219,E1017,440
,,M249,E1018,290
,,M214,E1019,440
,,M272,E1020,260
,,M155,E1021,370
,,M135,E1022,50
,,M210,E1023,20
,,M94,E1024,40
,,M147,E1025,500
,,M69,E1026,250
,,M309,E1027,420
,,M147,E1028,230
,,M57,E1029,150
,,M309,E1030,270
,,M293,E1031,450
,,M93,E1032,290
,,M84,E1033,130
,,M289,E1034,420
,,M93,E1035,480
,,M175,E1036,370
,,M268,E1037,430
,,M77,E1038,10
,,M181,E1039,160
,,M70,E1040,80
,,M266,E1041,360
,,M256,E1042,340
,,M239,E1043,80
,,M52,E1044,90
,,M83,E1045,200
,,M130,E1046,280
,,M192,E1047,430
,,M32,E1048,390
,,M246,E1049,480
,,M2,E1050,270
,,M169,E1051,260
,,M172,E1052,140
,,M95,E1053,450
,,M188,E1054,240
,,M162,E1055,490
,,M306,E1056,370
,,M162,E1057,110
,,M307,E1058,340
,,M63,E1059,380
,,M78,E1060,350
,,M171,E1061,120
,,M180,E1062,220
,,M146,E1063,450
,,M252,E1064,400
,,M76,E1065,340
,,M212,E1066,260
,,M82,E1067,300
,,M10,E1068,120
,,M239,E1069,320
,,M225,E1070,410
,,M305,E1071,10
,,M95,E1072,80
,,M34,E1073,290
,,M305,E1074,340
,,M18,E1075,280
,,M187,E1076,450
,,M249,E1077,390
,,M98,E1078,500
,,M207,E1079,50
,,M295,E1080,200
,,M198,E1081,500
,,M72,E1082,420
,,M245,E1083,170
,,M23,E1084,380
,,M54,E1085,430
,,M43,E1086,70
,,M212,E1087,240
,,M260,E1088,20
,,M20,E1089,60
,,M157,E1090,10
,,M226,E1091,170
,,M74,E1092,250
,,M162,E1093,330
,,M195,E1094,110
,,M25,E1095,460
,,M265,E1096,130
,,M158,E1097,240
,,M86,E1098,460
,,M301,E1099,230
,,M172,E1100,50
,,M158,E1101,50
,,M19,E1102,180
,,M23,E1103,490
,,M220,E1104,190
,,M136,E1105,250
,,M47,E1106,200
,,M206,E1107,480
,,M88,E1108,460
,,M160,E1109,340
,,M66,E1110,390
,,M265,E1111,20
,,M86,E1112,400
,,M28,E1113,20
,,M211,E1114,440
,,M260,E1115,440
,,M125,E1116,450
,,M52,E1117,190
,,M147,E1118,130
,,M192,E1119,40
,,M190,E1120,430
,,M132,E1121,130
,,M261,E1122,300
,,M194,E1123,50
,,M262,E1124,50
,,M82,E1125,130
,,M115,E1126,410
,,M160,E1127,240
,,M31,E1128,200
,,M33,E1129,50
,,M0,E1130,450
,,M157,E1131,50
,,M194,E1132,370
,,M247,E1133,60
,,M276,E1134,170
,,M192,E1135,330
,,M190,E1136,310
,,M158,E1137,20
,,M42,E1138,10
,,M167,E1139,220
,,M32,E1140,390
,,M289,E1141,250
,,M132,E1142,110
,,M270,E1143,370
,,M304,E1144,50
,,M284,E1145,40
,,M281,E1146,150
,,M121,E1147,410
,,M157,E1148,210
,,M99,E1149,30
,,M115,E1150,300
,,M210,E1151,350
,,M220,E1152,20
,,M131,E1153,20
,,M251,E1154,230
,,M201,E1155,330
,,M32,E1156,250
,,M257,E1157,180
,,M256,E1158,210
,,M239,E1159,400
,,M154,E1160,410
,,M272,E1161,100
,,M256,E1162,190
,,M157,E1163,240
,,M226,E1164,270
,,M141,E1165,180
,,M247,E1166,150
,,M13,E1167,40
,,M147,E1168,40
,,M179,E1169,160
,,M216,E1170,350
,,M251,E1171,220
,,M220,E1172,480
,,M45,E1173,40
,,M154,E1174,380
,,M259,E1175,310
,,M151,E1176,330
,,M119,E1177,120
,,M212,E1178,160
,,M220,E1179,320
,,M280,E1180,60
,,M23,E1181,350
,,M133,E1182,330
,,M222,E1183,10
,,M162,E1184,80
,,M226,E1185,260
,,M243,E1186,160
,,M161,E1187,490
,,M240,E1188,370
,,M217,E1189,480
,,M196,E1190,230
,,M121,E1191,430
,,M174,E1192,80
,,M299,E1193,440
,,M196,E1194,150
,,M113,E1195,50
,,M60,E1196,50
,,M140,E1197,290
,,M161,E1198,60
,,M200,E1199,280
,,M187,E1200,190
,,M5,E1201,240
,,M255,E1202,220
,,M132,E1203,100
,,M293,E1204,420
,,M96,E1205,250
,,M244,E1206,460
,,M209,E1207,160
,,M144,E1208,30
,,M233,E1209,340
,,M306,E1210,10
,,M95,E1211,400
,,M134,E1212,410
,,M76,E1213,30
,,M110,E1214,460
,,M289,E1215,40
,,M293,E1216,300
,,M22,E1217,240
,,M134,E1218,460
,,M158,E1219,40
,,M136,E1220,130
,,M301,E1221,350
,,M159,E1222,290
,,M240,E1223,220
,,M266,E1224,290
,,M127,E1225,180
,,M212,E1226,410
,,M295,E1227,360
,,M196,E1228,270
,,M35,E1229,100
,,M188,E1230,280
,,M76,E1231,390
,,M89,E1232,500
,,M92,E1233,60
,,M74,E1234,430
,,M136,E1235,400
,,M164,E1236,240
,,M23,E1237,190
,,M51,E1238,140
,,M62,E1239,440
,,M244,E1240,10
,,M302,E1241,390
,,M65,E1242,450
,,M96,E1243,410
,,M179,E1244,250
,,M53,E1245,200
,,M171,E1246,230
,,M52,E1247,120
,,M268,E1248,60
,,M111,E1249,230
,,M113,M209,390
,,M290,M305,10
,,M126,M246,300
,,M184,M306,100
,,M33,M69,170
,,M235,M3,220
,,M141,M17,230
,,M166,M188,80
,,M126,M137,420
,,M149,M199,310
,,M205,M288,130
,,M123,M158,320
,,M219,M54,250
,,M150,M20,360
,,M178,M97,330
,,M106,M185,140
,,M118,M250,400
,,M221,M47,380
,,M262,M29,400
,,M298,M37,30
,,M122,M32,290
,,M281,M311,90
,,M106,M234,20
,,M283,M40,200
,,M206,M299,320
,,M106,M308,460
