id,type,source,target,weight
,,M221,E677,170
,,M139,E678,20
,,M8,E679,50
,,M200,E680,190
,,M239,E681,370
,,M98,E682,70
,,M174,E683,400
,,M184,E684,170
,,M19,E685,180
,,M24,E686,140
,,M122,E687,500
,,M71,E688,50
,,M217,E689,50
,,M162,E690,100
,,M98,E691,210
,,M164,E692,20
,,M66,E693,190
,,M99,E694,190
,,M205,E695,60
,,M2,E696,410
,,M49,E697,170
,,M248,E698,270
,,M67,E699,340
,,M41,E700,350
,,M204,E701,390
,,M88,E702,40
,,M167,E703,330
,,M217,E704,230
,,M109,E705,460
,,M90,E706,200
,,M117,E707,500
,,M102,E708,450
,,M45,E709,60
,,M32,E710,400
,,M16,E711,370
,,M161,E712,210
,,M136,E713,20
,,M50,E714,20
,,M43,E715,490
,,M209,E716,400
,,M249,E717,330
,,M246,E718,330
,,M106,E719,420
,,M228,E720,410
,,M115,E721,60
,,M30,E722,380
,,M90,E723,130
,,M219,E724,110
,,M207,E725,170
,,M229,E726,90
,,M103,E727,20
,,M1,E728,20
,,M44,E729,30
,,M245,E730,220
,,M70,E731,390
,,M93,E732,30
,,M112,E733,20
,,M176,E734,480
,,M207,E735,450
,,M181,E736,460
,,M60,E737,190
,,M214,E738,390
,,M201,E739,200
,,M143,E740,420
,,M2,E741,370
,,M112,E742,480
,,M168,E743,120
,,M98,E744,390
,,M210,E745,500
,,M4,E746,140
,,M5,E747,320
,,M23,E748,390
,,M34,E749,470
,,M228,E750,300
,,M65,E751,30
,,M107,E752,280
,,M222,E753,10
,,M200,E754,450
,,M48,E755,270
,,M26,E756,100
,,M143,E757,390
,,M199,E758,420
,,M12,E759,220
,,M69,E760,460
,,M220,E761,200
,,M160,E762,230
,,M132,E763,70
,,M188,E764,240
,,M233,E765,200
,,M124,E766,370
,,M109,E767,10
,,M165,E768,460
,,M101,E769,400
,,M43,E770,360
,,M102,E771,200
,,M108,E772,290
,,M81,E773,170
,,M144,E774,310
,,M194,E775,380
,,M125,E776,310
,,M3,E777,450
,,M39,E778,410
,,M72,E779,260
,,M157,E780,160
,,M70,E781,80
,,M38,E782,410
,,M20,E783,140
,,M169,E784,30
,,M197,E785,200
,,M69,E786,220
,,M226,E787,330
,,M91,E788,130
,,M228,E789,130
,,M180,E790,490
,,M247,E791,420
,,M22,E792,430
,,M241,E793,330
,,M159,E794,300
,,M37,E795,90
,,M152,E796,410
,,M73,E797,210
,,M125,E798,420
,,M90,E799,140
,,M37,E800,20
,,M48,E801,50
,,M135,E802,240
,,M178,E803,270
,,M78,E804,110
,,M237,E805,430
,,M98,E806,170
,,M249,E807,200
,,M149,E808,150
,,M191,E809,40
,,M164,E810,130
,,M241,E811,180
,,M79,E812,380
,,M117,E813,170
,,M122,E814,240
,,M229,E815,100
,,M171,E816,430
,,M116,E817,330
,,M56,E818,20
,,M35,E819,430
,,M16,E820,200
,,M220,E821,150
,,M63,E822,290
,,M192,E823,340
,,M49,E824,240
,,M107,E825,360
,,M98,E826,490
,,M248,E827,240
,,M70,E828,100
,,M191,E829,140
,,M141,E830,310
,,M89,E831,420
,,M108,E832,360
,,M170,E833,90
,,M197,E834,490
,,M181,E835,280
,,M202,E836,210
,,M50,E837,50
,,M75,E838,400
,,M37,E839,480
,,M52,E840,360
,,M51,E841,370
,,M156,E842,140
,,M22,E843,160
,,M76,E844,320
,,M35,E845,130
,,M240,E846,410
,,M239,E847,490
,,M247,E848,480
,,M175,E849,160
,,M69,E850,100
,,M245,E851,20
,,M143,E852,500
,,M78,E853,300
,,M118,E854,180
,,M19,E855,340
,,M107,E856,430
,,M76,E857,360
,,M234,E858,230
,,M49,E859,190
,,M233,E860,500
,,M159,E861,270
,,M196,E862,400
,,M149,E863,230
,,M68,E864,280
,,M158,E865,110
,,M173,E866,270
,,M237,E867,450
,,M238,E868,240
,,M221,E869,460
,,M99,E870,40
,,M146,E871,200
,,M129,E872,20
,,M179,E873,50
,,M236,E874,30
,,M96,E875,350
,,M198,E876,160
,,M76,E877,160
,,M70,E878,450
,,M15,E879,170
,,M159,E880,420
,,M120,E881,170
,,M198,E882,90
,,M128,E883,450
,,M244,E884,170
,,M222,E885,290
,,M14,E886,150
,,M199,E887,450
,,M127,E888,280
,,M168,E889,360
,,M79,E890,270
,,M235,E891,440
,,M247,E892,90
,,M118,E893,260
,,M136,E894,210
,,M143,E895,320
,,M8,E896,400
,,M158,E897,450
,,M88,E898,120
,,M123,E899,280
,,M5,E900,350
,,M155,E901,400
,,M17,E902,450
,,M219,E903,200
,,M107,E904,110
,,M193,E905,420
,,M54,E906,210
,,M104,E907,60
,,M130,E908,220
,,M83,E909,130
,,M184,E910,470
,,M70,E911,80
,,M20,E912,250
,,M182,E913,420
,,M30,E914,40
,,M222,E915,370
,,M38,E916,90
,,M128,E917,290
,,M164,E918,210
,,M49,E919,370
,,M103,E920,270
,,M74,E921,40
,,M133,E922,210
,,M89,E923,360
,,M8,E924,260
,,M25,E925,220
,,M13,E926,350
,,M45,E927,100
,,M223,E928,110
,,M103,E929,160
,,M116,E930,200
,,M100,E931,80
,,M57,E932,260
,,M220,E933,390
,,M150,E934,350
,,M160,E935,340
,,M76,E936,490
,,M135,E937,290
,,M147,E938,250
,,M127,E939,310
,,M71,E940,120
,,M216,E941,390
,,M211,E942,290
,,M132,E943,180
,,M246,E944,110
,,M190,E945,500
,,M60,E946,210
,,M187,E947,100
,,M149,E948,290
,,M4,E949,370
,,M0,E950,210
,,M5,E951,140
,,M13,E952,500
,,M24,E953,300
,,M44,E954,50
,,M84,E955,100
,,M227,E956,440
,,M179,E957,290
,,M114,E958,360
,,M121,E959,230
,,M229,E960,330
,,M147,E961,130
,,M244,E962,240
,,M115,E963,300
,,M4,E964,50
,,M190,E965,290
,,M143,E966,170
,,M225,E967,270
,,M22,E968,100
,,M97,E969,480
,,M238,E970,20
,,M3,E971,110
,,M0,E972,60
,,M105,E973,330
,,M1,E974,320
,,M219,E975,250
,,M127,E976,490
,,M219,E977,170
,,M122,E978,290
,,M86,E979,140
,,M40,E980,480
,,M197,E981,230
,,M60,E982,350
,,M62,E983,40
,,M84,E984,430
,,M30,E985,360
,,M142,E986,450
,,M114,E987,390
,,M87,E988,390
,,M192,E989,170
,,M182,E990,390
,,M10,E991,80
,,M86,E992,400
,,M60,E993,60
,,M23,E994,290
,,M24,E995,110
,,M223,E996,130
,,M171,E997,300
,,M19,E998,190
,,M140,E999,150
,,M226,M89,480
,,M139,M78,370
,,M222,M8,240
,,M222,M66,30
,,M194,M89,300
,,M201,M72,330
,,M160,M64,30
,,M49,M54,70
,,M108,M76,10
,,M132,M16,120
,,M176,M94,40
,,M118,M152,490
,,M196,M213,340
,,M136,M140,390
,,M113,M41,30
,,M191,M225,10
,,M185,M23,410
,,M132,M67,260
,,M169,M68,180
,,M30,M63,420
,,M155,M2,110
