id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,E1044,,E1240,,,,0.003,
,,,E397,,E569,,,,0.003,
,,,E1091,,E921,,,,0.006,
,,,E387,,E716,,,,0.009,
,,,E467,,E938,,,,0.008,
,,,E549,,E991,,,,0.003,
,,,E1014,,E816,,,,0.001,
,,,E1058,,E405,,,,0.006,
,,,E482,,E844,,,,0.007,
,,,E1061,,E357,,,,0.005,
,,,E628,,E790,,,,0.007,
,,,E693,,E761,,,,0.006,
,,,E1104,,E435,,,,0.002,
,,,E1115,,E683,,,,0.006,
,,,E438,,E879,,,,0.004,
,,,E625,,E881,,,,0.008,
,,,E545,,E652,,,,0.005,
,,,E811,,E833,,,,0.005,
,,,E1105,,E556,,,,0.001,
,,,E1247,,E744,,,,0.009,
,,,E1020,,E492,,,,0.008,
,,,E559,,E987,,,,0.008,
,,,E1094,,E977,,,,0.007,
,,,E1052,,E451,,,,0.004,
,,,E414,,E544,,,,0.002,
,,,E1076,,E1128,,,,0.007,
,,,E490,,E692,,,,0.001,
,,,E396,,E622,,,,0.003,
,,,E1242,,E945,,,,0.009,
,,,E1102,,E643,,,,0.006,
,,,E494,,E781,,,,0.005,
,,,E519,,E949,,,,0.003,
,,,E727,,E940,,,,0.007,
,,,E372,,E746,,,,0.004,
,,,E1140,,E418,,,,0.001,
,,,E331,,E844,,,,0.009,
,,,E330,,E953,,,,0.003,
,,,E437,,E576,,,,0.004,
,,,E518,,E602,,,,0.002,
,,,E829,,E947,,,,0.009,
,,,E455,,E589,,,,0.006,
,,,E1002,,E1094,,,,0.009,
,,,E570,,E574,,,,0.006,
,,,E767,,E884,,,,0.006,
,,,E1225,,E418,,,,0.007,
,,,E334,,E762,,,,0.003,
,,,E1052,,E1191,,,,0.008,
,,,E469,,E885,,,,0.009,
,,,E1231,,E771,,,,0.003,
,,,E846,,E914,,,,0.009,
,,,E1114,,E634,,,,0.006,
,,,E550,,E840,,,,0.003,
,,,E1165,,E738,,,,0.005,
,,,E320,,E781,,,,0.001,
,,,E1169,,E454,,,,0.008,
,,,E1027,,E505,,,,0.003,
,,,E446,,E929,,,,0.007,
,,,E409,,E530,,,,0.001,
,,,E1209,,E312,,,,0.001,
,,,E744,,E956,,,,0.008,
,,,E761,,E938,,,,0.008,
,,,E956,,E964,,,,0.002,
,,,E590,,E686,,,,0.006,
,,,E850,,E954,,,,0.009,
,,,E1023,,E1042,,,,0.009,
,,,E674,,E914,,,,0.009,
,,,E1154,,E423,,,,0.004,
,,,E689,,E769,,,,0.005,
,,,E1107,,E1171,,,,0.008,
,,,E379,,E600,,,,0.007,
,,,E635,,E822,,,,0.001,
,,,E584,,E743,,,,0.006,
,,,E402,,E564,,,,0.007,
,,,E621,,E948,,,,0.008,
,,,E730,,E765,,,,0.003,
,,,E1240,,E605,,,,0.003,
,,,E472,,E611,,,,0.006,
,,,E1094,,E675,,,,0.005,
,,,E1092,,E675,,,,0.006,
,,,E475,,E660,,,,0.006,
,,,E342,,E998,,,,0.006,
,,,E463,,E532,,,,0.009,
,,,E1217,,E723,,,,0.006,
,,,E384,,E997,,,,0.005,
,,,E1199,,E776,,,,0.002,
,,,E1240,,E942,,,,0.002,
,,,E1212,,E482,,,,0.005,
,,,E718,,E766,,,,0.005,
,,,E725,,E778,,,,0.007,
,,,E651,,E664,,,,0.004,
,,,E1043,,E559,,,,0.009,
,,,E412,,E769,,,,0.005,
,,,E828,,E975,,,,0.007,
,,,E1056,,E673,,,,0.005,
,,,E692,,E739,,,,0.002,
,,,E388,,E718,,,,0.006,
,,,E922,,E991,,,,0.005,
,,,E1171,,E343,,,,0.007,
,,,E775,,E817,,,,0.002,
,,,E832,,E854,,,,0.009,
,,,E364,,E845,,,,0.008,
,,,E837,,E845,,,,0.003,
,,,E720,,E789,,,,0.002,
,,,E652,,E795,,,,0.001,
,,,E522,,E806,,,,0.001,
,,,E569,,E996,,,,0.003,
,,,E725,,E861,,,,0.002,
,,,E508,,E749,,,,0.002,
,,,E408,,E710,,,,0.009,
,,,E748,,E973,,,,0.007,
,,,E362,,E804,,,,0.006,
,,,E332,,E861,,,,0.001,
,,,E415,,E957,,,,0.006,
,,,E764,,E875,,,,0.005,
,,,E800,,E917,,,,0.009,
,,,E1047,,E917,,,,0.001,
,,,E1066,,E895,,,,0.002,
,,,E622,,E817,,,,0.009,
,,,E1124,,E1248,,,,0.007,
,,,E423,,E907,,,,0.004,
,,,E480,,E647,,,,0.005,
,,,E614,,E851,,,,0.007,
,,,E660,,E804,,,,0.003,
,,,E409,,E584,,,,0.007,
,,,E682,,E832,,,,0.007,
,,,E1010,,E835,,,,0.006,
,,,E485,,E928,,,,0.002,
,,,E1130,,E1139,,,,0.008,
,,,E387,,E617,,,,0.004,
