id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,E519,,E568,,,,0.005,
,,,E250,,E849,,,,0.003,
,,,E632,,E939,,,,0.009,
,,,E251,,E520,,,,0.004,
,,,E656,,E983,,,,0.005,
,,,E563,,E648,,,,0.001,
,,,E260,,E912,,,,0.002,
,,,E491,,E635,,,,0.006,
,,,E683,,E775,,,,0.009,
,,,E603,,E959,,,,0.006,
,,,E823,,E860,,,,0.002,
,,,E364,,E512,,,,0.007,
,,,E678,,E823,,,,0.001,
,,,E267,,E658,,,,0.004,
,,,E424,,E872,,,,0.001,
,,,E417,,E952,,,,0.004,
,,,E639,,E827,,,,0.001,
,,,E923,,E939,,,,0.002,
,,,E595,,E967,,,,0.001,
,,,E279,,E655,,,,0.003,
,,,E370,,E700,,,,0.007,
,,,E314,,E969,,,,0.004,
,,,E336,,E575,,,,0.003,
,,,E453,,E454,,,,0.004,
,,,E343,,E598,,,,0.008,
,,,E269,,E937,,,,0.008,
,,,E671,,E724,,,,0.007,
,,,E652,,E887,,,,0.002,
,,,E262,,E385,,,,0.002,
,,,E383,,E761,,,,0.002,
,,,E640,,E870,,,,0.008,
,,,E375,,E722,,,,0.002,
,,,E423,,E972,,,,0.001,
,,,E367,,E794,,,,0.006,
,,,E317,,E359,,,,0.007,
,,,E352,,E792,,,,0.006,
,,,E433,,E744,,,,0.002,
,,,E311,,E402,,,,0.009,
,,,E337,,E709,,,,0.008,
,,,E360,,E549,,,,0.003,
,,,E393,,E497,,,,0.004,
,,,E497,,E964,,,,0.008,
,,,E825,,E901,,,,0.008,
,,,E315,,E508,,,,0.004,
,,,E825,,E956,,,,0.005,
