id,type,source,target,weight
,,M87,E366,460
,,M52,E367,340
,,M112,E368,300
,,M106,E369,140
,,M66,E370,230
,,M87,E371,140
,,M93,E372,230
,,M147,E373,460
,,M16,E374,300
,,M131,E375,420
,,M52,E376,130
,,M101,E377,200
,,M96,E378,120
,,M26,E379,480
,,M116,E380,140
,,M141,E381,280
,,M100,E382,370
,,M154,E383,40
,,M77,E384,100
,,M112,E385,140
,,M58,E386,80
,,M50,E387,30
,,M141,E388,480
,,M46,E389,30
,,M118,E390,340
,,M121,E391,60
,,M117,E392,280
,,M43,E393,480
,,M6,E394,250
,,M98,E395,240
,,M21,E396,400
,,M109,E397,170
,,M2,E398,380
,,M4,E399,390
,,M22,E400,40
,,M39,E401,20
,,M109,E402,30
,,M21,E403,170
,,M58,E404,280
,,M101,E405,360
,,M115,E406,300
,,M25,E407,410
,,M4,E408,50
,,M40,E409,190
,,M105,E410,270
,,M100,E411,70
,,M36,E412,140
,,M13,E413,270
,,M58,E414,390
,,M111,E415,20
,,M141,E416,180
,,M102,E417,390
,,M124,E418,340
,,M23,E419,490
,,M45,E420,10
,,M36,E421,200
,,M88,E422,220
,,M47,E423,350
,,M30,E424,200
,,M21,E425,360
,,M85,E426,130
,,M70,E427,420
,,M97,E428,420
,,M15,E429,480
,,M125,E430,110
,,M1,E431,310
,,M50,E432,230
,,M21,E433,230
,,M47,E434,380
,,M12,E435,210
,,M134,E436,260
,,M133,E437,110
,,M22,E438,20
,,M116,E439,50
,,M8,E440,290
,,M79,E441,420
,,M2,E442,140
,,M127,E443,470
,,M128,E444,350
,,M50,E445,390
,,M123,E446,150
,,M81,E447,330
,,M44,E448,490
,,M133,E449,200
,,M41,E450,250
,,M25,E451,340
,,M139,E452,300
,,M63,E453,100
,,M127,E454,410
,,M76,E455,70
,,M67,E456,170
,,M0,E457,230
,,M28,E458,110
,,M113,E459,330
,,M56,E460,20
,,M136,E461,140
,,M69,E462,80
,,M113,E463,380
,,M93,E464,340
,,M25,E465,200
,,M99,E466,150
,,M19,E467,80
,,M117,E468,100
,,M39,E469,270
,,M102,E470,270
,,M79,E471,310
,,M119,E472,120
,,M32,E473,130
,,M97,E474,360
,,M39,E475,420
,,M93,E476,290
,,M6,E477,360
,,M123,E478,380
,,M14,E479,390
,,M3,E480,140
,,M59,E481,440
,,M40,E482,480
,,M11,E483,160
,,M0,E484,230
,,M145,E485,170
,,M29,E486,270
,,M110,E487,30
,,M48,E488,130
,,M75,E489,30
,,M71,E490,40
,,M136,E491,100
,,M42,E492,40
,,M103,E493,250
,,M122,E494,60
,,M92,E495,390
,,M18,E496,40
,,M69,E497,180
,,M13,E498,420
,,M0,E499,130
,,M126,E500,110
,,M79,E501,260
,,M105,E502,160
,,M18,E503,20
,,M134,E504,70
,,M59,E505,70
,,M131,E506,340
,,M56,E507,490
,,M76,E508,350
,,M152,E509,140
,,M150,E510,130
,,M126,E511,470
,,M128,E512,260
,,M41,E513,430
,,M110,E514,100
,,M118,E515,460
,,M73,E516,180
,,M13,E517,380
,,M18,E518,420
,,M110,E519,340
,,M154,E520,480
,,M0,E521,90
,,M100,E522,30
,,M82,E523,40
,,M142,E524,40
,,M65,E525,140
,,M22,E526,30
,,M54,E527,200
,,M13,E528,100
,,M52,E529,160
,,M24,E530,150
,,M47,E531,420
,,M125,E532,190
,,M73,E533,370
,,M147,E534,70
,,M139,E535,360
,,M84,E536,410
,,M56,E537,100
,,M69,E538,20
,,M24,E539,480
,,M69,E540,410
,,M93,E541,190
,,M134,E542,200
,,M29,E543,340
,,M154,E544,140
,,M149,E545,240
,,M133,E546,200
,,M113,E547,140
,,M47,E548,10
,,M151,E549,420
,,M30,E550,380
,,M48,E551,20
,,M9,E552,460
,,M16,E553,250
,,M87,E554,170
,,M11,E555,190
,,M127,E556,130
,,M98,E557,100
,,M38,E558,160
,,M76,E559,250
,,M129,E560,20
,,M82,E561,230
,,M140,E562,130
,,M81,E563,280
,,M49,E564,270
,,M89,E565,220
,,M133,E566,340
,,M132,E567,300
,,M67,E568,400
,,M37,E569,490
,,M118,E570,300
,,M76,E571,130
,,M10,E572,300
,,M147,E573,400
,,M63,E574,20
,,M53,E575,50
,,M152,E576,390
,,M125,E577,150
,,M54,E578,270
,,M149,E579,400
,,M1,E580,340
,,M124,E581,400
,,M23,E582,480
,,M31,E583,460
,,M107,E584,20
,,M114,E585,170
,,M77,E586,200
,,M13,E587,150
,,M69,E588,240
,,M139,E589,200
,,M14,E590,370
,,M0,E591,270
,,M149,E592,80
,,M134,E593,40
,,M68,E594,390
,,M120,E595,250
,,M104,E596,110
,,M15,E597,440
,,M78,E598,380
,,M118,E599,140
,,M22,E600,50
,,M23,E601,40
,,M73,E602,480
,,M18,E603,290
,,M127,E604,230
,,M133,E605,440
,,M121,E606,90
,,M70,E607,130
,,M96,E608,420
,,M67,E609,390
,,M69,E610,470
,,M23,E611,230
,,M119,E612,380
,,M0,E613,420
,,M133,E614,150
,,M138,E615,330
,,M106,E616,50
,,M77,E617,460
,,M136,E618,150
,,M135,E619,210
,,M38,E620,340
,,M84,E621,270
,,M155,E622,280
,,M93,E623,30
,,M9,E624,390
,,M21,M80,200
,,M34,M4,110
,,M109,M65,60
,,M137,M31,330
,,M47,M81,130
,,M15,M8,330
,,M63,M8,220
,,M149,M99,20
,,M92,M98,150
,,M123,M152,250
,,M66,M72,430
,,M128,M21,200
,,M10,M54,250
