id,type,source,target,weight
,,M114,M115,130
,,M115,M116,70
,,M116,M117,70
,,M117,M118,500
,,M118,M119,290
,,M119,M120,460
,,M120,M121,410
,,M121,M122,260
,,M122,M123,200
,,M123,M124,460
,,M124,M125,150
,,M125,M126,140
,,M126,M127,20
,,M127,M128,300
,,M128,M129,410
,,M129,M130,50
,,M130,M131,270
,,M131,M132,90
,,M132,M133,330
,,M133,M134,490
,,M134,M135,410
,,M135,M136,80
,,M136,M137,350
,,M137,M138,250
,,M138,M139,460
,,M139,M140,280
,,M140,M141,230
,,M141,M142,290
,,M142,M143,400
,,M143,M144,270
,,M144,M145,100
,,M145,M146,290
,,M146,M147,260
,,M147,M148,310
,,M148,M149,210
,,M149,M150,230
,,M150,M151,230
,,M151,M152,140
,,M152,M153,90
,,M153,M154,40
,,M154,M155,180
,,M155,M156,180
,,M156,M157,110
,,M157,M158,100
,,M158,M159,270
,,M159,M160,380
,,M160,M161,350
,,M161,M162,230
,,M162,M163,290
,,M163,M164,390
,,M164,M165,180
,,M165,M166,500
,,M166,M167,130
,,M167,M168,390
,,M168,M169,460
,,M169,M170,340
,,M170,M171,70
,,M171,M172,200
,,M172,M173,130
,,M173,M174,320
,,M174,M175,370
,,M175,M176,180
,,M176,M177,40
,,M177,M178,480
,,M178,M179,480
,,M179,M180,450
,,M180,M181,350
,,M181,M182,450
,,M182,M183,460
,,M183,M184,100
,,M184,M185,200
,,M185,M186,160
,,M186,M187,490
,,M187,M188,30
,,M188,M189,490
,,M189,M190,400
,,M190,M191,480
,,M191,M192,40
,,M192,M193,30
,,M193,M194,70
,,M194,M195,410
,,M195,M196,410
,,M196,M197,240
,,M197,M198,160
,,M198,M199,480
,,M199,M200,70
,,M200,M201,190
,,M201,M202,140
,,M202,M203,400
,,M203,M204,250
,,M204,M205,20
,,M205,M206,10
,,M206,M207,90
,,M207,M208,450
,,M208,M209,390
,,M209,M210,100
,,M210,M211,10
,,M211,M212,360
,,M212,M213,470
,,M213,M214,170
,,M214,M215,190
,,M215,M216,240
,,M216,M217,390
,,M217,M218,50
,,M218,M219,80
,,M219,M220,200
,,M220,M221,260
,,M221,M222,40
,,M222,M223,130
,,M223,M224,60
,,M224,M225,140
,,M225,M226,490
,,M226,M227,480
,,M227,M228,20
,,M228,M229,290
,,M229,M230,240
,,M230,M231,420
,,M231,M232,460
,,M232,M233,350
,,M233,M234,390
,,M234,M235,490
,,M235,M236,90
,,M236,M237,290
,,M237,M238,70
,,M238,M239,150
,,M239,M240,140
,,M240,M241,180
,,M241,M242,250
,,M242,M243,360
,,M243,M244,170
,,M244,M245,390
,,M245,M246,230
,,M246,M247,60
,,M247,M248,320
,,M248,M249,380
,,M249,M250,260
,,M250,M251,420
,,M251,M252,330
,,M252,M253,200
,,M253,M254,270
,,M254,M255,70
,,M255,M256,190
,,M256,M257,230
,,M257,M258,160
,,M258,M259,310
,,M259,M260,450
,,M260,M261,320
,,M261,M262,120
,,M262,M263,20
,,M263,M264,450
,,M264,M265,110
,,M265,M266,60
,,M266,M267,400
,,M267,M268,470
,,M268,M269,160
,,M269,M270,450
,,M270,M271,210
,,M271,M272,470
,,M272,M273,150
,,M273,M274,500
,,M274,M275,330
,,M275,M276,360
,,M276,M277,140
,,M277,M278,350
,,M278,M279,480
,,M279,M280,70
,,M280,M281,220
,,M281,M282,410
,,M282,M283,30
,,M283,M284,260
,,M284,M285,130
,,M285,M286,30
,,M286,M287,380
,,M287,M288,280
,,M288,M289,180
,,M289,M290,330
,,M290,M291,340
,,M291,M292,190
,,M292,M293,280
,,M293,M294,220
,,M294,M295,500
,,M295,M296,310
,,M296,M297,130
,,M297,M298,180
,,M298,M299,100
,,M299,M300,50
,,M300,M301,110
,,M301,M302,150
,,M302,M303,190
,,M303,M304,20
,,M304,M305,320
,,M305,M306,150
,,M306,M307,450
,,M307,M308,160
,,M308,M309,70
,,M309,M310,380
,,M310,M311,270
,,M311,M312,160
,,M312,M313,50
,,M313,M314,410
,,M314,M315,190
,,M315,M316,180
,,M316,M317,20
,,M317,M318,420
,,M318,M319,120
,,M319,M320,480
,,M320,M321,480
,,M321,M322,250
,,M322,M323,170
,,M323,M324,100
,,M324,M325,450
,,M325,M326,490
,,M326,M327,80
,,M327,M328,130
,,M328,M329,300
,,M329,M330,270
,,M330,M331,130
,,M331,M332,360
,,M332,M333,360
,,M333,M334,410
,,M334,M335,160
,,M335,M336,40
,,M336,M337,50
,,M337,M338,410
,,M338,M339,40
,,M339,M340,10
,,M340,M341,500
,,M341,M342,320
,,M307,E343,140
,,M49,E344,170
,,M264,E345,310
,,M278,E346,240
,,M95,E347,340
,,M87,E348,50
,,M212,E349,300
,,M308,E350,410
,,M22,E351,390
,,M87,E352,270
,,M9,E353,310
,,M70,E354,190
,,M16,E355,230
,,M61,E356,440
,,M300,E357,290
,,M60,E358,60
,,M225,E359,150
,,M159,E360,200
,,M76,E361,20
,,M29,E362,250
,,M182,E363,160
,,M276,E364,490
,,M138,E365,120
,,M317,E366,150
,,M212,E367,330
,,M126,E368,270
,,M54,E369,320
,,M315,E370,310
,,M50,E371,90
,,M285,E372,380
,,M331,E373,150
,,M148,E374,330
,,M53,E375,290
,,M26,E376,110
,,M17,E377,250
,,M107,E378,100
,,M26,E379,120
,,M128,E380,30
,,M33,E381,210
,,M245,E382,370
,,M62,E383,360
,,M292,E384,240
,,M96,E385,480
,,M218,E386,30
,,M176,E387,470
,,M172,E388,140
,,M99,E389,390
,,M128,E390,320
,,M281,E391,450
,,M18,E392,490
,,M186,E393,180
,,M186,E394,190
,,M86,E395,470
,,M80,E396,90
,,M323,E397,310
,,M0,E398,390
,,M13,E399,110
,,M5,E400,50
,,M215,E401,500
,,M69,E402,320
,,M26,E403,30
,,M110,E404,130
,,M72,E405,150
,,M83,E406,250
,,M101,E407,370
,,M128,E408,370
,,M80,E409,50
,,M291,E410,470
,,M136,E411,170
,,M108,E412,80
,,M30,E413,90
,,M186,E414,280
,,M127,E415,420
,,M228,E416,180
,,M87,E417,430
,,M249,E418,240
,,M238,E419,100
,,M199,E420,270
,,M333,E421,480
,,M130,E422,240
,,M290,E423,410
,,M319,E424,490
,,M45,E425,170
,,M226,E426,450
,,M178,E427,240
,,M2,E428,460
,,M107,E429,100
,,M125,E430,470
,,M236,E431,380
,,M214,E432,400
,,M157,E433,320
,,M205,E434,250
,,M45,E435,30
,,M184,E436,190
,,M309,E437,420
,,M269,E438,290
,,M25,E439,420
,,M188,E440,140
,,M89,E441,350
,,M219,E442,500
,,M208,E443,350
,,M284,E444,440
,,M254,E445,60
,,M251,E446,480
,,M146,E447,190
,,M81,E448,370
,,M42,E449,250
,,M74,E450,240
,,M93,E451,20
,,M252,E452,360
,,M316,E453,210
,,M280,E454,480
,,M78,E455,310
,,M277,E456,340
,,M188,E457,200
,,M237,E458,310
,,M256,E459,350
,,M253,E460,470
,,M110,E461,330
,,M228,E462,260
,,M263,E463,320
,,M211,E464,490
,,M93,E465,140
,,M314,E466,350
,,M135,E467,220
,,M38,E468,360
,,M340,E469,170
,,M67,E470,140
,,M307,E471,280
,,M52,E472,170
,,M83,E473,320
,,M27,E474,480
,,M244,E475,90
,,M211,E476,370
,,M258,E477,450
,,M272,E478,70
,,M47,E479,410
,,M179,E480,400
,,M266,E481,130
,,M136,E482,20
,,M11,E483,500
,,M136,E484,170
,,M147,E485,500
,,M318,E486,430
,,M119,E487,70
,,M306,E488,460
,,M287,E489,180
,,M55,E490,330
,,M215,E491,30
,,M239,E492,370
,,M159,E493,350
,,M151,E494,20
,,M153,E495,280
,,M313,E496,230
,,M139,E497,450
,,M81,E498,460
,,M199,E499,310
,,M90,E500,420
,,M164,E501,180
,,M122,E502,70
,,M138,E503,150
,,M51,E504,80
,,M218,E505,90
,,M59,E506,20
,,M177,E507,300
,,M51,E508,100
,,M211,E509,60
,,M143,E510,480
,,M327,E511,430
,,M174,E512,70
,,M326,E513,230
,,M35,E514,210
,,M39,E515,450
,,M321,E516,250
,,M111,E517,110
,,M326,E518,270
,,M79,E519,460
,,M309,E520,200
,,M307,E521,430
,,M135,E522,440
,,M83,E523,470
,,M303,E524,120
,,M292,E525,170
,,M274,E526,80
,,M143,E527,250
,,M82,E528,470
,,M216,E529,500
,,M227,E530,360
,,M26,E531,270
,,M268,E532,200
,,M52,E533,50
,,M289,E534,80
,,M87,E535,220
,,M123,E536,170
,,M86,E537,380
,,M106,E538,190
,,M330,E539,30
,,M199,E540,250
,,M75,E541,420
,,M62,E542,360
,,M313,E543,230
,,M3,E544,160
,,M316,E545,190
,,M133,E546,480
,,M95,E547,470
,,M210,E548,270
,,M240,E549,320
,,M231,E550,280
,,M330,E551,320
,,M251,E552,10
,,M101,E553,30
,,M207,E554,80
,,M148,E555,360
,,M11,E556,230
,,M226,E557,90
,,M79,E558,460
,,M301,E559,360
,,M28,E560,180
,,M265,E561,70
,,M309,E562,150
,,M14,E563,240
,,M69,E564,460
,,M14,E565,360
,,M261,E566,380
,,M284,E567,60
,,M9,E568,450
,,M293,E569,460
,,M72,E570,310
,,M304,E571,170
,,M104,E572,390
,,M110,E573,50
,,M219,E574,290
,,M162,E575,490
,,M57,E576,130
,,M154,E577,130
,,M336,E578,80
,,M200,E579,280
,,M246,E580,370
,,M189,E581,180
,,M241,E582,380
,,M279,E583,180
,,M112,E584,180
,,M292,E585,60
,,M114,E586,110
,,M97,E587,360
,,M81,E588,90
,,M301,E589,130
,,M63,E590,30
,,M11,E591,430
,,M285,E592,470
,,M338,E593,370
,,M120,E594,100
,,M107,E595,340
,,M113,E596,60
,,M1,E597,180
,,M222,E598,490
,,M317,E599,300
,,M228,E600,340
,,M65,E601,140
,,M61,E602,480
,,M23,E603,500
,,M232,E604,150
,,M235,E605,210
,,M275,E606,440
,,M154,E607,480
,,M49,E608,30
,,M213,E609,450
,,M171,E610,240
,,M184,E611,140
,,M53,E612,150
,,M104,E613,180
,,M248,E614,490
,,M167,E615,240
,,M136,E616,150
,,M27,E617,430
,,M95,E618,90
,,M172,E619,390
,,M6,E620,50
,,M193,E621,480
,,M219,E622,400
,,M284,E623,500
,,M283,E624,80
,,M275,E625,280
,,M118,E626,70
,,M64,E627,430
,,M21,E628,50
,,M5,E629,240
,,M315,E630,460
,,M154,E631,310
,,M139,E632,230
,,M295,E633,400
,,M165,E634,360
,,M10,E635,480
,,M156,E636,170
,,M39,E637,460
,,M196,E638,240
,,M132,E639,40
,,M221,E640,430
,,M37,E641,480
,,M239,E642,270
,,M287,E643,380
,,M29,E644,290
,,M66,E645,370
,,M153,E646,180
,,M46,E647,160
,,M190,E648,220
,,M175,E649,470
,,M278,E650,290
,,M76,E651,340
,,M244,E652,460
,,M18,E653,220
,,M244,E654,10
,,M140,E655,250
,,M187,E656,180
,,M53,E657,230
,,M180,E658,270
,,M86,E659,360
,,M93,E660,360
,,M43,E661,380
,,M178,E662,470
,,M84,E663,250
,,M255,E664,500
,,M243,E665,320
,,M53,E666,250
,,M200,E667,400
,,M231,E668,450
,,M102,E669,40
,,M232,E670,360
,,M191,E671,250
,,M327,E672,270
,,M202,E673,280
,,M296,E674,400
,,M24,E675,180
,,M317,E676,250
,,M80,E677,390
,,M40,E678,500
,,M92,E679,220
,,M128,E680,80
,,M161,E681,190
,,M185,E682,270
,,M63,E683,170
,,M158,E684,170
,,M313,E685,20
,,M168,E686,380
,,M243,E687,330
,,M201,E688,50
,,M45,E689,90
,,M14,E690,460
,,M140,E691,200
,,M21,E692,400
,,M173,E693,360
,,M189,E694,150
,,M336,E695,290
,,M196,E696,290
,,M181,E697,330
,,M127,E698,110
,,M336,E699,240
,,M123,E700,400
,,M134,E701,410
,,M258,E702,110
,,M321,E703,320
,,M67,E704,270
,,M281,E705,190
,,M1,E706,230
,,M205,E707,340
,,M85,E708,90
,,M221,E709,100
,,M93,E710,100
,,M80,E711,120
,,M151,E712,290
,,M96,E713,20
,,M186,E714,20
,,M275,E715,410
,,M91,E716,240
,,M248,E717,390
,,M154,E718,10
,,M18,E719,390
,,M320,E720,400
,,M176,E721,450
,,M151,E722,60
,,M293,E723,250
,,M342,E724,290
,,M257,E725,60
,,M308,E726,210
,,M308,E727,70
,,M231,E728,70
,,M25,E729,460
,,M210,E730,240
,,M221,E731,140
,,M41,E732,80
,,M172,E733,110
,,M38,E734,200
,,M58,E735,100
,,M267,E736,250
,,M157,E737,310
,,M130,E738,110
,,M281,E739,50
,,M256,E740,450
,,M171,E741,450
,,M314,E742,250
,,M215,E743,300
,,M341,E744,460
,,M311,E745,330
,,M221,E746,320
,,M235,E747,400
,,M113,E748,490
,,M284,E749,140
,,M158,E750,40
,,M131,E751,450
,,M96,E752,430
,,M15,E753,160
,,M170,E754,300
,,M76,E755,10
,,M249,E756,180
,,M85,E757,470
,,M10,E758,220
,,M275,E759,400
,,M195,E760,60
,,M139,E761,290
,,M136,E762,410
,,M54,E763,120
,,M294,E764,310
,,M156,E765,480
,,M321,E766,210
,,M330,E767,280
,,M154,E768,270
,,M240,E769,150
,,M298,E770,50
,,M88,E771,190
,,M16,E772,200
,,M289,E773,370
,,M125,E774,230
,,M101,E775,310
,,M321,E776,490
,,M28,E777,140
,,M239,E778,180
,,M74,E779,190
,,M109,E780,240
,,M249,E781,120
,,M42,E782,320
,,M74,E783,490
,,M27,E784,230
,,M213,E785,490
,,M67,E786,160
,,M133,E787,340
,,M286,E788,380
,,M226,E789,470
,,M208,E790,120
,,M79,E791,80
,,M261,E792,80
,,M278,E793,480
,,M139,E794,190
,,M272,E795,410
,,M218,E796,380
,,M336,E797,410
,,M159,E798,210
,,M278,E799,60
,,M115,E800,40
,,M9,E801,100
,,M142,E802,50
,,M314,E803,50
,,M187,E804,260
,,M294,E805,160
,,M160,E806,120
,,M277,E807,340
,,M157,E808,230
,,M283,E809,170
,,M168,E810,30
,,M297,E811,150
,,M231,E812,400
,,M296,E813,350
,,M223,E814,80
,,M18,E815,80
,,M29,E816,200
,,M80,E817,190
,,M317,E818,460
,,M53,E819,280
,,M80,E820,130
,,M78,E821,80
,,M196,E822,220
,,M340,E823,270
,,M7,E824,170
,,M312,E825,420
,,M156,E826,460
,,M150,E827,490
,,M158,E828,410
,,M292,E829,470
,,M131,E830,420
,,M302,E831,40
,,M41,E832,170
,,M6,E833,260
,,M143,E834,80
,,M151,E835,60
,,M282,E836,500
,,M178,E837,440
,,M62,E838,150
,,M127,E839,460
,,M141,E840,440
,,M114,E841,50
,,M166,E842,220
,,M287,E843,140
,,M325,E844,10
,,M115,E845,500
,,M191,E846,120
,,M81,E847,50
,,M280,E848,230
,,M171,E849,310
,,M340,E850,490
,,M29,E851,60
,,M20,E852,10
,,M70,E853,400
,,M130,E854,30
,,M277,E855,280
,,M8,E856,270
,,M264,E857,440
,,M326,E858,360
,,M146,E859,380
,,M164,E860,60
,,M213,E861,270
,,M180,E862,430
,,M290,E863,400
,,M67,E864,460
,,M271,E865,260
,,M36,E866,30
,,M281,E867,470
,,M103,E868,80
,,M271,E869,140
,,M285,E870,300
,,M97,E871,350
,,M39,E872,310
,,M264,E873,110
,,M295,E874,480
,,M167,E875,330
,,M17,E876,280
,,M92,E877,90
,,M122,E878,460
,,M113,E879,180
,,M151,E880,90
,,M43,E881,190
,,M177,E882,200
,,M25,E883,260
,,M294,E884,190
,,M264,E885,90
,,M214,E886,230
,,M79,E887,190
,,M25,E888,160
,,M270,E889,210
,,M65,E890,460
,,M305,E891,60
,,M253,E892,330
,,M193,E893,100
,,M56,E894,400
,,M326,E895,290
,,M148,E896,440
,,M266,E897,60
,,M264,E898,380
,,M119,E899,490
,,M133,E900,250
,,M55,E901,380
,,M23,E902,290
,,M93,E903,300
,,M339,E904,500
,,M188,E905,440
,,M33,E906,350
,,M50,E907,410
,,M66,E908,300
,,M135,E909,240
,,M184,E910,210
,,M122,E911,180
,,M63,E912,60
,,M102,E913,240
,,M166,E914,100
,,M216,E915,370
,,M31,E916,20
,,M225,E917,50
,,M73,E918,430
,,M9,E919,400
,,M177,E920,200
,,M278,E921,380
,,M219,E922,400
,,M236,E923,360
,,M127,E924,420
,,M133,E925,30
,,M186,E926,330
,,M149,E927,310
,,M41,E928,210
,,M225,E929,460
,,M333,E930,290
,,M80,E931,80
,,M270,E932,470
,,M201,E933,120
,,M117,E934,240
,,M98,E935,320
,,M203,E936,190
,,M159,E937,340
,,M26,E938,60
,,M319,E939,230
,,M306,E940,60
,,M151,E941,500
,,M50,E942,460
,,M227,E943,350
,,M62,E944,180
,,M161,E945,40
,,M150,E946,350
,,M278,E947,490
,,M281,E948,220
,,M209,E949,340
,,M138,E950,60
,,M82,E951,330
,,M148,E952,210
,,M20,E953,180
,,M218,E954,230
,,M10,E955,210
,,M189,E956,320
,,M151,E957,120
,,M293,E958,30
,,M139,E959,340
,,M259,E960,380
,,M58,E961,270
,,M49,E962,210
,,M101,E963,390
,,M14,E964,340
,,M269,E965,160
,,M152,E966,240
,,M154,E967,80
,,M295,E968,350
,,M102,E969,50
,,M148,E970,400
,,M219,E971,100
,,M230,E972,230
,,M53,E973,320
,,M199,E974,70
,,M304,E975,480
,,M99,E976,220
,,M0,E977,310
,,M98,E978,340
,,M37,E979,250
,,M334,E980,250
,,M47,E981,260
,,M305,E982,180
,,M111,E983,150
,,M19,E984,410
,,M31,E985,440
,,M83,E986,210
,,M76,E987,160
,,M7,E988,390
,,M116,E989,200
,,M98,E990,60
,,M300,E991,120
,,M43,E992,270
,,M141,E993,390
,,M169,E994,470
,,M117,E995,240
,,M167,E996,20
,,M141,E997,150
,,M234,E998,490
,,M64,E999,100
,,M78,E1000,450
,,M242,E1001,170
,,M236,E1002,120
,,M279,E1003,290
,,M144,E1004,20
,,M0,E1005,90
,,M183,E1006,320
,,M323,E1007,50
,,M241,E1008,140
,,M84,E1009,130
,,M267,E1010,190
,,M270,E1011,90
,,M37,E1012,360
,,M302,E1013,60
,,M335,E1014,410
,,M138,E1015,340
,,M163,E1016,170
,,M202,E1017,320
,,M264,E1018,470
,,M181,E1019,370
,,M122,E1020,500
,,M104,E1021,420
,,M286,E1022,50
,,M29,E1023,240
,,M297,E1024,10
,,M64,E1025,150
,,M67,E1026,290
,,M293,E1027,30
,,M277,E1028,430
,,M121,E1029,220
,,M212,E1030,490
,,M146,E1031,140
,,M143,E1032,240
,,M96,E1033,430
,,M309,E1034,440
,,M219,E1035,410
,,M179,E1036,330
,,M160,E1037,160
,,M122,E1038,380
,,M59,E1039,100
,,M292,E1040,60
,,M293,E1041,270
,,M306,E1042,30
,,M292,E1043,390
,,M12,E1044,410
,,M81,E1045,450
,,M35,E1046,100
,,M297,E1047,40
,,M249,E1048,30
,,M93,E1049,230
,,M127,E1050,150
,,M224,E1051,280
,,M263,E1052,230
,,M246,E1053,340
,,M308,E1054,240
,,M242,E1055,180
,,M175,E1056,320
,,M256,E1057,480
,,M159,E1058,350
,,M223,E1059,160
,,M127,E1060,130
,,M337,E1061,50
,,M338,E1062,400
,,M193,E1063,470
,,M100,E1064,240
,,M134,E1065,220
,,M43,E1066,10
,,M142,E1067,400
,,M166,E1068,320
,,M42,E1069,400
,,M277,E1070,330
,,M294,E1071,40
,,M109,E1072,440
,,M136,E1073,70
,,M287,E1074,220
,,M238,E1075,260
,,M277,E1076,440
,,M45,E1077,70
,,M34,E1078,370
,,M204,E1079,270
,,M202,E1080,480
,,M65,E1081,320
,,M120,E1082,170
,,M75,E1083,470
,,M167,E1084,30
,,M38,E1085,160
,,M74,E1086,390
,,M240,E1087,290
,,M226,E1088,60
,,M159,E1089,470
,,M7,E1090,180
,,M140,E1091,180
,,M217,E1092,110
,,M302,E1093,100
,,M226,E1094,120
,,M103,E1095,260
,,M310,E1096,60
,,M275,E1097,180
,,M209,E1098,130
,,M8,E1099,280
,,M2,E1100,310
,,M341,E1101,40
,,M25,E1102,130
,,M66,E1103,320
,,M229,E1104,420
,,M245,E1105,460
,,M226,E1106,410
,,M128,E1107,380
,,M162,E1108,180
,,M3,E1109,30
,,M21,E1110,160
,,M293,E1111,240
,,M261,E1112,350
,,M181,E1113,150
,,M286,E1114,240
,,M73,E1115,80
,,M211,E1116,390
,,M306,E1117,60
,,M130,E1118,460
,,M42,E1119,240
,,M336,E1120,350
,,M157,E1121,240
,,M197,E1122,150
,,M195,E1123,340
,,M83,E1124,300
,,M162,E1125,220
,,M261,E1126,70
,,M37,E1127,120
,,M234,E1128,390
,,M245,E1129,460
,,M268,E1130,370
,,M160,E1131,110
,,M342,E1132,10
,,M78,E1133,350
,,M47,E1134,330
,,M152,E1135,450
,,M87,E1136,290
,,M14,E1137,290
,,M249,E1138,210
,,M130,E1139,420
,,M282,E1140,380
,,M152,E1141,110
,,M279,E1142,280
,,M4,E1143,250
,,M142,E1144,440
,,M77,E1145,90
,,M222,E1146,350
,,M315,E1147,140
,,M149,E1148,60
,,M162,E1149,50
,,M150,E1150,240
,,M134,E1151,380
,,M154,E1152,440
,,M241,E1153,420
,,M121,E1154,500
,,M171,E1155,480
,,M58,E1156,290
,,M148,E1157,300
,,M50,E1158,210
,,M164,E1159,220
,,M50,E1160,200
,,M159,E1161,20
,,M31,E1162,20
,,M173,E1163,390
,,M9,E1164,410
,,M136,E1165,450
,,M127,E1166,180
,,M164,E1167,280
,,M213,E1168,280
,,M246,E1169,10
,,M298,E1170,250
,,M13,E1171,500
,,M70,E1172,280
,,M20,E1173,350
,,M225,E1174,130
,,M150,E1175,40
,,M231,E1176,10
,,M242,E1177,460
,,M72,E1178,10
,,M2,E1179,310
,,M68,E1180,170
,,M97,E1181,270
,,M279,E1182,300
,,M164,E1183,230
,,M185,E1184,450
,,M189,E1185,20
,,M105,E1186,150
,,M205,E1187,310
,,M306,E1188,380
,,M234,E1189,20
,,M9,E1190,40
,,M110,E1191,450
,,M55,E1192,210
,,M44,E1193,150
,,M169,E1194,100
,,M0,E1195,420
,,M219,E1196,310
,,M25,E1197,240
,,M261,E1198,30
,,M332,E1199,10
,,M243,E1200,440
,,M121,E1201,30
,,M134,E1202,210
,,M74,E1203,360
,,M147,E1204,50
,,M93,E1205,120
,,M104,E1206,380
,,M156,E1207,290
,,M127,E1208,20
,,M21,E1209,250
,,M179,E1210,210
,,M258,E1211,40
,,M69,E1212,100
,,M296,E1213,90
,,M289,E1214,20
,,M331,E1215,20
,,M160,E1216,470
,,M15,E1217,260
,,M109,E1218,390
,,M329,E1219,130
,,M26,E1220,70
,,M265,E1221,260
,,M209,E1222,200
,,M26,E1223,310
,,M250,E1224,190
,,M282,E1225,340
,,M54,E1226,20
,,M91,E1227,310
,,M193,E1228,270
,,M306,E1229,480
,,M28,E1230,350
,,M327,E1231,210
,,M215,E1232,180
,,M15,E1233,340
,,M334,E1234,230
,,M119,E1235,400
,,M172,E1236,340
,,M16,E1237,310
,,M25,E1238,150
,,M214,E1239,330
,,M279,E1240,380
,,M189,E1241,200
,,M48,E1242,160
,,M314,E1243,70
,,M257,E1244,190
,,M145,E1245,300
,,M151,E1246,250
,,M103,E1247,260
,,M319,E1248,110
,,M302,E1249,340
,,M292,E1250,390
,,M73,E1251,380
,,M328,E1252,450
,,M97,E1253,170
,,M76,E1254,180
,,M42,E1255,390
,,M175,E1256,320
,,M237,E1257,150
,,M98,E1258,230
,,M149,E1259,260
,,M66,E1260,360
,,M114,E1261,270
,,M182,E1262,390
,,M76,E1263,170
,,M2,E1264,220
,,M250,E1265,40
,,M185,E1266,390
,,M158,E1267,150
,,M196,E1268,240
,,M169,E1269,490
,,M205,E1270,30
,,M109,E1271,190
,,M329,E1272,280
,,M66,E1273,370
,,M249,E1274,360
,,M328,E1275,400
,,M104,E1276,40
,,M215,E1277,70
,,M308,E1278,50
,,M209,E1279,470
,,M199,E1280,200
,,M211,E1281,440
,,M167,E1282,130
,,M252,E1283,480
,,M160,E1284,190
,,M38,E1285,10
,,M255,E1286,260
,,M68,E1287,280
,,M251,E1288,90
,,M30,E1289,330
,,M230,E1290,290
,,M341,E1291,170
,,M165,E1292,480
,,M160,E1293,10
,,M181,E1294,270
,,M98,E1295,330
,,M308,E1296,450
,,M198,E1297,260
,,M254,E1298,310
,,M295,E1299,310
,,M231,E1300,400
,,M274,E1301,220
,,M65,E1302,490
,,M193,E1303,160
,,M259,E1304,380
,,M101,E1305,160
,,M188,E1306,60
,,M40,E1307,340
,,M340,E1308,490
,,M47,E1309,300
,,M64,E1310,330
,,M209,E1311,450
,,M78,E1312,220
,,M154,E1313,30
,,M337,E1314,320
,,M247,E1315,430
,,M89,E1316,260
,,M318,E1317,80
,,M25,E1318,100
,,M326,E1319,260
,,M185,E1320,480
,,M187,E1321,480
,,M52,E1322,230
,,M209,E1323,230
,,M289,E1324,340
,,M57,E1325,120
,,M223,E1326,100
,,M168,E1327,380
,,M42,E1328,430
,,M104,E1329,380
,,M17,E1330,200
,,M216,E1331,500
,,M56,E1332,310
,,M239,E1333,400
,,M149,E1334,490
,,M13,E1335,400
,,M172,E1336,490
,,M174,E1337,10
,,M334,E1338,240
,,M175,E1339,490
,,M290,E1340,370
,,M43,E1341,290
,,M240,E1342,120
,,M183,E1343,100
,,M5,E1344,180
,,M297,E1345,140
,,M102,E1346,200
,,M224,E1347,190
,,M294,E1348,200
,,M109,E1349,220
,,M340,E1350,120
,,M288,E1351,450
,,M81,E1352,380
,,M332,E1353,420
,,M242,E1354,50
,,M163,E1355,60
,,M96,E1356,70
,,M91,E1357,240
,,M129,E1358,320
,,M18,E1359,30
,,M61,E1360,190
,,M328,E1361,400
