id,type,source,target,weight
,,M141,E271,440
,,M2,E272,50
,,M167,E273,190
,,M81,E274,270
,,M134,E275,400
,,M70,E276,350
,,M3,E277,20
,,M156,E278,400
,,M183,E279,230
,,M210,E280,200
,,M5,E281,410
,,M201,E282,160
,,M137,E283,420
,,M93,E284,260
,,M213,E285,100
,,M45,E286,170
,,M0,E287,130
,,M173,E288,110
,,M49,E289,230
,,M14,E290,120
,,M187,E291,490
,,M124,E292,330
,,M88,E293,340
,,M97,E294,160
,,M214,E295,490
,,M176,E296,220
,,M132,E297,250
,,M64,E298,100
,,M89,E299,20
,,M84,E300,110
,,M168,E301,400
,,M198,E302,270
,,M209,E303,80
,,M188,E304,400
,,M114,E305,170
,,M177,E306,200
,,M77,E307,110
,,M144,E308,350
,,M156,E309,350
,,M139,E310,370
,,M28,E311,430
,,M134,E312,170
,,M172,E313,30
,,M92,E314,400
,,M64,E315,290
,,M89,E316,100
,,M128,E317,100
,,M95,E318,360
,,M140,E319,100
,,M175,E320,160
,,M146,E321,460
,,M53,E322,450
,,M55,E323,190
,,M195,E324,330
,,M121,E325,160
,,M174,E326,470
,,M154,E327,60
,,M47,E328,220
,,M174,E329,120
,,M27,E330,100
,,M71,E331,370
,,M115,E332,470
,,M5,E333,420
,,M140,E334,170
,,M141,E335,20
,,M5,E336,80
,,M195,E337,150
,,M169,E338,360
,,M2,E339,130
,,M193,E340,260
,,M27,E341,90
,,M126,E342,210
,,M104,E343,390
,,M164,E344,430
,,M202,E345,500
,,M132,E346,440
,,M215,E347,120
,,M66,E348,270
,,M69,E349,40
,,M117,E350,20
,,M91,E351,500
,,M137,E352,340
,,M102,E353,30
,,M94,E354,40
,,M148,E355,80
,,M211,E356,300
,,M83,E357,450
,,M112,E358,290
,,M115,E359,70
,,M11,E360,490
,,M150,E361,330
,,M149,E362,310
,,M149,E363,320
,,M214,E364,30
,,M208,E365,60
,,M207,E366,200
,,M73,E367,170
,,M111,E368,140
,,M142,E369,30
,,M168,E370,430
,,M115,E371,180
,,M165,E372,480
,,M215,E373,500
,,M177,E374,400
,,M26,E375,30
,,M125,E376,500
,,M196,E377,240
,,M69,E378,120
,,M33,E379,150
,,M150,E380,180
,,M112,E381,300
,,M43,E382,50
,,M125,E383,240
,,M185,E384,90
,,M133,E385,20
,,M14,E386,270
,,M70,E387,420
,,M34,E388,430
,,M119,E389,210
,,M51,E390,390
,,M117,E391,80
,,M207,E392,230
,,M75,E393,90
,,M73,E394,500
,,M132,E395,50
,,M25,E396,160
,,M203,E397,30
,,M181,E398,390
,,M148,E399,190
,,M7,E400,320
,,M188,E401,480
,,M175,E402,80
,,M42,E403,170
,,M192,E404,470
,,M59,E405,500
,,M122,E406,470
,,M185,E407,70
,,M9,E408,430
,,M110,E409,180
,,M84,E410,30
,,M145,E411,480
,,M157,E412,380
,,M6,E413,240
,,M110,E414,40
,,M198,E415,70
,,M85,E416,120
,,M78,E417,120
,,M142,E418,490
,,M112,E419,50
,,M61,E420,420
,,M51,E421,490
,,M50,E422,250
,,M74,E423,310
,,M113,E424,240
,,M62,E425,390
,,M132,E426,500
,,M192,E427,150
,,M152,E428,420
,,M164,E429,280
,,M175,E430,150
,,M88,E431,50
,,M103,E432,350
,,M20,E433,240
,,M98,E434,490
,,M59,E435,240
,,M2,E436,160
,,M140,E437,120
,,M92,E438,50
,,M14,E439,100
,,M137,E440,130
,,M114,E441,400
,,M185,E442,60
,,M87,E443,30
,,M140,E444,370
,,M123,E445,450
,,M97,E446,410
,,M25,E447,330
,,M74,E448,40
,,M79,E449,50
,,M135,E450,370
,,M210,E451,280
,,M194,E452,330
,,M36,E453,100
,,M72,E454,30
,,M100,E455,270
,,M157,E456,280
,,M182,E457,190
,,M166,E458,250
,,M1,E459,270
,,M171,E460,40
,,M152,E461,350
,,M4,E462,350
,,M142,E463,490
,,M200,E464,420
,,M193,E465,170
,,M29,E466,430
,,M78,E467,140
,,M122,E468,240
,,M64,E469,450
,,M182,E470,500
,,M210,E471,50
,,M7,E472,400
,,M40,E473,360
,,M108,E474,480
,,M52,E475,210
,,M153,E476,220
,,M134,E477,340
,,M214,E478,50
,,M204,E479,440
,,M212,E480,240
,,M25,E481,300
,,M172,E482,340
,,M119,E483,140
,,M138,E484,230
,,M4,E485,390
,,M175,E486,100
,,M105,E487,400
,,M152,E488,110
,,M44,E489,430
,,M74,E490,220
,,M68,E491,110
,,M203,E492,440
,,M101,E493,410
,,M102,E494,230
,,M193,E495,170
,,M53,E496,370
,,M75,E497,210
,,M48,E498,220
,,M134,E499,280
,,M199,E500,360
,,M131,E501,180
,,M94,E502,430
,,M61,E503,490
,,M105,E504,130
,,M30,E505,460
,,M117,E506,400
,,M178,E507,490
,,M103,E508,490
,,M27,E509,400
,,M82,E510,250
,,M142,E511,470
,,M216,E512,290
,,M115,E513,90
,,M165,E514,250
,,M138,E515,440
,,M195,E516,120
,,M170,E517,140
,,M81,E518,460
,,M54,E519,60
,,M50,E520,310
,,M61,E521,390
,,M202,E522,150
,,M19,E523,490
,,M51,E524,40
,,M148,E525,480
,,M43,E526,390
,,M22,E527,500
,,M116,E528,400
,,M75,E529,460
,,M181,E530,210
,,M41,E531,150
,,M5,E532,210
,,M182,E533,340
,,M82,E534,190
,,M25,E535,480
,,M121,E536,450
,,M63,E537,130
,,M69,E538,350
,,M114,E539,290
,,M83,E540,330
,,M63,E541,170
,,M197,E542,320
,,M146,E543,280
,,M10,E544,10
,,M167,E545,20
,,M80,E546,50
,,M35,E547,450
,,M205,E548,350
,,M150,E549,310
,,M35,E550,220
,,M27,E551,420
,,M209,E552,230
,,M199,E553,230
,,M127,E554,270
,,M114,E555,430
,,M186,E556,230
,,M28,E557,260
,,M62,E558,170
,,M148,E559,270
,,M204,E560,330
,,M68,E561,210
,,M13,E562,400
,,M49,E563,270
,,M8,E564,80
,,M57,E565,130
,,M1,E566,450
,,M90,E567,90
,,M74,E568,160
,,M66,E569,290
,,M132,E570,20
,,M94,E571,490
,,M16,E572,190
,,M175,E573,200
,,M177,E574,220
,,M89,E575,360
,,M104,E576,180
,,M25,E577,80
,,M125,E578,270
,,M194,E579,20
,,M67,E580,140
,,M7,E581,30
,,M23,E582,180
,,M23,E583,310
,,M120,E584,300
,,M111,E585,370
,,M181,E586,400
,,M148,E587,290
,,M195,E588,460
,,M173,E589,440
,,M169,E590,480
,,M39,E591,440
,,M126,E592,120
,,M127,E593,150
,,M5,E594,490
,,M12,E595,320
,,M119,E596,10
,,M217,E597,360
,,M127,E598,370
,,M208,E599,360
,,M159,E600,150
,,M67,E601,480
,,M5,E602,130
,,M18,E603,200
,,M161,E604,140
,,M115,E605,430
,,M212,E606,360
,,M210,E607,150
,,M174,E608,350
,,M135,E609,100
,,M176,E610,330
,,M98,E611,270
,,M58,E612,110
,,M185,E613,360
,,M103,E614,290
,,M163,E615,70
,,M142,E616,300
,,M119,E617,270
,,M64,E618,170
,,M177,E619,280
,,M68,E620,40
,,M108,E621,260
,,M106,E622,490
,,M0,E623,190
,,M94,E624,170
,,M166,E625,450
,,M116,E626,360
,,M69,E627,340
,,M2,E628,360
,,M93,E629,490
,,M20,E630,240
,,M78,E631,10
,,M30,E632,160
,,M133,E633,360
,,M27,E634,390
,,M89,E635,240
,,M157,E636,280
,,M171,E637,240
,,M52,E638,500
,,M182,E639,400
,,M154,E640,500
,,M29,E641,130
,,M119,E642,10
,,M81,E643,490
,,M92,E644,90
,,M6,E645,40
,,M214,E646,370
,,M102,E647,460
,,M12,E648,180
,,M153,E649,450
,,M106,E650,350
,,M121,E651,310
,,M180,E652,90
,,M138,E653,500
,,M68,E654,340
,,M20,E655,280
,,M43,E656,490
,,M62,E657,140
,,M86,E658,490
,,M93,E659,40
,,M28,E660,280
,,M109,E661,10
,,M50,E662,350
,,M137,E663,460
,,M192,E664,50
,,M184,E665,20
,,M154,E666,390
,,M86,E667,330
,,M122,E668,400
,,M26,E669,180
,,M65,E670,380
,,M66,E671,230
,,M138,E672,100
,,M192,E673,410
,,M208,E674,230
,,M66,E675,240
,,M8,E676,470
,,M171,E677,310
,,M137,E678,400
,,M34,E679,470
,,M33,E680,280
,,M70,E681,180
,,M188,E682,260
,,M60,E683,90
,,M204,E684,130
,,M44,E685,390
,,M17,E686,230
,,M107,E687,190
,,M33,E688,500
,,M140,E689,190
,,M28,E690,480
,,M73,E691,500
,,M28,E692,330
,,M90,E693,40
,,M128,E694,130
,,M216,E695,220
,,M47,E696,400
,,M100,E697,310
,,M187,E698,170
,,M46,E699,110
,,M189,E700,430
,,M97,E701,400
,,M35,E702,490
,,M33,E703,270
,,M181,E704,370
,,M180,E705,120
,,M207,E706,170
,,M27,E707,160
,,M178,E708,60
,,M187,E709,460
,,M159,E710,390
,,M94,E711,310
,,M136,E712,280
,,M201,E713,420
,,M2,E714,40
,,M88,E715,500
,,M9,E716,420
,,M147,E717,190
,,M191,E718,390
,,M92,E719,100
,,M187,E720,360
,,M43,E721,230
,,M95,E722,470
,,M39,E723,470
,,M32,E724,230
,,M85,E725,450
,,M6,E726,210
,,M17,E727,350
,,M173,E728,320
,,M71,E729,150
,,M185,E730,150
,,M177,E731,330
,,M93,E732,230
,,M124,E733,50
,,M128,E734,330
,,M147,E735,240
,,M161,E736,170
,,M45,E737,370
,,M215,E738,170
,,M158,E739,130
,,M190,E740,310
,,M209,E741,110
,,M184,E742,180
,,M102,E743,160
,,M84,E744,480
,,M205,E745,130
,,M1,E746,360
,,M210,E747,440
,,M153,E748,430
,,M6,E749,220
,,M198,E750,470
,,M118,E751,300
,,M101,E752,140
,,M15,E753,180
,,M216,E754,430
,,M127,E755,210
,,M30,E756,230
,,M173,E757,120
,,M135,E758,370
,,M184,E759,80
,,M155,E760,90
,,M97,E761,140
,,M168,E762,230
,,M4,E763,500
,,M49,E764,450
,,M125,E765,200
,,M165,E766,270
,,M69,E767,390
,,M99,E768,170
,,M158,E769,310
,,M182,E770,350
,,M186,E771,300
,,M105,E772,420
,,M134,E773,230
,,M118,E774,470
,,M75,E775,410
,,M178,E776,350
,,M53,E777,70
,,M103,E778,390
,,M1,E779,400
,,M156,E780,160
,,M183,E781,320
,,M119,E782,20
,,M121,E783,180
,,M111,E784,300
,,M83,E785,190
,,M86,E786,210
,,M215,E787,120
,,M117,E788,500
,,M135,E789,260
,,M82,E790,120
,,M40,E791,20
,,M212,E792,130
,,M59,E793,80
,,M41,E794,230
,,M22,E795,350
,,M84,E796,370
,,M204,E797,190
,,M157,E798,370
,,M49,E799,370
,,M201,E800,500
,,M94,E801,490
,,M60,E802,210
,,M146,E803,390
,,M144,E804,230
,,M199,E805,160
,,M85,E806,330
,,M112,E807,240
,,M100,E808,470
,,M19,E809,100
,,M165,E810,260
,,M155,E811,220
,,M144,E812,250
,,M51,E813,70
,,M116,E814,410
,,M34,E815,90
,,M22,E816,280
,,M124,E817,350
,,M178,E818,10
,,M78,E819,260
,,M95,E820,430
,,M6,E821,390
,,M57,E822,120
,,M77,E823,180
,,M14,E824,170
,,M110,E825,290
,,M153,E826,190
,,M181,E827,490
,,M21,E828,30
,,M62,E829,290
,,M42,E830,320
,,M132,E831,260
,,M37,E832,380
,,M14,E833,20
,,M204,E834,450
,,M157,E835,350
,,M188,E836,250
,,M179,E837,70
,,M121,E838,110
,,M78,E839,270
,,M216,E840,350
,,M118,E841,460
,,M26,E842,360
,,M175,E843,200
,,M146,E844,490
,,M174,E845,400
,,M112,E846,140
,,M39,E847,10
,,M75,E848,350
,,M77,E849,470
,,M195,E850,300
,,M46,E851,360
,,M79,E852,50
,,M157,E853,10
,,M157,E854,220
,,M108,E855,430
,,M90,E856,110
,,M52,E857,80
,,M147,E858,10
,,M78,E859,40
,,M103,E860,340
,,M1,E861,300
,,M189,E862,430
,,M139,E863,10
,,M105,E864,10
,,M158,E865,260
,,M156,E866,390
,,M209,E867,490
,,M122,E868,120
,,M131,E869,470
,,M176,E870,100
,,M45,E871,180
,,M12,E872,400
,,M104,E873,20
,,M27,E874,300
,,M133,M76,250
,,M106,M186,250
,,M130,M23,110
,,M213,M61,430
,,M136,M88,250
,,M184,M31,230
,,M108,M199,210
,,M147,M82,40
,,M14,M146,300
,,M211,M64,290
,,M197,M68,260
,,M103,M148,190
,,M102,M201,450
,,M159,M50,340
,,M202,M38,320
,,M112,M183,250
,,M201,M79,50
,,M198,M77,500
