id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,E387,,E628,,,,0.006,
,,,E319,,E741,,,,0.001,
,,,E215,,E268,,,,0.008,
,,,E409,,E669,,,,0.007,
,,,E294,,E459,,,,0.001,
,,,E318,,E397,,,,0.002,
,,,E273,,E525,,,,0.005,
,,,E536,,E680,,,,0.001,
,,,E440,,E516,,,,0.009,
,,,E240,,E260,,,,0.009,
,,,E315,,E404,,,,0.004,
,,,E275,,E481,,,,0.001,
,,,E575,,E660,,,,0.006,
,,,E292,,E538,,,,0.009,
,,,E246,,E482,,,,0.002,
,,,E468,,E723,,,,0.005,
,,,E421,,E695,,,,0.005,
,,,E444,,E564,,,,0.004,
,,,E475,,E672,,,,0.009,
,,,E244,,E410,,,,0.001,
,,,E447,,E581,,,,0.001,
,,,E403,,E622,,,,0.002,
,,,E498,,E556,,,,0.003,
,,,E400,,E630,,,,0.002,
,,,E428,,E743,,,,0.006,
,,,E318,,E368,,,,0.009,
,,,E416,,E721,,,,0.001,
,,,E524,,E697,,,,0.003,
,,,E193,,E704,,,,0.004,
,,,E601,,E605,,,,0.005,
,,,E403,,E442,,,,0.001,
,,,E196,,E335,,,,0.005,
,,,E196,,E284,,,,0.001,
,,,E435,,E603,,,,0.008,
,,,E341,,E475,,,,0.009,
,,,E566,,E710,,,,0.009,
,,,E537,,E670,,,,0.001,
,,,E417,,E745,,,,0.008,
,,,E425,,E615,,,,0.008,
,,,E265,,E742,,,,0.003,
,,,E235,,E269,,,,0.005,
,,,E496,,E601,,,,0.002,
,,,E199,,E692,,,,0.007,
,,,E288,,E422,,,,0.009,
,,,E231,,E678,,,,0.009,
,,,E372,,E601,,,,0.006,
,,,E270,,E385,,,,0.007,
,,,E400,,E452,,,,0.002,
,,,E492,,E711,,,,0.004,
,,,E216,,E376,,,,0.004,
,,,E283,,E748,,,,0.008,
,,,E308,,E745,,,,0.003,
,,,E307,,E602,,,,0.005,
,,,E284,,E332,,,,0.001,
,,,E657,,E702,,,,0.003,
,,,E379,,E528,,,,0.006,
,,,E248,,E318,,,,0.006,
,,,E274,,E610,,,,0.007,
,,,E426,,E526,,,,0.007,
,,,E507,,E601,,,,0.007,
,,,E253,,E455,,,,0.003,
,,,E350,,E379,,,,0.007,
,,,E499,,E540,,,,0.008,
,,,E665,,E721,,,,0.003,
,,,E342,,E706,,,,0.004,
,,,E279,,E692,,,,0.001,
,,,E427,,E691,,,,0.008,
,,,E267,,E314,,,,0.005,
,,,E247,,E447,,,,0.008,
,,,E346,,E743,,,,0.007,
,,,E417,,E720,,,,0.003,
,,,E377,,E701,,,,0.008,
,,,E494,,E520,,,,0.001,
,,,E434,,E435,,,,0.006,
,,,E342,,E667,,,,0.001,
,,,E617,,E647,,,,0.002,
,,,E219,,E280,,,,0.004,
,,,E200,,E306,,,,0.002,
,,,E209,,E428,,,,0.006,
,,,E711,,E735,,,,0.006,
,,,E191,,E444,,,,0.006,
,,,E488,,E510,,,,0.005,
,,,E386,,E617,,,,0.003,
,,,E259,,E354,,,,0.007,
,,,E305,,E407,,,,0.009,
,,,E299,,E571,,,,0.003,
,,,E274,,E369,,,,0.002,
,,,E588,,E742,,,,0.002,
,,,E516,,E580,,,,0.003,
,,,E354,,E368,,,,0.006,
,,,E264,,E379,,,,0.009,
,,,E341,,E695,,,,0.001,
,,,E228,,E332,,,,0.006,
,,,E351,,E465,,,,0.004,
,,,E361,,E520,,,,0.007,
,,,E377,,E630,,,,0.008,
,,,E653,,E707,,,,0.003,
,,,E581,,E633,,,,0.003,
,,,E205,,E538,,,,0.007,
,,,E359,,E650,,,,0.001,
,,,E649,,E745,,,,0.008,
,,,E416,,E728,,,,0.002,
,,,E323,,E403,,,,0.002,
,,,E353,,E452,,,,0.002,
,,,E472,,E593,,,,0.002,
,,,E400,,E439,,,,0.008,
,,,E252,,E609,,,,0.001,
,,,E550,,E632,,,,0.008,
,,,E527,,E713,,,,0.001,
,,,E523,,E599,,,,0.004,
,,,E315,,E487,,,,0.006,
,,,E224,,E341,,,,0.003,
,,,E260,,E453,,,,0.002,
,,,E313,,E696,,,,0.005,
,,,E308,,E671,,,,0.004,
,,,E388,,E441,,,,0.001,
,,,E268,,E317,,,,0.009,
,,,E258,,E575,,,,0.003,
,,,E440,,E454,,,,0.009,
,,,E531,,E621,,,,0.008,
,,,E602,,E700,,,,0.002,
,,,E192,,E525,,,,0.005,
,,,E212,,E741,,,,0.003,
,,,E364,,E492,,,,0.009,
,,,E303,,E305,,,,0.008,
,,,E225,,E580,,,,0.009,
