id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,E476,,E622,,,,0.002,
,,,E326,,E521,,,,0.001,
,,,E374,,E551,,,,0.005,
,,,E289,,E452,,,,0.009,
,,,E407,,E623,,,,0.002,
,,,E416,,E563,,,,0.001,
,,,E437,,E534,,,,0.008,
,,,E263,,E578,,,,0.009,
,,,E228,,E254,,,,0.003,
,,,E234,,E484,,,,0.007,
,,,E268,,E372,,,,0.003,
,,,E299,,E317,,,,0.003,
,,,E451,,E617,,,,0.004,
,,,E371,,E624,,,,0.003,
,,,E158,,E275,,,,0.006,
,,,E462,,E575,,,,0.003,
,,,E259,,E266,,,,0.007,
,,,E161,,E251,,,,0.001,
,,,E342,,E358,,,,0.003,
,,,E517,,E532,,,,0.009,
,,,E204,,E596,,,,0.002,
,,,E322,,E394,,,,0.004,
,,,E217,,E600,,,,0.004,
,,,E466,,E596,,,,0.005,
,,,E537,,E561,,,,0.001,
,,,E174,,E619,,,,0.009,
,,,E368,,E554,,,,0.002,
,,,E496,,E603,,,,0.001,
,,,E365,,E543,,,,0.002,
,,,E326,,E345,,,,0.003,
,,,E358,,E501,,,,0.008,
,,,E311,,E522,,,,0.006,
,,,E164,,E184,,,,0.005,
,,,E345,,E452,,,,0.001,
,,,E351,,E584,,,,0.003,
,,,E435,,E513,,,,0.005,
,,,E162,,E566,,,,0.003,
,,,E189,,E451,,,,0.005,
,,,E551,,E613,,,,0.004,
,,,E162,,E175,,,,0.004,
,,,E374,,E622,,,,0.002,
,,,E250,,E546,,,,0.006,
,,,E210,,E397,,,,0.005,
,,,E337,,E463,,,,0.007,
,,,E387,,E439,,,,0.004,
,,,E186,,E291,,,,0.002,
,,,E187,,E275,,,,0.001,
,,,E176,,E281,,,,0.007,
,,,E422,,E467,,,,0.002,
,,,E493,,E602,,,,0.003,
,,,E293,,E560,,,,0.002,
,,,E254,,E271,,,,0.006,
,,,E279,,E316,,,,0.004,
,,,E346,,E534,,,,0.009,
,,,E323,,E547,,,,0.003,
,,,E443,,E535,,,,0.008,
,,,E160,,E203,,,,0.001,
,,,E171,,E608,,,,0.009,
,,,E261,,E524,,,,0.006,
,,,E410,,E537,,,,0.009,
,,,E227,,E331,,,,0.008,
,,,E509,,E553,,,,0.005,
,,,E488,,E545,,,,0.007,
,,,E408,,E546,,,,0.009,
,,,E342,,E590,,,,0.007,
,,,E290,,E582,,,,0.005,
,,,E276,,E578,,,,0.007,
,,,E363,,E572,,,,0.008,
,,,E165,,E623,,,,0.009,
,,,E284,,E320,,,,0.004,
,,,E500,,E556,,,,0.006,
,,,E331,,E592,,,,0.006,
,,,E303,,E584,,,,0.007,
,,,E456,,E492,,,,0.001,
,,,E589,,E595,,,,0.003,
,,,E435,,E566,,,,0.009,
,,,E239,,E462,,,,0.008,
,,,E220,,E553,,,,0.003,
,,,E527,,E548,,,,0.001,
,,,E393,,E575,,,,0.006,
,,,E423,,E571,,,,0.007,
,,,E271,,E612,,,,0.004,
,,,E212,,E262,,,,0.001,
,,,E255,,E614,,,,0.006,
,,,E193,,E609,,,,0.008,
,,,E496,,E592,,,,0.005,
,,,E186,,E357,,,,0.001,
,,,E413,,E613,,,,0.005,
,,,E468,,E539,,,,0.003,
