id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,E729,,E932,,,,0.004,
,,,E505,,E629,,,,0.001,
,,,E591,,E673,,,,0.003,
,,,E564,,E760,,,,0.004,
,,,E797,,E829,,,,0.003,
,,,E830,,E859,,,,0.003,
,,,E471,,E903,,,,0.003,
,,,E694,,E812,,,,0.008,
,,,E546,,E806,,,,0.001,
,,,E1017,,E983,,,,0.009,
,,,E1015,,E386,,,,0.002,
,,,E367,,E656,,,,0.006,
,,,E322,,E888,,,,0.007,
,,,E387,,E666,,,,0.005,
,,,E306,,E687,,,,0.005,
,,,E411,,E858,,,,0.006,
,,,E1123,,E953,,,,0.002,
,,,E418,,E859,,,,0.008,
,,,E791,,E982,,,,0.004,
