id,type,source,target,weight
,,M206,M207,280
,,M207,M208,70
,,M208,M209,440
,,M209,M210,250
,,M210,M211,180
,,M211,M212,140
,,M212,M213,170
,,M213,M214,60
,,M214,M215,50
,,M215,M216,430
,,M216,M217,350
,,M217,M218,230
,,M218,M219,460
,,M219,M220,450
,,M220,M221,100
,,M221,M222,120
,,M222,M223,50
,,M223,M224,20
,,M224,M225,70
,,M225,M226,420
,,M226,M227,90
,,M227,M228,300
,,M228,M229,500
,,M229,M230,200
,,M230,M231,60
,,M231,M232,190
,,M232,M233,20
,,M233,M234,330
,,M234,M235,410
,,M235,M236,160
,,M236,M237,190
,,M237,M238,310
,,M238,M239,50
,,M239,M240,190
,,M240,M241,180
,,M241,M242,210
,,M242,M243,190
,,M243,M244,310
,,M244,M245,80
,,M245,M246,240
,,M246,M247,450
,,M247,M248,90
,,M248,M249,410
,,M249,M250,270
,,M250,M251,330
,,M251,M252,250
,,M252,M253,200
,,M253,M254,270
,,M254,M255,290
,,M255,M256,110
,,M256,M257,350
,,M257,M258,460
,,M258,M259,200
,,M259,M260,100
,,M260,M261,370
,,M261,M262,320
,,M262,M263,130
,,M263,M264,300
,,M264,M265,410
,,M265,M266,290
,,M266,M267,120
,,M267,M268,360
,,M268,M269,80
,,M269,M270,410
,,M270,M271,360
,,M271,M272,490
,,M272,M273,490
,,M273,M274,340
,,M274,M275,300
,,M275,M276,440
,,M276,M277,480
,,M277,M278,250
,,M278,M279,190
,,M279,M280,240
,,M280,M281,20
,,M281,M282,220
,,M282,M283,160
,,M283,M284,70
,,M284,M285,390
,,M285,M286,350
,,M286,M287,380
,,M287,M288,430
,,M288,M289,430
,,M289,M290,220
,,M290,M291,150
,,M291,M292,50
,,M292,M293,70
,,M293,M294,370
,,M294,M295,290
,,M295,M296,300
,,M296,M297,320
,,M297,M298,410
,,M298,M299,20
,,M299,M300,230
,,M300,M301,220
,,M301,M302,30
,,M302,M303,50
,,M303,M304,90
,,M304,M305,90
,,M305,M306,130
,,M306,M307,120
,,M307,M308,380
,,M308,M309,140
,,M309,M310,480
,,M310,M311,360
,,M311,M312,440
,,M312,M313,430
,,M313,M314,80
,,M314,M315,10
,,M315,M316,280
,,M316,M317,500
,,M317,M318,300
,,M318,M319,90
,,M319,M320,310
,,M320,M321,290
,,M321,M322,380
,,M322,M323,500
,,M323,M324,130
,,M324,M325,140
,,M325,M326,430
,,M326,M327,260
,,M327,M328,270
,,M328,M329,160
,,M329,M330,360
,,M330,M331,170
,,M331,M332,180
,,M332,M333,180
,,M333,M334,280
,,M334,M335,150
,,M335,M336,480
,,M336,M337,70
,,M337,M338,380
,,M338,M339,410
,,M339,M340,160
,,M340,M341,470
,,M341,M342,480
,,M342,M343,240
,,M343,M344,370
,,M344,M345,200
,,M345,M346,200
,,M346,M347,470
,,M347,M348,160
,,M348,M349,500
,,M349,M350,370
,,M350,M351,40
,,M351,M352,430
,,M352,M353,390
,,M353,M354,440
,,M354,M355,440
,,M355,M356,280
,,M356,M357,190
,,M357,M358,390
,,M358,M359,60
,,M359,M360,230
,,M360,M361,140
,,M361,M362,240
,,M362,M363,480
,,M363,M364,220
,,M364,M365,160
,,M365,M366,350
,,M366,M367,330
,,M367,M368,110
,,M368,M369,310
,,M369,M370,450
,,M370,M371,240
,,M371,M372,210
,,M372,M373,90
,,M373,M374,150
,,M51,E375,60
,,M259,E376,340
,,M171,E377,30
,,M194,E378,270
,,M280,E379,310
,,M139,E380,270
,,M352,E381,230
,,M353,E382,140
,,M227,E383,160
,,M58,E384,280
,,M21,E385,40
,,M252,E386,390
,,M243,E387,230
,,M266,E388,380
,,M237,E389,110
,,M337,E390,40
,,M93,E391,130
,,M13,E392,70
,,M70,E393,310
,,M202,E394,230
,,M233,E395,290
,,M288,E396,360
,,M183,E397,350
,,M124,E398,360
,,M89,E399,420
,,M270,E400,190
,,M110,E401,360
,,M181,E402,370
,,M7,E403,200
,,M105,E404,480
,,M359,E405,260
,,M127,E406,170
,,M84,E407,430
,,M122,E408,380
,,M169,E409,130
,,M49,E410,410
,,M56,E411,440
,,M169,E412,190
,,M260,E413,50
,,M347,E414,190
,,M305,E415,450
,,M144,E416,350
,,M270,E417,420
,,M112,E418,160
,,M108,E419,350
,,M29,E420,130
,,M189,E421,200
,,M148,E422,380
,,M361,E423,380
,,M102,E424,150
,,M218,E425,20
,,M345,E426,190
,,M1,E427,230
,,M40,E428,10
,,M28,E429,240
,,M123,E430,360
,,M270,E431,60
,,M236,E432,320
,,M57,E433,360
,,M102,E434,60
,,M170,E435,240
,,M260,E436,250
,,M211,E437,40
,,M128,E438,120
,,M128,E439,200
,,M179,E440,30
,,M343,E441,490
,,M101,E442,220
,,M319,E443,470
,,M11,E444,280
,,M81,E445,310
,,M40,E446,180
,,M226,E447,20
,,M171,E448,260
,,M269,E449,180
,,M23,E450,10
,,M317,E451,30
,,M296,E452,400
,,M271,E453,190
,,M164,E454,70
,,M162,E455,390
,,M14,E456,230
,,M60,E457,310
,,M135,E458,480
,,M11,E459,40
,,M374,E460,30
,,M27,E461,300
,,M323,E462,440
,,M22,E463,180
,,M129,E464,290
,,M362,E465,10
,,M316,E466,290
,,M157,E467,140
,,M195,E468,390
,,M332,E469,10
,,M215,E470,240
,,M323,E471,30
,,M168,E472,480
,,M18,E473,100
,,M41,E474,260
,,M157,E475,170
,,M232,E476,200
,,M238,E477,150
,,M92,E478,10
,,M84,E479,380
,,M374,E480,230
,,M34,E481,260
,,M278,E482,280
,,M374,E483,440
,,M120,E484,90
,,M374,E485,300
,,M347,E486,390
,,M91,E487,60
,,M52,E488,420
,,M24,E489,440
,,M128,E490,340
,,M196,E491,90
,,M74,E492,350
,,M365,E493,230
,,M158,E494,200
,,M86,E495,420
,,M72,E496,290
,,M66,E497,360
,,M338,E498,450
,,M195,E499,180
,,M321,E500,240
,,M3,E501,110
,,M168,E502,480
,,M79,E503,80
,,M302,E504,150
,,M222,E505,380
,,M93,E506,480
,,M230,E507,260
,,M84,E508,170
,,M233,E509,490
,,M324,E510,500
,,M2,E511,230
,,M50,E512,170
,,M264,E513,210
,,M182,E514,130
,,M5,E515,330
,,M319,E516,400
,,M82,E517,100
,,M20,E518,310
,,M82,E519,90
,,M178,E520,330
,,M166,E521,190
,,M170,E522,280
,,M167,E523,60
,,M351,E524,130
,,M135,E525,220
,,M58,E526,490
,,M323,E527,270
,,M184,E528,290
,,M50,E529,440
,,M198,E530,60
,,M103,E531,190
,,M121,E532,160
,,M288,E533,260
,,M100,E534,170
,,M14,E535,80
,,M297,E536,200
,,M369,E537,90
,,M302,E538,40
,,M301,E539,100
,,M336,E540,180
,,M347,E541,60
,,M112,E542,400
,,M44,E543,60
,,M70,E544,360
,,M133,E545,110
,,M31,E546,300
,,M337,E547,170
,,M12,E548,120
,,M350,E549,460
,,M26,E550,460
,,M206,E551,240
,,M184,E552,480
,,M306,E553,10
,,M134,E554,180
,,M37,E555,240
,,M312,E556,400
,,M69,E557,160
,,M72,E558,180
,,M333,E559,460
,,M324,E560,450
,,M179,E561,130
,,M278,E562,460
,,M199,E563,210
,,M253,E564,120
,,M33,E565,480
,,M187,E566,60
,,M262,E567,210
,,M108,E568,260
,,M92,E569,210
,,M359,E570,380
,,M236,E571,370
,,M58,E572,390
,,M253,E573,430
,,M67,E574,20
,,M374,E575,20
,,M369,E576,280
,,M362,E577,240
,,M256,E578,270
,,M269,E579,40
,,M253,E580,440
,,M329,E581,110
,,M303,E582,320
,,M138,E583,20
,,M146,E584,330
,,M136,E585,320
,,M60,E586,10
,,M133,E587,30
,,M88,E588,180
,,M286,E589,150
,,M124,E590,350
,,M208,E591,70
,,M354,E592,210
,,M208,E593,490
,,M337,E594,200
,,M305,E595,220
,,M51,E596,340
,,M259,E597,260
,,M186,E598,100
,,M305,E599,430
,,M171,E600,200
,,M114,E601,190
,,M177,E602,40
,,M179,E603,200
,,M300,E604,410
,,M155,E605,480
,,M373,E606,400
,,M104,E607,280
,,M187,E608,460
,,M257,E609,290
,,M276,E610,230
,,M342,E611,420
,,M183,E612,80
,,M306,E613,260
,,M339,E614,190
,,M38,E615,420
,,M307,E616,500
,,M319,E617,90
,,M334,E618,400
,,M331,E619,420
,,M52,E620,180
,,M272,E621,30
,,M82,E622,320
,,M82,E623,270
,,M342,E624,400
,,M353,E625,310
,,M305,E626,360
,,M358,E627,200
,,M117,E628,460
,,M84,E629,260
,,M52,E630,30
,,M329,E631,260
,,M361,E632,500
,,M154,E633,420
,,M265,E634,170
,,M134,E635,250
,,M61,E636,430
,,M209,E637,180
,,M305,E638,340
,,M158,E639,420
,,M77,E640,10
,,M136,E641,60
,,M295,E642,300
,,M100,E643,140
,,M318,E644,50
,,M298,E645,250
,,M338,E646,200
,,M280,E647,290
,,M83,E648,380
,,M342,E649,110
,,M29,E650,330
,,M39,E651,310
,,M268,E652,280
,,M162,E653,170
,,M70,E654,380
,,M295,E655,360
,,M173,E656,10
,,M146,E657,250
,,M217,E658,340
,,M150,E659,440
,,M147,E660,30
,,M328,E661,390
,,M233,E662,180
,,M310,E663,440
,,M75,E664,260
,,M188,E665,300
,,M89,E666,50
,,M157,E667,360
,,M339,E668,70
,,M264,E669,320
,,M82,E670,340
,,M92,E671,30
,,M44,E672,410
,,M163,E673,340
,,M288,E674,480
,,M246,E675,90
,,M113,E676,380
,,M356,E677,480
,,M275,E678,300
,,M308,E679,190
,,M321,E680,410
,,M111,E681,10
,,M6,E682,470
,,M168,E683,200
,,M317,E684,360
,,M0,E685,200
,,M369,E686,40
,,M182,E687,90
,,M289,E688,150
,,M125,E689,460
,,M158,E690,440
,,M268,E691,350
,,M130,E692,420
,,M17,E693,190
,,M175,E694,480
,,M10,E695,110
,,M281,E696,110
,,M100,E697,70
,,M280,E698,180
,,M245,E699,100
,,M328,E700,450
,,M341,E701,60
,,M195,E702,490
,,M3,E703,240
,,M99,E704,170
,,M265,E705,380
,,M19,E706,270
,,M170,E707,290
,,M122,E708,80
,,M329,E709,220
,,M317,E710,80
,,M56,E711,450
,,M264,E712,70
,,M204,E713,30
,,M132,E714,400
,,M304,E715,190
,,M150,E716,490
,,M5,E717,80
,,M93,E718,70
,,M106,E719,140
,,M244,E720,440
,,M9,E721,230
,,M305,E722,370
,,M9,E723,410
,,M325,E724,500
,,M324,E725,230
,,M66,E726,270
,,M277,E727,500
,,M60,E728,160
,,M65,E729,200
,,M124,E730,500
,,M11,E731,90
,,M57,E732,230
,,M300,E733,30
,,M249,E734,500
,,M324,E735,280
,,M155,E736,150
,,M7,E737,390
,,M82,E738,430
,,M290,E739,260
,,M225,E740,130
,,M119,E741,180
,,M110,E742,40
,,M55,E743,40
,,M200,E744,430
,,M308,E745,500
,,M363,E746,360
,,M24,E747,230
,,M131,E748,410
,,M35,E749,330
,,M104,E750,50
,,M300,E751,110
,,M176,E752,290
,,M306,E753,320
,,M111,E754,200
,,M293,E755,130
,,M94,E756,330
,,M242,E757,330
,,M90,E758,500
,,M87,E759,340
,,M65,E760,10
,,M224,E761,390
,,M312,E762,290
,,M266,E763,10
,,M247,E764,120
,,M258,E765,260
,,M282,E766,320
,,M44,E767,50
,,M215,E768,320
,,M181,E769,120
,,M205,E770,30
,,M5,E771,420
,,M12,E772,160
,,M281,E773,350
,,M11,E774,230
,,M145,E775,50
,,M249,E776,210
,,M348,E777,70
,,M201,E778,200
,,M325,E779,90
,,M246,E780,20
,,M181,E781,150
,,M188,E782,230
,,M161,E783,100
,,M71,E784,240
,,M102,E785,390
,,M369,E786,320
,,M172,E787,70
,,M357,E788,150
,,M60,E789,50
,,M263,E790,130
,,M21,E791,160
,,M285,E792,10
,,M57,E793,320
,,M218,E794,470
,,M366,E795,380
,,M269,E796,30
,,M334,E797,210
,,M258,E798,280
,,M312,E799,320
,,M155,E800,320
,,M58,E801,410
,,M340,E802,290
,,M2,E803,240
,,M346,E804,350
,,M338,E805,20
,,M222,E806,290
,,M330,E807,170
,,M45,E808,120
,,M156,E809,240
,,M276,E810,380
,,M314,E811,490
,,M350,E812,410
,,M80,E813,310
,,M81,E814,290
,,M152,E815,80
,,M103,E816,360
,,M256,E817,270
,,M200,E818,410
,,M312,E819,100
,,M137,E820,220
,,M181,E821,410
,,M280,E822,110
,,M23,E823,140
,,M251,E824,140
,,M177,E825,250
,,M15,E826,200
,,M186,E827,490
,,M212,E828,370
,,M367,E829,260
,,M213,E830,270
,,M288,E831,130
,,M179,E832,370
,,M336,E833,290
,,M229,E834,350
,,M186,E835,80
,,M62,E836,290
,,M148,E837,80
,,M33,E838,450
,,M335,E839,230
,,M134,E840,60
,,M170,E841,350
,,M332,E842,130
,,M22,E843,450
,,M11,E844,400
,,M3,E845,140
,,M118,E846,310
,,M201,E847,40
,,M38,E848,110
,,M187,E849,330
,,M30,E850,50
,,M244,E851,10
,,M338,E852,480
,,M91,E853,110
,,M319,E854,90
,,M323,E855,40
,,M353,E856,390
,,M169,E857,40
,,M157,E858,230
,,M208,E859,340
,,M105,E860,470
,,M253,E861,100
,,M11,E862,480
,,M256,E863,90
,,M318,E864,160
,,M142,E865,30
,,M17,E866,450
,,M247,E867,20
,,M67,E868,170
,,M0,E869,300
,,M31,E870,410
,,M234,E871,150
,,M73,E872,350
,,M31,E873,50
,,M243,E874,270
,,M261,E875,380
,,M190,E876,10
,,M69,E877,250
,,M243,E878,140
,,M46,E879,390
,,M373,E880,350
,,M58,E881,330
,,M318,E882,290
,,M222,E883,170
,,M167,E884,80
,,M178,E885,310
,,M302,E886,420
,,M16,E887,300
,,M6,E888,420
,,M226,E889,500
,,M87,E890,430
,,M200,E891,80
,,M358,E892,460
,,M130,E893,440
,,M219,E894,10
,,M99,E895,90
,,M291,E896,270
,,M325,E897,330
,,M77,E898,320
,,M9,E899,290
,,M160,E900,180
,,M154,E901,200
,,M373,E902,350
,,M162,E903,110
,,M97,E904,420
,,M102,E905,170
,,M58,E906,350
,,M306,E907,190
,,M370,E908,150
,,M61,E909,470
,,M273,E910,30
,,M32,E911,230
,,M38,E912,190
,,M43,E913,300
,,M281,E914,30
,,M43,E915,400
,,M224,E916,460
,,M76,E917,20
,,M270,E918,480
,,M43,E919,380
,,M344,E920,150
,,M188,E921,340
,,M233,E922,460
,,M261,E923,350
,,M294,E924,10
,,M166,E925,270
,,M161,E926,280
,,M334,E927,30
,,M108,E928,190
,,M294,E929,390
,,M261,E930,40
,,M39,E931,100
,,M113,E932,190
,,M277,E933,390
,,M97,E934,480
,,M216,E935,470
,,M113,E936,50
,,M202,E937,110
,,M317,E938,200
,,M264,E939,420
,,M247,E940,70
,,M348,E941,340
,,M253,E942,480
,,M367,E943,370
,,M121,E944,190
,,M238,E945,40
,,M372,E946,210
,,M2,E947,250
,,M316,E948,280
,,M65,E949,390
,,M227,E950,460
,,M353,E951,450
,,M22,E952,460
,,M207,E953,180
,,M188,E954,330
,,M20,E955,310
,,M134,E956,180
,,M287,E957,290
,,M204,E958,110
,,M75,E959,160
,,M207,E960,380
,,M319,E961,320
,,M172,E962,230
,,M149,E963,460
,,M18,E964,120
,,M193,E965,80
,,M340,E966,180
,,M341,E967,300
,,M354,E968,250
,,M162,E969,170
,,M154,E970,140
,,M177,E971,10
,,M12,E972,430
,,M298,E973,380
,,M278,E974,50
,,M233,E975,50
,,M194,E976,410
,,M92,E977,430
,,M295,E978,450
,,M85,E979,360
,,M104,E980,480
,,M45,E981,40
,,M155,E982,310
,,M11,E983,240
,,M151,E984,160
,,M112,E985,230
,,M191,E986,70
,,M314,E987,310
,,M122,E988,200
,,M86,E989,260
,,M101,E990,80
,,M151,E991,290
,,M22,E992,110
,,M313,E993,310
,,M288,E994,160
,,M100,E995,290
,,M273,E996,300
,,M247,E997,350
,,M167,E998,50
,,M53,E999,370
,,M104,E1000,460
,,M60,E1001,170
,,M64,E1002,130
,,M261,E1003,480
,,M51,E1004,430
,,M269,E1005,80
,,M138,E1006,40
,,M84,E1007,310
,,M75,E1008,10
,,M59,E1009,80
,,M347,E1010,470
,,M361,E1011,180
,,M220,E1012,190
,,M46,E1013,320
,,M371,E1014,310
,,M151,E1015,120
,,M48,E1016,150
,,M47,E1017,60
,,M291,E1018,290
,,M238,E1019,230
,,M214,E1020,480
,,M302,E1021,240
,,M208,E1022,420
,,M78,E1023,120
,,M210,E1024,320
,,M56,E1025,210
,,M225,E1026,480
,,M193,E1027,290
,,M81,E1028,290
,,M324,E1029,250
,,M52,E1030,160
,,M282,E1031,340
,,M68,E1032,70
,,M307,E1033,300
,,M15,E1034,40
,,M72,E1035,40
,,M318,E1036,100
,,M107,E1037,230
,,M368,E1038,310
,,M131,E1039,400
,,M250,E1040,320
,,M345,E1041,80
,,M27,E1042,160
,,M239,E1043,20
,,M72,E1044,410
,,M362,E1045,90
,,M365,E1046,420
,,M242,E1047,30
,,M187,E1048,310
,,M278,E1049,470
,,M333,E1050,280
,,M307,E1051,80
,,M54,E1052,20
,,M223,E1053,230
,,M373,E1054,290
,,M143,E1055,110
,,M355,E1056,300
,,M62,E1057,220
,,M357,E1058,320
,,M37,E1059,270
,,M112,E1060,190
,,M143,E1061,370
,,M80,E1062,400
,,M18,E1063,480
,,M289,E1064,70
,,M306,E1065,480
,,M192,E1066,100
,,M216,E1067,400
,,M144,E1068,190
,,M7,E1069,420
,,M128,E1070,340
,,M224,E1071,290
,,M266,E1072,120
,,M127,E1073,20
,,M274,E1074,120
,,M344,E1075,200
,,M109,E1076,230
,,M170,E1077,340
,,M256,E1078,110
,,M265,E1079,400
,,M63,E1080,300
,,M6,E1081,340
,,M190,E1082,380
,,M51,E1083,490
,,M314,E1084,210
,,M65,E1085,310
,,M315,E1086,70
,,M235,E1087,480
,,M30,E1088,170
,,M238,E1089,110
,,M265,E1090,240
,,M112,E1091,360
,,M145,E1092,380
,,M41,E1093,220
,,M228,E1094,110
,,M346,E1095,330
,,M330,E1096,320
,,M237,E1097,40
,,M189,E1098,200
,,M85,E1099,30
,,M113,E1100,410
,,M105,E1101,180
,,M356,E1102,410
,,M206,E1103,190
,,M95,E1104,380
,,M330,E1105,130
,,M235,E1106,80
,,M257,E1107,180
,,M238,E1108,310
,,M245,E1109,40
,,M20,E1110,480
,,M41,E1111,180
,,M241,E1112,160
,,M279,E1113,250
,,M181,E1114,50
,,M273,E1115,290
,,M368,E1116,340
,,M118,E1117,490
,,M163,E1118,380
,,M58,E1119,500
,,M244,E1120,280
,,M234,E1121,50
,,M115,E1122,330
,,M261,E1123,140
,,M257,E1124,360
,,M281,E1125,490
,,M190,E1126,50
,,M54,E1127,450
,,M117,E1128,380
,,M5,E1129,450
,,M359,E1130,250
,,M262,E1131,360
,,M245,E1132,350
,,M294,E1133,10
,,M201,E1134,420
,,M218,E1135,470
,,M110,E1136,260
,,M207,E1137,100
,,M89,E1138,200
,,M32,E1139,170
,,M287,E1140,280
,,M140,E1141,240
,,M49,E1142,200
,,M109,E1143,380
,,M42,E1144,440
,,M27,E1145,330
,,M47,E1146,120
,,M2,E1147,350
,,M165,E1148,290
,,M340,E1149,140
,,M221,E1150,190
,,M239,E1151,430
,,M38,E1152,440
,,M71,E1153,120
,,M140,E1154,260
,,M211,E1155,250
,,M287,E1156,180
,,M19,E1157,70
,,M200,E1158,430
,,M255,E1159,360
,,M163,E1160,100
,,M180,E1161,120
,,M159,E1162,100
,,M102,E1163,60
,,M354,E1164,20
,,M260,E1165,400
,,M70,E1166,30
,,M86,E1167,480
,,M320,E1168,340
,,M78,E1169,400
,,M54,E1170,40
,,M247,E1171,240
,,M129,E1172,340
,,M155,E1173,290
,,M208,E1174,350
,,M355,E1175,220
,,M116,E1176,80
,,M106,E1177,340
,,M269,E1178,450
,,M250,E1179,480
,,M329,E1180,390
,,M348,E1181,180
,,M95,E1182,250
,,M202,E1183,440
,,M150,E1184,360
,,M332,E1185,170
,,M214,E1186,460
,,M61,E1187,200
,,M197,E1188,400
,,M128,E1189,240
,,M86,E1190,200
,,M270,E1191,380
,,M124,E1192,330
,,M186,E1193,480
,,M152,E1194,70
,,M217,E1195,360
,,M98,E1196,420
,,M368,E1197,480
,,M72,E1198,380
,,M28,E1199,160
,,M263,E1200,170
,,M79,E1201,280
,,M110,E1202,450
,,M372,E1203,30
,,M346,E1204,230
,,M245,E1205,130
,,M33,E1206,410
,,M349,E1207,20
,,M366,E1208,380
,,M357,E1209,50
,,M8,E1210,100
,,M171,E1211,120
,,M135,E1212,340
,,M120,E1213,60
,,M371,E1214,450
,,M117,E1215,330
,,M247,E1216,350
,,M185,E1217,200
,,M72,E1218,110
,,M109,E1219,440
,,M303,E1220,200
,,M263,E1221,440
,,M351,E1222,50
,,M286,E1223,70
,,M184,E1224,90
,,M370,E1225,40
,,M53,E1226,320
,,M52,E1227,80
,,M211,E1228,260
,,M339,E1229,380
,,M331,E1230,320
,,M253,E1231,310
,,M372,E1232,50
,,M182,E1233,60
,,M216,E1234,230
,,M353,E1235,290
,,M93,E1236,40
,,M39,E1237,340
,,M32,E1238,60
,,M352,E1239,360
,,M119,E1240,40
,,M208,E1241,230
,,M91,E1242,260
,,M263,E1243,50
,,M248,E1244,90
,,M26,E1245,40
,,M100,E1246,330
,,M309,E1247,80
,,M257,E1248,170
,,M141,E1249,150
,,M247,E1250,230
,,M99,E1251,140
,,M207,E1252,40
,,M55,E1253,210
,,M197,E1254,450
,,M169,E1255,280
,,M192,E1256,350
,,M354,E1257,110
,,M204,E1258,200
,,M374,E1259,10
,,M42,E1260,40
,,M188,E1261,130
,,M367,E1262,310
,,M51,E1263,260
,,M25,E1264,130
,,M199,E1265,160
,,M159,E1266,150
,,M341,E1267,230
,,M116,E1268,100
,,M242,E1269,250
,,M282,E1270,120
,,M213,E1271,100
,,M144,E1272,260
,,M280,E1273,390
,,M100,E1274,20
,,M251,E1275,160
,,M8,E1276,450
,,M329,E1277,390
,,M199,E1278,230
,,M106,E1279,470
,,M153,E1280,300
,,M226,E1281,80
,,M244,E1282,190
,,M280,E1283,210
,,M359,E1284,40
,,M88,E1285,130
,,M311,E1286,110
,,M123,E1287,500
,,M370,E1288,300
,,M192,E1289,170
,,M153,E1290,170
,,M48,E1291,80
,,M222,E1292,480
,,M193,E1293,170
,,M229,E1294,70
,,M84,E1295,310
,,M344,E1296,490
,,M258,E1297,240
,,M26,E1298,270
,,M134,E1299,70
,,M148,E1300,40
,,M341,E1301,40
,,M200,E1302,20
,,M285,E1303,280
,,M36,E1304,140
,,M66,E1305,40
,,M130,E1306,270
,,M202,E1307,20
,,M72,E1308,350
,,M130,E1309,240
,,M132,E1310,180
,,M144,E1311,160
,,M314,E1312,470
,,M176,E1313,20
,,M56,E1314,170
,,M291,E1315,250
,,M28,E1316,230
,,M27,E1317,20
,,M210,E1318,450
,,M69,E1319,440
,,M331,E1320,280
,,M78,E1321,380
,,M366,E1322,410
,,M353,E1323,220
,,M189,E1324,170
,,M370,E1325,180
,,M88,E1326,360
,,M350,E1327,180
,,M181,E1328,140
,,M314,E1329,260
,,M329,E1330,430
,,M84,E1331,130
,,M10,E1332,410
,,M138,E1333,190
,,M305,E1334,110
,,M97,E1335,260
,,M182,E1336,400
,,M180,E1337,190
,,M125,E1338,80
,,M238,E1339,490
,,M165,E1340,40
,,M106,E1341,50
,,M365,E1342,50
,,M162,E1343,460
,,M227,E1344,350
,,M72,E1345,70
,,M138,E1346,230
,,M5,E1347,480
,,M7,E1348,380
,,M174,E1349,490
,,M214,E1350,190
,,M309,E1351,130
,,M170,E1352,150
,,M134,E1353,150
,,M74,E1354,200
,,M313,E1355,140
,,M113,E1356,340
,,M342,E1357,290
,,M368,E1358,30
,,M101,E1359,220
,,M6,E1360,260
,,M53,E1361,290
