id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,E1196,,E809,,,,0.002,
,,,E1390,,E1449,,,,0.007,
,,,E1473,,E986,,,,0.003,
,,,E1430,,E811,,,,0.008,
,,,E1025,,E552,,,,0.003,
,,,E1107,,E615,,,,0.001,
,,,E437,,E636,,,,0.008,
,,,E570,,E682,,,,0.005,
,,,E1012,,E548,,,,0.005,
,,,E1128,,E1293,,,,0.005,
,,,E503,,E908,,,,0.007,
,,,E1402,,E952,,,,0.006,
,,,E1367,,E776,,,,0.007,
,,,E1191,,E756,,,,0.004,
,,,E1101,,E523,,,,0.004,
,,,E1230,,E958,,,,0.007,
,,,E503,,E698,,,,0.004,
,,,E1363,,E1372,,,,0.001,
,,,E1039,,E611,,,,0.003,
,,,E1322,,E714,,,,0.008,
,,,E1249,,E484,,,,0.007,
,,,E1102,,E1385,,,,0.006,
,,,E1118,,E890,,,,0.003,
,,,E445,,E960,,,,0.005,
,,,E1498,,E683,,,,0.003,
,,,E1288,,E692,,,,0.003,
,,,E1498,,E719,,,,0.005,
,,,E1127,,E625,,,,0.002,
,,,E1041,,E825,,,,0.002,
,,,E644,,E939,,,,0.005,
,,,E488,,E975,,,,0.005,
,,,E1240,,E521,,,,0.001,
,,,E1373,,E569,,,,0.008,
,,,E1007,,E1280,,,,0.003,
,,,E1276,,E476,,,,0.004,
,,,E1124,,E1482,,,,0.002,
,,,E1269,,E597,,,,0.003,
,,,E1030,,E1470,,,,0.008,
,,,E1223,,E903,,,,0.008,
,,,E1230,,E461,,,,0.009,
,,,E664,,E698,,,,0.008,
,,,E1386,,E816,,,,0.003,
,,,E1458,,E493,,,,0.001,
,,,E1293,,E988,,,,0.005,
,,,E1025,,E1346,,,,0.007,
,,,E455,,E764,,,,0.001,
,,,E528,,E910,,,,0.005,
,,,E1366,,E897,,,,0.003,
,,,E694,,E912,,,,0.007,
,,,E667,,E944,,,,0.008,
,,,E1098,,E667,,,,0.007,
,,,E390,,E742,,,,0.005,
,,,E664,,E789,,,,0.008,
,,,E616,,E630,,,,0.003,
,,,E1170,,E812,,,,0.001,
,,,E509,,E685,,,,0.002,
,,,E1001,,E1234,,,,0.002,
,,,E1115,,E450,,,,0.009,
,,,E1256,,E1379,,,,0.003,
,,,E1487,,E990,,,,0.003,
