id,type1,type2,source,misc,target,misc,misc,misc,weight,misc
,,,E518,,E522,,,,0.009,
,,,E1168,,E731,,,,0.007,
,,,E1419,,E930,,,,0.008,
,,,E1478,,E1896,,,,0.002,
,,,E1949,,E1993,,,,0.003,
,,,E1326,,E876,,,,0.009,
,,,E1567,,E1713,,,,0.003,
,,,E1896,,E596,,,,0.008,
,,,E1929,,E507,,,,0.005,
,,,E1883,,E593,,,,0.004,
,,,E585,,E738,,,,0.007,
,,,E1030,,E796,,,,0.006,
,,,E1572,,E602,,,,0.005,
,,,E1337,,E564,,,,0.007,
,,,E1068,,E1890,,,,0.006,
,,,E1884,,E530,,,,0.006,
,,,E572,,E895,,,,0.002,
,,,E1807,,E677,,,,0.002,
,,,E1086,,E1930,,,,0.001,
,,,E1117,,E1355,,,,0.007,
,,,E1196,,E1924,,,,0.003,
,,,E1069,,E539,,,,0.008,
,,,E1824,,E631,,,,0.003,
,,,E586,,E786,,,,0.007,
,,,E1222,,E661,,,,0.009,
,,,E609,,E803,,,,0.006,
,,,E1366,,E1928,,,,0.008,
,,,E1036,,E1100,,,,0.008,
,,,E637,,E785,,,,0.007,
,,,E1873,,E1936,,,,0.003,
,,,E1210,,E1480,,,,0.002,
,,,E548,,E614,,,,0.007,
,,,E1090,,E680,,,,0.009,
,,,E1924,,E967,,,,0.005,
,,,E1017,,E700,,,,0.004,
,,,E1693,,E1725,,,,0.001,
,,,E1363,,E1370,,,,0.005,
,,,E1064,,E1842,,,,0.006,
,,,E1964,,E628,,,,0.006,
,,,E1657,,E1900,,,,0.009,
,,,E1882,,E624,,,,0.001,
,,,E1131,,E1250,,,,0.008,
,,,E1069,,E987,,,,0.002,
,,,E1463,,E1820,,,,0.002,
,,,E1209,,E1959,,,,0.002,
,,,E1297,,E1750,,,,0.005,
,,,E1064,,E1714,,,,0.007,
,,,E1944,,E695,,,,0.002,
,,,E1411,,E640,,,,0.007,
,,,E1897,,E569,,,,0.001,
,,,E1690,,E776,,,,0.008,
,,,E1271,,E656,,,,0.002,
,,,E545,,E662,,,,0.004,
,,,E1128,,E1991,,,,0.007,
,,,E1844,,E656,,,,0.004,
,,,E1191,,E1795,,,,0.004,
,,,E1506,,E1710,,,,0.009,
