id,type,source,target,weight
,,M308,M309,200
,,M309,M310,460
,,M310,M311,330
,,M311,M312,270
,,M312,M313,230
,,M313,M314,440
,,M314,M315,450
,,M315,M316,250
,,M316,M317,290
,,M317,M318,90
,,M318,M319,260
,,M319,M320,300
,,M320,M321,40
,,M321,M322,130
,,M322,M323,150
,,M323,M324,300
,,M324,M325,60
,,M325,M326,130
,,M326,M327,40
,,M327,M328,30
,,M328,M329,500
,,M329,M330,320
,,M330,M331,180
,,M331,M332,60
,,M332,M333,490
,,M333,M334,190
,,M334,M335,330
,,M335,M336,70
,,M336,M337,270
,,M337,M338,480
,,M338,M339,330
,,M339,M340,80
,,M340,M341,340
,,M341,M342,50
,,M342,M343,290
,,M343,M344,440
,,M344,M345,310
,,M345,M346,390
,,M346,M347,500
,,M347,M348,300
,,M348,M349,400
,,M349,M350,40
,,M350,M351,380
,,M351,M352,390
,,M352,M353,120
,,M353,M354,20
,,M354,M355,480
,,M355,M356,460
,,M356,M357,290
,,M357,M358,340
,,M358,M359,180
,,M359,M360,270
,,M360,M361,200
,,M361,M362,480
,,M362,M363,470
,,M363,M364,240
,,M364,M365,420
,,M365,M366,330
,,M366,M367,310
,,M367,M368,480
,,M368,M369,180
,,M369,M370,130
,,M370,M371,10
,,M371,M372,360
,,M372,M373,280
,,M373,M374,490
,,M374,M375,390
,,M375,M376,110
,,M376,M377,470
,,M377,M378,220
,,M378,M379,370
,,M379,M380,160
,,M380,M381,150
,,M381,M382,280
,,M382,M383,420
,,M383,M384,220
,,M384,M385,80
,,M385,M386,480
,,M386,M387,250
,,M387,M388,470
,,M388,M389,230
,,M389,M390,390
,,M390,M391,460
,,M391,M392,100
,,M392,M393,380
,,M393,M394,10
,,M394,M395,260
,,M395,M396,220
,,M396,M397,370
,,M397,M398,250
,,M398,M399,470
,,M399,M400,280
,,M400,M401,350
,,M401,M402,460
,,M402,M403,300
,,M403,M404,220
,,M404,M405,170
,,M405,M406,210
,,M406,M407,300
,,M407,M408,110
,,M408,M409,190
,,M409,M410,460
,,M410,M411,80
,,M411,M412,100
,,M412,M413,310
,,M413,M414,490
,,M414,M415,490
,,M415,M416,10
,,M416,M417,310
,,M417,M418,30
,,M418,M419,200
,,M419,M420,20
,,M420,M421,430
,,M421,M422,490
,,M422,M423,150
,,M423,M424,260
,,M424,M425,50
,,M425,M426,290
,,M426,M427,50
,,M427,M428,370
,,M428,M429,40
,,M429,M430,160
,,M430,M431,420
,,M431,M432,310
,,M432,M433,350
,,M433,M434,210
,,M434,M435,80
,,M435,M436,60
,,M436,M437,90
,,M437,M438,50
,,M438,M439,410
,,M439,M440,130
,,M440,M441,390
,,M441,M442,450
,,M442,M443,110
,,M443,M444,110
,,M444,M445,110
,,M445,M446,500
,,M446,M447,170
,,M447,M448,410
,,M448,M449,330
,,M449,M450,140
,,M450,M451,380
,,M451,M452,110
,,M452,M453,390
,,M453,M454,300
,,M454,M455,20
,,M455,M456,210
,,M456,M457,470
,,M457,M458,450
,,M458,M459,80
,,M459,M460,90
,,M460,M461,190
,,M461,M462,340
,,M462,M463,350
,,M463,M464,410
,,M464,M465,10
,,M465,M466,20
,,M466,M467,320
,,M467,M468,110
,,M468,M469,70
,,M469,M470,400
,,M470,M471,110
,,M471,M472,360
,,M472,M473,80
,,M473,M474,120
,,M474,M475,290
,,M475,M476,220
,,M476,M477,410
,,M477,M478,230
,,M478,M479,450
,,M479,M480,390
,,M480,M481,470
,,M481,M482,50
,,M482,M483,420
,,M483,M484,30
,,M484,M485,270
,,M485,M486,170
,,M486,M487,360
,,M487,M488,340
,,M488,M489,360
,,M489,M490,10
,,M490,M491,350
,,M491,M492,340
,,M492,M493,50
,,M493,M494,160
,,M494,M495,350
,,M495,M496,360
,,M496,M497,330
,,M497,M498,130
,,M498,M499,170
,,M461,E500,260
,,M27,E501,210
,,M159,E502,140
,,M169,E503,390
,,M137,E504,170
,,M12,E505,200
,,M25,E506,150
,,M388,E507,200
,,M227,E508,50
,,M350,E509,20
,,M136,E510,150
,,M354,E511,360
,,M396,E512,440
,,M477,E513,40
,,M313,E514,340
,,M418,E515,120
,,M76,E516,310
,,M459,E517,140
,,M317,E518,300
,,M392,E519,80
,,M237,E520,110
,,M239,E521,470
,,M279,E522,110
,,M391,E523,180
,,M413,E524,250
,,M22,E525,50
,,M287,E526,100
,,M94,E527,320
,,M239,E528,70
,,M384,E529,450
,,M329,E530,180
,,M491,E531,420
,,M338,E532,400
,,M110,E533,500
,,M218,E534,360
,,M491,E535,260
,,M485,E536,260
,,M311,E537,100
,,M8,E538,430
,,M167,E539,390
,,M247,E540,60
,,M297,E541,480
,,M291,E542,340
,,M297,E543,140
,,M389,E544,450
,,M382,E545,180
,,M397,E546,110
,,M408,E547,240
,,M461,E548,400
,,M297,E549,190
,,M473,E550,500
,,M288,E551,280
,,M134,E552,430
,,M244,E553,220
,,M229,E554,150
,,M55,E555,30
,,M328,E556,300
,,M100,E557,310
,,M490,E558,320
,,M101,E559,150
,,M309,E560,360
,,M126,E561,330
,,M267,E562,480
,,M379,E563,150
,,M329,E564,270
,,M108,E565,260
,,M404,E566,400
,,M310,E567,40
,,M271,E568,260
,,M467,E569,10
,,M476,E570,270
,,M462,E571,210
,,M56,E572,190
,,M49,E573,230
,,M287,E574,460
,,M438,E575,330
,,M366,E576,150
,,M172,E577,280
,,M338,E578,330
,,M295,E579,160
,,M394,E580,240
,,M324,E581,340
,,M97,E582,50
,,M433,E583,380
,,M302,E584,130
,,M2,E585,460
,,M374,E586,450
,,M146,E587,330
,,M462,E588,320
,,M202,E589,150
,,M458,E590,40
,,M101,E591,90
,,M214,E592,370
,,M18,E593,250
,,M391,E594,150
,,M455,E595,200
,,M34,E596,310
,,M2,E597,270
,,M418,E598,50
,,M243,E599,280
,,M363,E600,450
,,M448,E601,210
,,M2,E602,210
,,M250,E603,160
,,M2,E604,310
,,M383,E605,180
,,M56,E606,440
,,M384,E607,80
,,M461,E608,500
,,M212,E609,450
,,M387,E610,410
,,M468,E611,250
,,M13,E612,380
,,M309,E613,400
,,M372,E614,160
,,M75,E615,330
,,M306,E616,30
,,M20,E617,320
,,M134,E618,380
,,M182,E619,40
,,M105,E620,250
,,M282,E621,190
,,M381,E622,220
,,M121,E623,350
,,M98,E624,320
,,M13,E625,240
,,M314,E626,300
,,M25,E627,220
,,M93,E628,50
,,M366,E629,50
,,M356,E630,390
,,M428,E631,220
,,M97,E632,380
,,M308,E633,110
,,M327,E634,340
,,M131,E635,310
,,M205,E636,200
,,M453,E637,120
,,M299,E638,50
,,M447,E639,250
,,M235,E640,370
,,M295,E641,130
,,M369,E642,230
,,M456,E643,460
,,M331,E644,150
,,M221,E645,360
,,M477,E646,160
,,M243,E647,240
,,M111,E648,20
,,M409,E649,210
,,M195,E650,160
,,M143,E651,150
,,M363,E652,20
,,M409,E653,250
,,M52,E654,320
,,M305,E655,210
,,M4,E656,130
,,M247,E657,90
,,M434,E658,120
,,M257,E659,160
,,M73,E660,370
,,M352,E661,390
,,M29,E662,50
,,M235,E663,270
,,M224,E664,400
,,M388,E665,90
,,M337,E666,410
,,M271,E667,450
,,M310,E668,40
,,M227,E669,10
,,M19,E670,40
,,M109,E671,10
,,M421,E672,40
,,M217,E673,90
,,M153,E674,310
,,M181,E675,240
,,M443,E676,280
,,M312,E677,400
,,M387,E678,230
,,M499,E679,430
,,M308,E680,200
,,M332,E681,30
,,M253,E682,260
,,M174,E683,290
,,M252,E684,70
,,M342,E685,340
,,M236,E686,200
,,M206,E687,200
,,M337,E688,330
,,M12,E689,340
,,M133,E690,30
,,M187,E691,460
,,M12,E692,250
,,M464,E693,110
,,M339,E694,210
,,M82,E695,190
,,M292,E696,220
,,M222,E697,170
,,M460,E698,60
,,M333,E699,280
,,M429,E700,160
,,M310,E701,440
,,M65,E702,70
,,M390,E703,460
,,M369,E704,100
,,M453,E705,260
,,M281,E706,50
,,M400,E707,180
,,M13,E708,290
,,M324,E709,340
,,M355,E710,30
,,M383,E711,170
,,M301,E712,380
,,M92,E713,410
,,M70,E714,480
,,M218,E715,160
,,M460,E716,110
,,M411,E717,20
,,M250,E718,340
,,M96,E719,420
,,M169,E720,70
,,M426,E721,10
,,M423,E722,370
,,M408,E723,140
,,M466,E724,280
,,M27,E725,130
,,M175,E726,320
,,M250,E727,160
,,M418,E728,410
,,M470,E729,300
,,M276,E730,490
,,M472,E731,300
,,M252,E732,490
,,M39,E733,290
,,M132,E734,320
,,M347,E735,130
,,M29,E736,440
,,M372,E737,50
,,M336,E738,110
,,M428,E739,340
,,M167,E740,480
,,M5,E741,70
,,M459,E742,210
,,M270,E743,130
,,M222,E744,440
,,M12,E745,70
,,M45,E746,30
,,M384,E747,90
,,M372,E748,420
,,M252,E749,200
,,M69,E750,210
,,M249,E751,460
,,M373,E752,90
,,M50,E753,30
,,M401,E754,300
,,M235,E755,200
,,M7,E756,440
,,M202,E757,340
,,M254,E758,160
,,M231,E759,440
,,M153,E760,350
,,M172,E761,40
,,M106,E762,240
,,M388,E763,360
,,M73,E764,270
,,M9,E765,350
,,M68,E766,280
,,M40,E767,20
,,M18,E768,150
,,M489,E769,330
,,M16,E770,180
,,M350,E771,210
,,M305,E772,230
,,M27,E773,480
,,M321,E774,170
,,M412,E775,230
,,M425,E776,100
,,M276,E777,420
,,M127,E778,50
,,M494,E779,120
,,M399,E780,500
,,M86,E781,140
,,M42,E782,270
,,M453,E783,410
,,M263,E784,460
,,M54,E785,300
,,M233,E786,140
,,M373,E787,340
,,M347,E788,410
,,M355,E789,310
,,M369,E790,10
,,M62,E791,30
,,M337,E792,480
,,M396,E793,20
,,M370,E794,10
,,M271,E795,330
,,M38,E796,340
,,M348,E797,90
,,M440,E798,130
,,M438,E799,70
,,M354,E800,440
,,M475,E801,20
,,M162,E802,200
,,M166,E803,390
,,M226,E804,150
,,M4,E805,470
,,M312,E806,180
,,M457,E807,450
,,M380,E808,430
,,M258,E809,40
,,M344,E810,100
,,M247,E811,120
,,M438,E812,370
,,M249,E813,160
,,M171,E814,370
,,M59,E815,460
,,M450,E816,170
,,M78,E817,380
,,M87,E818,340
,,M115,E819,50
,,M418,E820,310
,,M203,E821,440
,,M367,E822,190
,,M391,E823,500
,,M342,E824,190
,,M296,E825,260
,,M294,E826,90
,,M440,E827,10
,,M197,E828,150
,,M346,E829,130
,,M453,E830,90
,,M126,E831,450
,,M438,E832,90
,,M405,E833,460
,,M79,E834,350
,,M476,E835,30
,,M272,E836,370
,,M279,E837,200
,,M281,E838,310
,,M445,E839,80
,,M105,E840,250
,,M327,E841,230
,,M448,E842,230
,,M439,E843,300
,,M153,E844,330
,,M137,E845,460
,,M199,E846,80
,,M130,E847,330
,,M207,E848,320
,,M408,E849,50
,,M52,E850,480
,,M419,E851,490
,,M64,E852,430
,,M120,E853,370
,,M326,E854,110
,,M259,E855,290
,,M457,E856,20
,,M467,E857,420
,,M119,E858,490
,,M473,E859,220
,,M113,E860,260
,,M394,E861,120
,,M26,E862,380
,,M68,E863,390
,,M41,E864,370
,,M111,E865,310
,,M144,E866,130
,,M282,E867,470
,,M203,E868,50
,,M427,E869,100
,,M111,E870,300
,,M216,E871,250
,,M222,E872,70
,,M321,E873,190
,,M149,E874,90
,,M204,E875,100
,,M283,E876,470
,,M289,E877,490
,,M336,E878,450
,,M295,E879,70
,,M165,E880,270
,,M146,E881,430
,,M36,E882,100
,,M375,E883,160
,,M275,E884,360
,,M348,E885,180
,,M492,E886,210
,,M155,E887,120
,,M217,E888,260
,,M148,E889,350
,,M21,E890,80
,,M156,E891,370
,,M105,E892,80
,,M210,E893,80
,,M368,E894,310
,,M151,E895,230
,,M271,E896,430
,,M3,E897,160
,,M25,E898,180
,,M439,E899,440
,,M16,E900,50
,,M152,E901,400
,,M14,E902,70
,,M391,E903,320
,,M170,E904,70
,,M313,E905,290
,,M380,E906,210
,,M77,E907,150
,,M497,E908,280
,,M494,E909,480
,,M150,E910,390
,,M285,E911,60
,,M257,E912,350
,,M363,E913,100
,,M407,E914,260
,,M202,E915,300
,,M90,E916,80
,,M437,E917,80
,,M373,E918,210
,,M311,E919,480
,,M492,E920,170
,,M429,E921,10
,,M6,E922,260
,,M145,E923,440
,,M391,E924,380
,,M340,E925,10
,,M283,E926,370
,,M205,E927,240
,,M24,E928,220
,,M209,E929,130
,,M294,E930,310
,,M417,E931,320
,,M33,E932,30
,,M242,E933,170
,,M304,E934,310
,,M349,E935,500
,,M260,E936,330
,,M227,E937,220
,,M434,E938,210
,,M271,E939,480
,,M336,E940,280
,,M200,E941,110
,,M104,E942,490
,,M87,E943,280
,,M495,E944,60
,,M120,E945,460
,,M61,E946,120
,,M359,E947,230
,,M70,E948,130
,,M165,E949,160
,,M459,E950,420
,,M19,E951,350
,,M271,E952,60
,,M223,E953,230
,,M133,E954,130
,,M497,E955,490
,,M453,E956,130
,,M489,E957,280
,,M353,E958,100
,,M278,E959,330
,,M266,E960,110
,,M440,E961,400
,,M55,E962,20
,,M479,E963,420
,,M199,E964,400
,,M447,E965,400
,,M451,E966,200
,,M35,E967,40
,,M155,E968,420
,,M267,E969,280
,,M297,E970,150
,,M344,E971,260
,,M438,E972,120
,,M214,E973,60
,,M317,E974,100
,,M387,E975,60
,,M261,E976,90
,,M224,E977,30
,,M347,E978,470
,,M362,E979,80
,,M48,E980,280
,,M182,E981,130
,,M96,E982,170
,,M414,E983,490
,,M178,E984,30
,,M199,E985,440
,,M495,E986,350
,,M99,E987,480
,,M256,E988,90
,,M282,E989,190
,,M332,E990,180
,,M24,E991,380
,,M12,E992,90
,,M70,E993,430
,,M260,E994,260
,,M276,E995,440
,,M320,E996,170
,,M372,E997,370
,,M446,E998,250
,,M77,E999,490
,,M77,E1000,80
,,M347,E1001,330
,,M333,E1002,150
,,M469,E1003,320
,,M318,E1004,260
,,M421,E1005,320
,,M356,E1006,90
,,M320,E1007,290
,,M284,E1008,250
,,M184,E1009,360
,,M431,E1010,10
,,M246,E1011,270
,,M486,E1012,80
,,M128,E1013,410
,,M363,E1014,100
,,M269,E1015,40
,,M85,E1016,300
,,M196,E1017,80
,,M407,E1018,450
,,M230,E1019,440
,,M485,E1020,160
,,M18,E1021,410
,,M300,E1022,470
,,M219,E1023,420
,,M318,E1024,200
,,M246,E1025,220
,,M353,E1026,490
,,M70,E1027,240
,,M35,E1028,150
,,M365,E1029,500
,,M99,E1030,130
,,M3,E1031,400
,,M354,E1032,260
,,M389,E1033,350
,,M208,E1034,460
,,M57,E1035,210
,,M292,E1036,340
,,M292,E1037,120
,,M272,E1038,140
,,M179,E1039,170
,,M472,E1040,410
,,M185,E1041,300
,,M258,E1042,130
,,M298,E1043,200
,,M203,E1044,350
,,M139,E1045,20
,,M245,E1046,250
,,M25,E1047,50
,,M186,E1048,290
,,M103,E1049,290
,,M460,E1050,440
,,M78,E1051,490
,,M232,E1052,150
,,M465,E1053,310
,,M93,E1054,60
,,M163,E1055,270
,,M293,E1056,160
,,M476,E1057,260
,,M221,E1058,100
,,M1,E1059,240
,,M151,E1060,280
,,M159,E1061,200
,,M288,E1062,50
,,M96,E1063,340
,,M253,E1064,130
,,M151,E1065,40
,,M214,E1066,150
,,M312,E1067,360
,,M51,E1068,320
,,M397,E1069,10
,,M87,E1070,380
,,M56,E1071,170
,,M317,E1072,400
,,M78,E1073,10
,,M383,E1074,140
,,M355,E1075,400
,,M109,E1076,200
,,M315,E1077,490
,,M430,E1078,200
,,M441,E1079,200
,,M269,E1080,230
,,M124,E1081,270
,,M332,E1082,460
,,M66,E1083,170
,,M316,E1084,130
,,M120,E1085,120
,,M83,E1086,60
,,M26,E1087,430
,,M180,E1088,340
,,M5,E1089,480
,,M233,E1090,100
,,M374,E1091,360
,,M1,E1092,160
,,M400,E1093,20
,,M152,E1094,110
,,M251,E1095,410
,,M236,E1096,140
,,M254,E1097,230
,,M112,E1098,330
,,M456,E1099,420
,,M400,E1100,440
,,M255,E1101,100
,,M122,E1102,470
,,M69,E1103,320
,,M325,E1104,350
,,M143,E1105,450
,,M259,E1106,480
,,M197,E1107,340
,,M410,E1108,320
,,M183,E1109,470
,,M412,E1110,190
,,M396,E1111,90
,,M59,E1112,70
,,M224,E1113,170
,,M417,E1114,70
,,M114,E1115,470
,,M152,E1116,440
,,M160,E1117,130
,,M486,E1118,240
,,M49,E1119,270
,,M155,E1120,220
,,M360,E1121,50
,,M224,E1122,140
,,M179,E1123,320
,,M158,E1124,40
,,M53,E1125,400
,,M312,E1126,250
,,M325,E1127,280
,,M471,E1128,330
,,M72,E1129,210
,,M439,E1130,300
,,M379,E1131,140
,,M113,E1132,440
,,M416,E1133,230
,,M300,E1134,270
,,M376,E1135,130
,,M178,E1136,190
,,M307,E1137,30
,,M191,E1138,330
,,M90,E1139,130
,,M414,E1140,190
,,M417,E1141,470
,,M476,E1142,160
,,M448,E1143,170
,,M261,E1144,300
,,M310,E1145,240
,,M83,E1146,240
,,M205,E1147,180
,,M325,E1148,340
,,M256,E1149,100
,,M455,E1150,320
,,M190,E1151,440
,,M159,E1152,400
,,M169,E1153,50
,,M172,E1154,450
,,M262,E1155,130
,,M222,E1156,120
,,M456,E1157,340
,,M271,E1158,290
,,M471,E1159,330
,,M24,E1160,340
,,M353,E1161,160
,,M58,E1162,410
,,M56,E1163,30
,,M330,E1164,330
,,M288,E1165,240
,,M207,E1166,270
,,M331,E1167,350
,,M249,E1168,450
,,M54,E1169,10
,,M250,E1170,340
,,M289,E1171,500
,,M226,E1172,330
,,M262,E1173,430
,,M91,E1174,430
,,M364,E1175,120
,,M362,E1176,70
,,M109,E1177,370
,,M143,E1178,310
,,M19,E1179,450
,,M428,E1180,300
,,M364,E1181,460
,,M382,E1182,420
,,M359,E1183,380
,,M17,E1184,230
,,M83,E1185,180
,,M215,E1186,60
,,M261,E1187,240
,,M3,E1188,350
,,M249,E1189,270
,,M302,E1190,90
,,M378,E1191,290
,,M50,E1192,80
,,M160,E1193,440
,,M380,E1194,170
,,M90,E1195,180
,,M106,E1196,50
,,M392,E1197,50
,,M466,E1198,150
,,M178,E1199,20
,,M318,E1200,270
,,M124,E1201,300
,,M483,E1202,220
,,M136,E1203,450
,,M152,E1204,470
,,M104,E1205,450
,,M153,E1206,50
,,M358,E1207,160
,,M112,E1208,480
,,M73,E1209,330
,,M497,E1210,150
,,M369,E1211,430
,,M389,E1212,90
,,M290,E1213,180
,,M404,E1214,20
,,M343,E1215,280
,,M44,E1216,250
,,M242,E1217,150
,,M218,E1218,290
,,M146,E1219,290
,,M313,E1220,80
,,M365,E1221,280
,,M400,E1222,20
,,M475,E1223,60
,,M374,E1224,420
,,M348,E1225,410
,,M50,E1226,410
,,M199,E1227,220
,,M395,E1228,240
,,M86,E1229,230
,,M129,E1230,370
,,M226,E1231,210
,,M397,E1232,220
,,M316,E1233,310
,,M260,E1234,160
,,M304,E1235,170
,,M441,E1236,50
,,M77,E1237,130
,,M366,E1238,230
,,M223,E1239,390
,,M156,E1240,50
,,M410,E1241,500
,,M260,E1242,240
,,M361,E1243,220
,,M350,E1244,390
,,M268,E1245,210
,,M342,E1246,330
,,M473,E1247,460
,,M373,E1248,400
,,M260,E1249,80
,,M415,E1250,320
,,M20,E1251,230
,,M351,E1252,280
,,M181,E1253,390
,,M184,E1254,220
,,M483,E1255,400
,,M259,E1256,290
,,M242,E1257,190
,,M376,E1258,20
,,M81,E1259,80
,,M229,E1260,300
,,M396,E1261,390
,,M317,E1262,390
,,M205,E1263,50
,,M390,E1264,300
,,M456,E1265,60
,,M91,E1266,70
,,M382,E1267,230
,,M354,E1268,310
,,M119,E1269,90
,,M300,E1270,490
,,M107,E1271,340
,,M223,E1272,170
,,M93,E1273,200
,,M119,E1274,150
,,M87,E1275,340
,,M156,E1276,60
,,M49,E1277,370
,,M433,E1278,230
,,M495,E1279,130
,,M395,E1280,430
,,M379,E1281,300
,,M157,E1282,340
,,M285,E1283,370
,,M423,E1284,100
,,M250,E1285,410
,,M404,E1286,420
,,M151,E1287,200
,,M151,E1288,470
,,M313,E1289,490
,,M392,E1290,180
,,M282,E1291,170
,,M147,E1292,400
,,M15,E1293,350
,,M5,E1294,430
,,M284,E1295,160
,,M87,E1296,200
,,M43,E1297,60
,,M413,E1298,300
,,M419,E1299,30
,,M67,E1300,270
,,M267,E1301,70
,,M258,E1302,160
,,M230,E1303,320
,,M329,E1304,500
,,M449,E1305,180
,,M58,E1306,20
,,M336,E1307,500
,,M423,E1308,340
,,M117,E1309,390
,,M54,E1310,350
,,M6,E1311,20
,,M363,E1312,50
,,M291,E1313,70
,,M209,E1314,70
,,M225,E1315,420
,,M311,E1316,20
,,M217,E1317,420
,,M425,E1318,20
,,M29,E1319,240
,,M85,E1320,140
,,M488,E1321,20
,,M401,E1322,480
,,M266,E1323,240
,,M92,E1324,250
,,M358,E1325,260
,,M156,E1326,420
,,M118,E1327,170
,,M388,E1328,40
,,M105,E1329,480
,,M179,E1330,150
,,M442,E1331,210
,,M440,E1332,430
,,M116,E1333,10
,,M136,E1334,110
,,M402,E1335,360
,,M297,E1336,200
,,M413,E1337,440
,,M374,E1338,390
,,M70,E1339,210
,,M168,E1340,220
,,M18,E1341,450
,,M176,E1342,360
,,M208,E1343,10
,,M441,E1344,150
,,M17,E1345,460
,,M371,E1346,80
,,M7,E1347,430
,,M322,E1348,130
,,M252,E1349,360
,,M405,E1350,50
,,M260,E1351,360
,,M120,E1352,470
,,M479,E1353,400
,,M79,E1354,60
,,M107,E1355,250
,,M87,E1356,320
,,M353,E1357,300
,,M495,E1358,90
,,M212,E1359,290
,,M296,E1360,160
,,M110,E1361,310
