id,type,source,target,weight
,,M159,M160,440
,,M160,M161,60
,,M161,M162,270
,,M162,M163,460
,,M163,M164,420
,,M164,M165,490
,,M165,M166,20
,,M166,M167,350
,,M167,M168,210
,,M168,M169,500
,,M169,M170,150
,,M170,M171,240
,,M171,M172,470
,,M172,M173,150
,,M173,M174,270
,,M174,M175,160
,,M175,M176,490
,,M176,M177,480
,,M177,M178,100
,,M178,M179,210
,,M179,M180,460
,,M180,M181,280
,,M181,M182,70
,,M182,M183,220
,,M183,M184,210
,,M184,M185,120
,,M185,M186,100
,,M186,M187,80
,,M187,M188,500
,,M188,M189,340
,,M189,M190,260
,,M190,M191,170
,,M191,M192,150
,,M192,M193,40
,,M193,M194,70
,,M194,M195,280
,,M195,M196,450
,,M196,M197,340
,,M197,M198,210
,,M198,M199,170
,,M199,M200,110
,,M200,M201,130
,,M201,M202,310
,,M202,M203,250
,,M203,M204,370
,,M204,M205,450
,,M205,M206,10
,,M206,M207,350
,,M207,M208,70
,,M208,M209,320
,,M209,M210,450
,,M210,M211,420
,,M211,M212,110
,,M212,M213,140
,,M213,M214,150
,,M214,M215,340
,,M215,M216,130
,,M216,M217,380
,,M217,M218,30
,,M218,M219,250
,,M219,M220,270
,,M220,M221,130
,,M221,M222,320
,,M222,M223,370
,,M223,M224,430
,,M224,M225,50
,,M225,M226,40
,,M226,M227,30
,,M227,M228,490
,,M228,M229,270
,,M229,M230,140
,,M230,M231,380
,,M231,M232,30
,,M232,M233,390
,,M233,M234,140
,,M234,M235,430
,,M235,M236,300
,,M236,M237,210
,,M237,M238,450
,,M238,M239,180
,,M239,M240,420
,,M240,M241,190
,,M241,M242,340
,,M242,M243,380
,,M243,M244,20
,,M244,M245,70
,,M245,M246,270
,,M246,M247,110
,,M247,M248,490
,,M248,M249,70
,,M249,M250,500
,,M250,M251,360
,,M251,M252,80
,,M252,M253,440
,,M253,M254,480
,,M254,M255,160
,,M255,M256,260
,,M256,M257,110
,,M257,M258,450
,,M258,M259,110
,,M259,M260,20
,,M260,M261,310
,,M261,M262,330
,,M262,M263,250
,,M263,M264,90
,,M264,M265,220
,,M265,M266,230
,,M266,M267,50
,,M267,M268,450
,,M268,M269,330
,,M269,M270,150
,,M270,M271,230
,,M271,M272,440
,,M272,M273,380
,,M273,M274,310
,,M274,M275,370
,,M275,M276,500
,,M276,M277,260
,,M277,M278,250
,,M278,M279,380
,,M279,M280,470
,,M33,E281,90
,,M166,E282,500
,,M113,E283,250
,,M255,E284,230
,,M197,E285,250
,,M105,E286,390
,,M215,E287,170
,,M256,E288,330
,,M111,E289,410
,,M254,E290,440
,,M186,E291,440
,,M56,E292,470
,,M196,E293,420
,,M103,E294,370
,,M271,E295,490
,,M232,E296,170
,,M178,E297,400
,,M23,E298,240
,,M258,E299,460
,,M162,E300,120
,,M0,E301,430
,,M26,E302,400
,,M137,E303,230
,,M160,E304,190
,,M268,E305,120
,,M271,E306,370
,,M41,E307,180
,,M243,E308,230
,,M165,E309,400
,,M189,E310,360
,,M264,E311,320
,,M154,E312,140
,,M144,E313,160
,,M45,E314,230
,,M124,E315,380
,,M10,E316,90
,,M84,E317,290
,,M179,E318,490
,,M104,E319,30
,,M16,E320,160
,,M111,E321,440
,,M203,E322,20
,,M32,E323,410
,,M150,E324,170
,,M151,E325,300
,,M245,E326,20
,,M201,E327,50
,,M56,E328,380
,,M246,E329,370
,,M57,E330,120
,,M164,E331,40
,,M223,E332,350
,,M160,E333,30
,,M226,E334,250
,,M184,E335,260
,,M174,E336,110
,,M106,E337,390
,,M251,E338,190
,,M130,E339,430
,,M19,E340,480
,,M100,E341,310
,,M96,E342,340
,,M177,E343,250
,,M50,E344,330
,,M127,E345,280
,,M247,E346,470
,,M200,E347,10
,,M40,E348,320
,,M24,E349,470
,,M220,E350,480
,,M239,E351,40
,,M191,E352,210
,,M279,E353,170
,,M36,E354,490
,,M53,E355,460
,,M110,E356,30
,,M190,E357,270
,,M190,E358,260
,,M122,E359,120
,,M102,E360,460
,,M158,E361,160
,,M105,E362,280
,,M200,E363,450
,,M83,E364,480
,,M135,E365,90
,,M213,E366,210
,,M18,E367,320
,,M36,E368,400
,,M95,E369,130
,,M34,E370,460
,,M69,E371,60
,,M8,E372,300
,,M263,E373,290
,,M249,E374,100
,,M27,E375,400
,,M268,E376,280
,,M104,E377,280
,,M226,E378,120
,,M177,E379,130
,,M105,E380,340
,,M14,E381,340
,,M86,E382,300
,,M77,E383,260
,,M152,E384,350
,,M192,E385,430
,,M71,E386,190
,,M37,E387,190
,,M175,E388,120
,,M47,E389,270
,,M2,E390,260
,,M54,E391,150
,,M1,E392,120
,,M256,E393,80
,,M47,E394,320
,,M54,E395,390
,,M130,E396,320
,,M166,E397,190
,,M237,E398,110
,,M225,E399,400
,,M279,E400,20
,,M139,E401,110
,,M188,E402,430
,,M139,E403,200
,,M270,E404,500
,,M196,E405,100
,,M77,E406,220
,,M84,E407,10
,,M177,E408,120
,,M83,E409,390
,,M181,E410,240
,,M275,E411,230
,,M24,E412,500
,,M97,E413,180
,,M121,E414,430
,,M49,E415,180
,,M40,E416,250
,,M134,E417,200
,,M70,E418,330
,,M223,E419,420
,,M20,E420,250
,,M130,E421,200
,,M163,E422,200
,,M16,E423,160
,,M231,E424,470
,,M240,E425,470
,,M204,E426,390
,,M117,E427,400
,,M208,E428,80
,,M149,E429,50
,,M222,E430,500
,,M233,E431,150
,,M223,E432,140
,,M55,E433,350
,,M24,E434,220
,,M237,E435,210
,,M3,E436,380
,,M1,E437,170
,,M275,E438,430
,,M162,E439,470
,,M163,E440,400
,,M253,E441,50
,,M220,E442,170
,,M223,E443,290
,,M150,E444,420
,,M158,E445,360
,,M178,E446,120
,,M26,E447,220
,,M107,E448,360
,,M1,E449,80
,,M208,E450,30
,,M54,E451,310
,,M219,E452,480
,,M200,E453,400
,,M279,E454,190
,,M197,E455,100
,,M157,E456,340
,,M265,E457,10
,,M138,E458,180
,,M184,E459,210
,,M35,E460,420
,,M130,E461,240
,,M228,E462,150
,,M58,E463,380
,,M143,E464,60
,,M31,E465,130
,,M29,E466,240
,,M145,E467,50
,,M237,E468,140
,,M60,E469,180
,,M263,E470,340
,,M226,E471,240
,,M122,E472,160
,,M5,E473,330
,,M204,E474,300
,,M10,E475,150
,,M277,E476,280
,,M153,E477,390
,,M27,E478,500
,,M72,E479,10
,,M191,E480,420
,,M142,E481,90
,,M179,E482,250
,,M5,E483,290
,,M238,E484,60
,,M144,E485,270
,,M43,E486,360
,,M278,E487,330
,,M210,E488,30
,,M122,E489,130
,,M197,E490,220
,,M185,E491,40
,,M173,E492,210
,,M208,E493,420
,,M122,E494,290
,,M54,E495,400
,,M13,E496,150
,,M130,E497,30
,,M79,E498,20
,,M64,E499,290
,,M248,E500,90
,,M213,E501,190
,,M135,E502,250
,,M269,E503,440
,,M207,E504,60
,,M194,E505,50
,,M60,E506,40
,,M126,E507,80
,,M139,E508,80
,,M59,E509,480
,,M165,E510,70
,,M51,E511,60
,,M160,E512,440
,,M274,E513,230
,,M275,E514,220
,,M56,E515,360
,,M153,E516,170
,,M230,E517,250
,,M7,E518,80
,,M132,E519,40
,,M157,E520,260
,,M203,E521,250
,,M221,E522,370
,,M237,E523,80
,,M268,E524,460
,,M172,E525,460
,,M266,E526,310
,,M70,E527,140
,,M145,E528,30
,,M122,E529,410
,,M145,E530,180
,,M209,E531,340
,,M31,E532,10
,,M84,E533,140
,,M90,E534,130
,,M102,E535,110
,,M131,E536,160
,,M109,E537,260
,,M99,E538,160
,,M16,E539,260
,,M149,E540,230
,,M82,E541,290
,,M172,E542,220
,,M108,E543,390
,,M197,E544,370
,,M8,E545,70
,,M30,E546,240
,,M59,E547,20
,,M182,E548,200
,,M48,E549,300
,,M25,E550,290
,,M26,E551,140
,,M260,E552,430
,,M55,E553,280
,,M236,E554,200
,,M219,E555,210
,,M26,E556,440
,,M139,E557,360
,,M106,E558,330
,,M273,E559,420
,,M246,E560,380
,,M204,E561,370
,,M124,E562,490
,,M252,E563,430
,,M23,E564,280
,,M263,E565,370
,,M186,E566,150
,,M74,E567,50
,,M84,E568,360
,,M0,E569,130
,,M159,E570,160
,,M204,E571,250
,,M262,E572,140
,,M278,E573,280
,,M211,E574,390
,,M29,E575,200
,,M235,E576,100
,,M16,E577,110
,,M97,E578,10
,,M34,E579,40
,,M23,E580,280
,,M132,E581,220
,,M56,E582,150
,,M144,E583,330
,,M199,E584,180
,,M221,E585,220
,,M37,E586,140
,,M162,E587,280
,,M92,E588,280
,,M74,E589,450
,,M45,E590,380
,,M43,E591,260
,,M190,E592,280
,,M261,E593,190
,,M262,E594,90
,,M15,E595,410
,,M7,E596,460
,,M165,E597,390
,,M173,E598,310
,,M128,E599,350
,,M109,E600,70
,,M83,E601,350
,,M62,E602,230
,,M93,E603,350
,,M183,E604,330
,,M146,E605,490
,,M88,E606,110
,,M149,E607,140
,,M219,E608,100
,,M146,E609,320
,,M30,E610,260
,,M187,E611,140
,,M229,E612,430
,,M138,E613,280
,,M75,E614,420
,,M115,E615,300
,,M15,E616,310
,,M155,E617,460
,,M158,E618,100
,,M244,E619,480
,,M217,E620,140
,,M197,E621,70
,,M125,E622,320
,,M49,E623,290
,,M40,E624,350
,,M127,E625,360
,,M193,E626,10
,,M225,E627,190
,,M67,E628,10
,,M236,E629,400
,,M145,E630,260
,,M63,E631,390
,,M39,E632,110
,,M249,E633,130
,,M230,E634,200
,,M246,E635,180
,,M133,E636,430
,,M117,E637,20
,,M155,E638,20
,,M23,E639,440
,,M37,E640,240
,,M42,E641,150
,,M235,E642,230
,,M205,E643,310
,,M8,E644,250
,,M3,E645,430
,,M162,E646,20
,,M159,E647,260
,,M231,E648,30
,,M90,E649,300
,,M200,E650,280
,,M225,E651,300
,,M15,E652,330
,,M260,E653,410
,,M98,E654,280
,,M33,E655,250
,,M197,E656,30
,,M167,E657,360
,,M167,E658,220
,,M37,E659,70
,,M107,E660,140
,,M94,E661,150
,,M59,E662,350
,,M233,E663,450
,,M77,E664,200
,,M124,E665,20
,,M166,E666,30
,,M2,E667,110
,,M48,E668,10
,,M272,E669,460
,,M62,E670,70
,,M132,E671,140
,,M140,E672,10
,,M44,E673,500
,,M59,E674,160
,,M140,E675,290
,,M41,E676,180
,,M62,E677,180
,,M20,E678,420
,,M93,E679,490
,,M23,E680,20
,,M241,E681,20
,,M216,E682,30
,,M101,E683,370
,,M55,E684,350
,,M7,E685,310
,,M32,E686,20
,,M98,E687,120
,,M276,E688,20
,,M22,E689,50
,,M188,E690,90
,,M24,E691,500
,,M237,E692,190
,,M0,E693,370
,,M0,E694,370
,,M278,E695,120
,,M34,E696,80
,,M205,E697,370
,,M119,E698,70
,,M9,E699,170
,,M179,E700,490
,,M234,E701,320
,,M222,E702,160
,,M65,E703,470
,,M123,E704,240
,,M230,E705,50
,,M113,E706,420
,,M223,E707,350
,,M106,E708,400
,,M211,E709,490
,,M268,E710,300
,,M214,E711,400
,,M274,E712,300
,,M197,E713,180
,,M208,E714,270
,,M223,E715,400
,,M186,E716,440
,,M104,E717,380
,,M19,E718,440
,,M35,E719,320
,,M260,E720,210
,,M55,E721,470
,,M132,E722,300
,,M84,E723,140
,,M143,E724,500
,,M62,E725,250
,,M161,E726,320
,,M61,E727,330
,,M147,E728,240
,,M254,E729,410
,,M85,E730,310
,,M132,E731,170
,,M78,E732,220
,,M163,E733,50
,,M214,E734,150
,,M34,E735,360
,,M99,E736,490
,,M273,E737,440
,,M100,E738,90
,,M89,E739,320
,,M203,E740,440
,,M78,E741,430
,,M31,E742,260
,,M233,E743,210
,,M70,E744,450
,,M238,E745,130
,,M231,E746,90
,,M38,E747,100
,,M50,E748,220
,,M153,E749,320
,,M230,E750,440
,,M17,E751,500
,,M2,E752,210
,,M127,E753,280
,,M73,E754,380
,,M220,E755,180
,,M75,E756,260
,,M3,E757,120
,,M234,E758,20
,,M203,E759,400
,,M151,E760,150
,,M213,E761,240
,,M273,E762,140
,,M8,E763,40
,,M244,E764,390
,,M39,E765,490
,,M134,E766,320
,,M74,E767,110
,,M195,E768,60
,,M37,E769,450
,,M187,E770,300
,,M64,E771,350
,,M154,E772,170
,,M74,E773,480
,,M209,E774,300
,,M151,E775,70
,,M136,E776,20
,,M200,E777,390
,,M60,E778,40
,,M255,E779,130
,,M239,E780,120
,,M240,E781,170
,,M53,E782,320
,,M73,E783,330
,,M27,E784,140
,,M75,E785,380
,,M82,E786,330
,,M12,E787,100
,,M62,E788,130
,,M131,E789,270
,,M99,E790,370
,,M152,E791,280
,,M251,E792,140
,,M97,E793,300
,,M218,E794,110
,,M213,E795,70
,,M173,E796,240
,,M122,E797,40
,,M194,E798,320
,,M172,E799,230
,,M150,E800,200
,,M169,E801,490
,,M263,E802,70
,,M178,E803,50
,,M43,E804,260
,,M75,E805,450
,,M34,E806,110
,,M270,E807,410
,,M164,E808,440
,,M106,E809,60
,,M98,E810,60
,,M102,E811,50
,,M90,E812,410
,,M178,E813,360
,,M94,E814,210
,,M91,E815,200
,,M53,E816,230
,,M252,E817,240
,,M142,E818,450
,,M35,E819,440
,,M59,E820,450
,,M61,E821,380
,,M209,E822,440
,,M34,E823,130
,,M48,E824,60
,,M100,E825,310
,,M93,E826,190
,,M154,E827,150
,,M59,E828,430
,,M113,E829,350
,,M271,E830,230
,,M51,E831,420
,,M113,E832,140
,,M91,E833,50
,,M98,E834,430
,,M73,E835,460
,,M166,E836,380
,,M7,E837,30
,,M208,E838,100
,,M252,E839,80
,,M58,E840,330
,,M62,E841,480
,,M212,E842,200
,,M216,E843,320
,,M207,E844,450
,,M107,E845,360
,,M90,E846,140
,,M117,E847,80
,,M79,E848,220
,,M267,E849,280
,,M70,E850,60
,,M248,E851,210
,,M262,E852,120
,,M147,E853,250
,,M13,E854,330
,,M28,E855,150
,,M118,E856,60
,,M49,E857,390
,,M154,E858,90
,,M127,E859,230
,,M223,E860,400
,,M163,E861,190
,,M257,E862,450
,,M59,E863,140
,,M183,E864,150
,,M94,E865,440
,,M21,E866,110
,,M211,E867,40
,,M217,E868,430
,,M58,E869,300
,,M7,E870,340
,,M84,E871,430
,,M166,E872,50
,,M177,E873,350
,,M225,E874,240
,,M192,E875,300
,,M116,E876,400
,,M230,E877,470
,,M215,E878,270
,,M12,E879,430
,,M203,E880,330
,,M33,E881,60
,,M20,E882,270
,,M94,E883,240
,,M221,E884,80
,,M115,E885,150
,,M268,E886,470
,,M18,E887,50
,,M2,E888,440
,,M230,E889,250
,,M133,E890,270
,,M49,E891,100
,,M107,E892,220
,,M118,E893,140
,,M188,E894,350
,,M70,E895,420
,,M117,E896,60
,,M3,E897,460
,,M58,E898,180
,,M166,E899,120
,,M4,E900,300
,,M39,E901,440
,,M170,E902,300
,,M131,E903,440
,,M191,E904,490
,,M145,E905,130
,,M55,E906,380
,,M85,E907,410
,,M181,E908,10
,,M62,E909,250
,,M33,E910,120
,,M31,E911,170
,,M149,E912,470
,,M99,E913,230
,,M244,E914,230
,,M10,E915,80
,,M107,E916,100
,,M216,E917,70
,,M164,E918,390
,,M25,E919,40
,,M223,E920,380
,,M238,E921,60
,,M83,E922,130
,,M266,E923,210
,,M259,E924,270
,,M203,E925,180
,,M259,E926,420
,,M199,E927,250
,,M112,E928,280
,,M46,E929,90
,,M59,E930,320
,,M32,E931,220
,,M14,E932,10
,,M32,E933,220
,,M82,E934,140
,,M166,E935,320
,,M227,E936,60
,,M259,E937,470
,,M73,E938,140
,,M181,E939,420
,,M154,E940,480
,,M170,E941,30
,,M188,E942,280
,,M27,E943,380
,,M129,E944,90
,,M215,E945,110
,,M29,E946,340
,,M213,E947,130
,,M169,E948,420
,,M29,E949,400
,,M270,E950,270
,,M7,E951,400
,,M132,E952,280
,,M160,E953,280
,,M77,E954,360
,,M63,E955,130
,,M129,E956,300
,,M91,E957,10
,,M170,E958,180
,,M9,E959,270
,,M18,E960,310
,,M71,E961,220
,,M29,E962,140
,,M21,E963,480
,,M58,E964,170
,,M205,E965,200
,,M21,E966,30
,,M218,E967,30
,,M97,E968,480
,,M13,E969,190
,,M187,E970,30
,,M145,E971,20
,,M269,E972,160
,,M279,E973,270
,,M165,E974,170
,,M52,E975,490
,,M250,E976,70
,,M212,E977,220
,,M79,E978,470
,,M111,E979,70
,,M156,E980,160
,,M124,E981,460
,,M62,E982,150
,,M80,E983,410
,,M73,E984,500
,,M272,E985,60
,,M104,E986,340
,,M234,E987,40
,,M60,E988,130
,,M7,E989,70
,,M261,E990,440
,,M165,E991,220
,,M7,E992,70
,,M114,E993,240
,,M64,E994,320
,,M108,E995,30
,,M44,E996,420
,,M218,E997,480
,,M165,E998,230
,,M171,E999,500
,,M41,E1000,290
,,M233,E1001,420
,,M26,E1002,200
,,M178,E1003,350
,,M244,E1004,10
,,M187,E1005,200
,,M86,E1006,350
,,M171,E1007,310
,,M137,E1008,240
,,M76,E1009,90
,,M13,E1010,490
,,M241,E1011,60
,,M25,E1012,250
,,M227,E1013,140
,,M168,E1014,410
,,M249,E1015,290
,,M269,E1016,360
,,M228,E1017,240
,,M27,E1018,20
,,M23,E1019,160
,,M82,E1020,120
,,M93,E1021,90
,,M1,E1022,120
,,M207,E1023,360
,,M43,E1024,160
,,M263,E1025,110
,,M59,E1026,390
,,M14,E1027,440
,,M0,E1028,280
,,M26,E1029,70
,,M157,E1030,220
,,M166,E1031,330
,,M146,E1032,470
,,M167,E1033,250
,,M245,E1034,80
,,M120,E1035,350
,,M99,E1036,340
,,M143,E1037,60
,,M175,E1038,310
,,M254,E1039,360
,,M211,E1040,120
,,M195,E1041,30
,,M54,E1042,440
,,M20,E1043,220
,,M43,E1044,50
,,M65,E1045,240
,,M202,E1046,40
,,M247,E1047,40
,,M91,E1048,110
,,M195,E1049,50
,,M66,E1050,440
,,M236,E1051,220
,,M234,E1052,400
,,M95,E1053,480
,,M1,E1054,340
,,M68,E1055,100
,,M146,E1056,50
,,M206,E1057,50
,,M94,E1058,280
,,M200,E1059,20
,,M129,E1060,10
,,M14,E1061,170
,,M215,E1062,250
,,M110,E1063,440
,,M224,E1064,490
,,M20,E1065,410
,,M159,E1066,490
,,M53,E1067,380
,,M61,E1068,200
,,M267,E1069,490
,,M41,E1070,90
,,M141,E1071,410
,,M250,E1072,380
,,M44,E1073,80
,,M169,E1074,340
,,M96,E1075,160
,,M199,E1076,220
,,M3,E1077,30
,,M179,E1078,20
,,M32,E1079,170
,,M38,E1080,220
,,M31,E1081,370
,,M259,E1082,500
,,M28,E1083,180
,,M258,E1084,150
,,M194,E1085,430
,,M260,E1086,10
,,M59,E1087,110
,,M198,E1088,20
,,M157,E1089,210
,,M130,E1090,220
,,M45,E1091,280
,,M46,E1092,490
,,M271,E1093,140
,,M122,E1094,500
,,M29,E1095,490
,,M51,E1096,10
,,M110,E1097,400
,,M154,E1098,160
,,M174,E1099,230
,,M212,E1100,330
,,M52,E1101,90
,,M97,E1102,470
,,M214,E1103,230
,,M270,E1104,500
,,M106,E1105,170
,,M67,E1106,260
,,M225,E1107,410
,,M254,E1108,390
,,M262,E1109,90
,,M213,E1110,80
,,M147,E1111,410
,,M24,E1112,230
,,M160,E1113,390
,,M202,E1114,280
,,M196,E1115,60
,,M188,E1116,270
,,M272,E1117,190
,,M193,E1118,190
,,M123,E1119,310
,,M236,E1120,260
,,M1,E1121,210
,,M150,E1122,80
,,M261,E1123,60
,,M176,E1124,350
,,M115,M246,30
,,M261,M58,290
,,M108,M181,330
,,M157,M80,330
,,M134,M99,450
,,M187,M45,160
,,M150,M96,500
,,M129,M180,300
,,M254,M61,200
,,M102,M272,410
,,M110,M128,340
,,M168,M244,420
,,M183,M197,210
,,M234,M94,30
,,M195,M48,50
,,M211,M38,70
,,M114,M154,130
,,M0,M221,270
,,M250,M92,160
,,M178,M224,290
,,M102,M275,370
,,M156,M70,410
,,M214,M38,160
