id,type,source,target,weight
,,M45,E350,20
,,M17,E351,480
,,M62,E352,270
,,M145,E353,440
,,M145,E354,360
,,M102,E355,240
,,M49,E356,250
,,M74,E357,440
,,M5,E358,460
,,M20,E359,480
,,M121,E360,70
,,M186,E361,430
,,M151,E362,180
,,M150,E363,430
,,M174,E364,460
,,M90,E365,500
,,M2,E366,280
,,M112,E367,240
,,M173,E368,280
,,M172,E369,20
,,M129,E370,240
,,M31,E371,110
,,M175,E372,260
,,M112,E373,450
,,M44,E374,420
,,M6,E375,30
,,M85,E376,440
,,M98,E377,370
,,M164,E378,80
,,M179,E379,250
,,M92,E380,40
,,M176,E381,320
,,M23,E382,390
,,M70,E383,50
,,M175,E384,390
,,M74,E385,440
,,M169,E386,470
,,M145,E387,200
,,M139,E388,240
,,M121,E389,450
,,M88,E390,60
,,M111,E391,300
,,M179,E392,90
,,M94,E393,490
,,M168,E394,100
,,M91,E395,300
,,M47,E396,40
,,M117,E397,20
,,M101,E398,300
,,M25,E399,210
,,M5,E400,140
,,M169,E401,450
,,M171,E402,150
,,M167,E403,130
,,M29,E404,250
,,M185,E405,470
,,M173,E406,370
,,M55,E407,40
,,M182,E408,250
,,M37,E409,100
,,M42,E410,390
,,M59,E411,150
,,M144,E412,480
,,M28,E413,250
,,M23,E414,180
,,M109,E415,450
,,M85,E416,410
,,M120,E417,70
,,M96,E418,10
,,M54,E419,210
,,M77,E420,490
,,M122,E421,290
,,M47,E422,40
,,M71,E423,40
,,M131,E424,420
,,M50,E425,400
,,M122,E426,250
,,M122,E427,50
,,M28,E428,420
,,M136,E429,350
,,M21,E430,350
,,M56,E431,210
,,M154,E432,100
,,M76,E433,240
,,M53,E434,180
,,M145,E435,50
,,M57,E436,110
,,M48,E437,410
,,M24,E438,30
,,M174,E439,410
,,M118,E440,310
,,M185,E441,480
,,M167,E442,100
,,M163,E443,340
,,M183,E444,350
,,M78,E445,420
,,M166,E446,470
,,M137,E447,160
,,M111,E448,430
,,M178,E449,440
,,M126,E450,210
,,M33,E451,400
,,M81,E452,260
,,M151,E453,70
,,M1,E454,100
,,M172,E455,240
,,M135,E456,270
,,M169,E457,110
,,M72,E458,360
,,M21,E459,350
,,M167,E460,480
,,M81,E461,500
,,M96,E462,40
,,M113,E463,300
,,M117,E464,230
,,M46,E465,90
,,M82,E466,160
,,M57,E467,250
,,M117,E468,390
,,M157,E469,100
,,M2,E470,290
,,M106,E471,340
,,M39,E472,340
,,M3,E473,440
,,M92,E474,190
,,M142,E475,330
,,M105,E476,440
,,M88,E477,170
,,M151,E478,230
,,M17,E479,260
,,M178,E480,170
,,M45,E481,300
,,M141,E482,430
,,M63,E483,440
,,M132,E484,460
,,M41,E485,440
,,M68,E486,20
,,M120,E487,180
,,M177,E488,30
,,M139,E489,210
,,M156,E490,30
,,M22,E491,490
,,M27,E492,210
,,M54,E493,490
,,M18,E494,300
,,M19,E495,70
,,M131,E496,390
,,M66,E497,90
,,M76,E498,420
,,M170,E499,340
,,M154,E500,150
,,M94,E501,120
,,M15,E502,20
,,M156,E503,120
,,M143,E504,80
,,M86,E505,400
,,M180,E506,250
,,M21,E507,420
,,M177,E508,140
,,M34,E509,320
,,M159,E510,110
,,M18,E511,120
,,M14,E512,330
,,M42,E513,430
,,M87,E514,410
,,M181,E515,430
,,M6,E516,40
,,M169,E517,470
,,M122,E518,330
,,M126,E519,40
,,M63,E520,150
,,M67,E521,500
,,M36,E522,90
,,M87,E523,220
,,M82,E524,230
,,M20,E525,360
,,M143,E526,450
,,M101,E527,260
,,M57,E528,300
,,M125,E529,110
,,M4,E530,290
,,M31,E531,390
,,M78,E532,250
,,M172,E533,210
,,M27,E534,70
,,M19,E535,430
,,M131,E536,190
,,M149,E537,350
,,M64,E538,90
,,M95,E539,410
,,M39,E540,270
,,M65,E541,340
,,M85,E542,90
,,M141,E543,260
,,M86,E544,500
,,M137,E545,250
,,M140,E546,360
,,M161,E547,380
,,M43,E548,360
,,M146,E549,450
,,M141,E550,150
,,M143,E551,390
,,M182,E552,310
,,M103,E553,80
,,M132,E554,310
,,M93,E555,250
,,M111,E556,450
,,M160,E557,120
,,M134,E558,350
,,M61,E559,190
,,M141,E560,50
,,M114,E561,220
,,M91,E562,10
,,M26,E563,350
,,M76,E564,360
,,M41,E565,150
,,M97,E566,450
,,M167,E567,280
,,M96,E568,70
,,M121,E569,330
,,M103,E570,370
,,M2,E571,240
,,M82,E572,380
,,M139,E573,50
,,M6,E574,210
,,M86,E575,320
,,M59,E576,100
,,M91,E577,110
,,M124,E578,370
,,M161,E579,500
,,M72,E580,460
,,M2,E581,320
,,M75,E582,220
,,M138,E583,420
,,M112,E584,100
,,M171,E585,400
,,M50,E586,470
,,M141,E587,40
,,M76,E588,220
,,M119,E589,460
,,M1,E590,240
,,M147,E591,360
,,M62,E592,460
,,M7,E593,260
,,M175,E594,330
,,M25,E595,240
,,M102,E596,340
,,M119,E597,360
,,M149,E598,300
,,M83,E599,50
,,M45,E600,420
,,M64,E601,250
,,M166,E602,300
,,M31,E603,230
,,M132,E604,430
,,M34,E605,150
,,M149,E606,280
,,M16,E607,260
,,M46,E608,400
,,M132,E609,480
,,M96,E610,340
,,M17,E611,450
,,M166,E612,460
,,M29,E613,110
,,M60,E614,60
,,M122,E615,360
,,M118,E616,330
,,M157,E617,250
,,M128,E618,410
,,M108,E619,40
,,M137,E620,400
,,M152,E621,160
,,M148,E622,70
,,M119,E623,330
,,M5,E624,200
,,M0,E625,50
,,M86,E626,140
,,M132,E627,400
,,M68,E628,230
,,M81,E629,340
,,M176,E630,420
,,M1,E631,180
,,M178,E632,110
,,M116,E633,270
,,M114,E634,500
,,M103,E635,150
,,M91,E636,310
,,M102,E637,20
,,M148,E638,230
,,M75,E639,30
,,M147,E640,150
,,M11,E641,80
,,M65,E642,380
,,M58,E643,320
,,M18,E644,220
,,M8,E645,140
,,M167,E646,80
,,M138,E647,80
,,M38,E648,10
,,M31,E649,480
,,M7,E650,230
,,M71,E651,170
,,M153,E652,250
,,M15,E653,70
,,M16,E654,500
,,M83,E655,130
,,M80,E656,120
,,M46,E657,70
,,M129,E658,300
,,M174,E659,80
,,M19,E660,300
,,M172,E661,230
,,M20,E662,220
,,M158,E663,450
,,M106,E664,380
,,M62,E665,290
,,M75,E666,290
,,M72,E667,470
,,M114,E668,460
,,M125,E669,470
,,M116,E670,280
,,M184,E671,480
,,M155,E672,430
,,M87,E673,180
,,M162,E674,370
,,M25,E675,500
,,M56,E676,100
,,M80,E677,120
,,M30,E678,90
,,M94,E679,130
,,M65,E680,10
,,M73,E681,360
,,M65,E682,140
,,M112,E683,110
,,M145,E684,80
,,M47,E685,490
,,M162,E686,20
,,M7,E687,400
,,M119,E688,430
,,M103,E689,350
,,M5,E690,40
,,M123,E691,150
,,M185,E692,110
,,M105,E693,370
,,M42,E694,20
,,M104,E695,60
,,M26,E696,260
,,M70,E697,250
,,M179,E698,330
,,M117,E699,290
,,M35,E700,290
,,M158,E701,420
,,M58,E702,350
,,M133,E703,410
,,M7,E704,40
,,M104,E705,240
,,M83,E706,140
,,M38,E707,370
,,M63,E708,130
,,M54,E709,180
,,M178,E710,490
,,M78,E711,390
,,M141,E712,360
,,M160,E713,80
,,M105,E714,210
,,M42,E715,450
,,M102,E716,200
,,M0,E717,430
,,M125,E718,340
,,M128,E719,200
,,M0,E720,500
,,M91,E721,460
,,M37,E722,260
,,M108,E723,230
,,M170,E724,280
,,M142,E725,250
,,M5,E726,350
,,M93,E727,70
,,M151,E728,460
,,M79,E729,300
,,M170,E730,380
,,M56,E731,460
,,M41,E732,390
,,M12,E733,20
,,M101,E734,280
,,M157,E735,160
,,M4,E736,120
,,M1,E737,490
,,M87,E738,170
,,M167,E739,310
,,M175,E740,120
,,M38,E741,140
,,M166,E742,340
,,M65,E743,40
,,M67,E744,310
,,M151,E745,130
,,M102,E746,400
,,M138,E747,320
,,M184,E748,170
,,M113,E749,140
,,M102,M148,160
,,M106,M177,230
,,M141,M158,350
,,M131,M173,200
,,M135,M150,400
,,M137,M174,440
,,M15,M95,340
,,M129,M75,40
,,M131,M182,450
,,M48,M52,460
,,M170,M46,290
,,M156,M61,260
,,M142,M169,410
,,M186,M19,40
,,M151,M16,160
,,M108,M92,50
